,0
2001-02,1.0
2001-03,0.3750000000000002
2001-04,0.4999999999999998
2001-05,1.0
2001-06,0.7
2001-07,0.6666666666666667
2001-08,0.6666666666666667
2001-09,1.0
2001-10,0.4594594594594596
2001-11,1.0
2001-12,1.0
2002-01,0.5789473684210527
2002-02,1.0
2002-03,0.7500000000000002
2002-04,1.0
2002-05,1.0
2002-06,0.8636363636363635
2002-07,1.0
2002-08,0.96
2002-09,1.0
2002-10,0.5999999999999999
2002-11,1.0
2002-12,1.0
2003-01,1.0
2003-02,1.0
2003-03,1.0
2003-04,1.0
2003-05,1.0
2003-06,1.0
2003-07,1.0
2003-08,0.924242424242424
2003-09,1.0
2003-10,1.0
2003-11,0.6470588235294119
2003-12,0.3888888888888888
2004-01,1.0
2004-02,1.0
2004-03,1.0
2004-04,1.0
2004-05,1.0
2004-06,0.631578947368421
2004-07,1.0
2004-08,0.6799999999999999
2004-09,1.0
2004-10,0.875
2004-11,0.7044025157232703
2004-12,1.0
2005-01,1.0
2005-02,1.0
2005-03,1.0
2005-04,0.5833333333333335
2005-05,0.4285714285714286
2005-06,1.0
2005-07,0.8499999999999999
2005-08,0.5
2005-09,1.0
2005-10,0.4199999999999999
2005-11,0.714285714285714
2005-12,0.5
2006-01,1.0
2006-02,1.0
2006-03,0.7721518987341771
2006-04,1.0
2006-05,0.5555555555555558
2006-06,0.8378378378378379
2006-07,0.7435897435897436
2006-08,1.0
2006-09,0.5
2006-10,1.0
2006-11,0.6363636363636362
2006-12,0.6666666666666667
2007-01,1.0
2007-02,0.9244186046511628
2007-03,0.6000000000000001
2007-04,0.5454545454545456
2007-05,0.8
2007-06,1.0
2007-07,0.6080402010050252
2007-08,0.4597701149425288
2007-09,0.5416666666666667
2007-10,0.3547325102880658
2007-11,1.0
2007-12,0.645038167938931
2008-01,1.0
2008-02,0.75
2008-03,0.7999999999999998
2008-04,1.0
2008-05,1.0
2008-06,1.0
2008-07,0.5431034482758621
2008-08,0.8124999999999998
2008-09,1.0
2008-10,0.7050691244239633
2008-11,1.0
2008-12,1.0
2009-01,1.0
2009-02,1.0
2009-03,1.0
2009-04,1.0
2009-05,1.0
2009-06,1.0
2009-07,1.0
2009-08,1.0
2009-09,1.0
2009-10,0.9333333333333332
2009-11,0.7272727272727273
2009-12,0.6176470588235294
2010-01,0.8699186991869918
2010-02,1.0
2010-03,1.0
2010-04,1.0
2010-05,1.0
2010-06,1.0
2010-07,1.0
2010-08,1.0
2010-09,1.0
2010-10,1.0
2010-11,1.0
2010-12,0.7999999999999998
2011-01,0.9166666666666664
2011-02,0.8333333333333335
2011-03,1.0
2011-04,1.0
2011-05,1.0
2011-06,1.0
2011-07,0.9166666666666669
2011-08,0.6551724137931034
2011-09,0.565
2011-10,1.0
2011-11,0.7999999999999998
2011-12,0.7179487179487181
2012-01,1.0
2012-02,1.0
2012-03,1.0
2012-04,1.0
2012-05,1.0
2012-06,1.0
2012-07,1.0
2012-08,1.0
2012-09,1.0
2012-10,1.0
2012-11,1.0
2012-12,1.0
2013-01,1.0
2013-02,1.0
2013-03,1.0
2013-04,1.0
2013-05,1.0
2013-06,1.0
2013-07,1.0
2013-08,1.0
2013-09,1.0
2013-10,1.0
2013-11,1.0
2013-12,1.0
2014-01,1.0
2014-02,1.0
2014-03,1.0
2014-04,1.0
2014-05,1.0
2014-06,1.0
2014-07,1.0
2014-08,1.0
2014-09,1.0
2014-10,1.0
2014-11,1.0
2014-12,1.0
2015-01,1.0
2015-02,1.0
2015-03,1.0
2015-04,1.0
2015-05,1.0
2015-06,1.0
2015-07,1.0
2015-08,1.0
2015-09,1.0
2015-10,1.0
2015-11,1.0
2015-12,1.0
2016-01,1.0
2016-02,1.0
2016-03,1.0
2016-04,1.0
2016-05,1.0
2016-06,1.0
2016-07,1.0
2016-08,1.0
2016-09,1.0
2016-10,1.0
2016-11,1.0
2016-12,1.0
2017-01,1.0
2017-02,1.0
2017-03,1.0
2017-04,1.0
2017-05,1.0
2017-06,1.0
2017-07,1.0
2017-08,1.0
2017-09,1.0
2017-10,1.0
2017-11,1.0
2017-12,1.0
2018-01,1.0
2018-02,1.0
2018-03,1.0
2018-04,1.0
2018-05,1.0
2018-06,1.0
2018-07,1.0
2018-08,1.0
2018-09,1.0
2018-10,1.0
2018-11,1.0
2018-12,1.0
2019-01,1.0
2019-02,1.0
2019-03,1.0
2019-04,1.0
2019-05,1.0
2019-06,1.0
2019-07,1.0
2019-08,1.0
2019-09,1.0
2019-10,1.0
2019-11,1.0
2019-12,1.0
2020-01,1.0
2020-02,1.0
2020-03,1.0
2020-04,1.0
2020-05,1.0
2020-06,1.0
2020-07,1.0
2020-08,1.0
2020-09,1.0
2020-10,1.0
2020-11,1.0
2020-12,1.0
2021-01,1.0
2021-02,1.0
2021-03,1.0
2021-04,1.0
2021-05,1.0
2021-06,1.0
2021-07,1.0
2021-08,1.0
2021-09,0.8333333333333335
2021-10,1.0
2021-11,1.0
2021-12,1.0
2022-01,1.0
2022-02,1.0
2022-03,1.0
2022-04,1.0
2022-05,1.0
2022-06,1.0
2022-07,1.0
2022-08,1.0
2022-09,1.0
2022-10,1.0
2022-11,1.0
2022-12,1.0
2023-01,1.0
2023-02,1.0
2023-03,1.0
2023-04,1.0
2023-05,1.0
2023-06,1.0
2023-07,1.0
