Firm Name,Momentum_1,Long Short
DNL.L^K22,-0.6952380952380952,1
PLAZ.L,-0.675,1
FPP.L,-0.6038961038961039,1
GFIN.L,-0.5634920634920635,1
BEM.L,-0.5,1
GVMH.L,-0.475,1
CHLL.L,-0.4705882352941176,1
SEFA.L,-0.4375,1
DOTD.L,-0.4319727891156463,1
VAST.L,-0.42,1
0RVG.L^K22,-0.4042145593869731,1
GCM.L,-0.3865030674846625,1
ZIOC.L,-0.3839080459770114,1
XSG.L,-0.3768421052631578,1
SRES.L,-0.375,1
TCSq.L,-0.3669706582077715,1
AUK.L,-0.3555555555555556,1
EOG.L,-0.3333333333333332,1
BARB.L,-0.3227272727272727,1
SBTX.L,-0.3195876288659793,1
POG.L^G22,-0.3158953722334003,1
JEMA.L,-0.3152709359605911,1
DEST.L,-0.3142857142857143,1
CTEA.L,-0.3125,1
VELV.L,-0.2975206611570248,1
MBLT.L,-0.2962962962962964,1
EVEE.L^K22,-0.2907801418439716,1
UBGU.L,-0.29,1
VRS.L,-0.2863905325443787,1
TRAF.L,-0.2857142857142857,1
HCM.L,-0.2833133253301321,1
ARGOA.L,-0.282051282051282,1
RTN.L,-0.2756906077348067,1
STCM.L,-0.2727272727272727,1
TENG.L,-0.2706422018348624,1
SCGL.L,-0.2692307692307693,1
MTC.L,-0.2689655172413793,1
CPPG.L,-0.2680722891566265,1
RTCR.L,-0.2666666666666667,1
7DIG.L^C23,-0.2666666666666666,1
MDZE.L,-0.263157894736842,1
WNRG.L,-0.260377358490566,1
FIF.L,-0.2528089887640449,1
APTD.L,-0.2524509803921568,1
UPGS.L,-0.2441860465116279,1
GEECq.L,-0.2432432432432432,1
DRV.L,-0.240506329113924,1
MPL.L,-0.2368421052631578,1
TND.L,-0.2299999999999999,1
ASLR.L^E23,-0.2265625,1
ACTA.L,-0.2222222222222222,1
STAST.L^G23,-0.2222222222222222,1
DPEU.L,-0.2214285714285714,1
KIBO.L,-0.2195121951219512,1
ITV.L,-0.2195075757575757,1
GBPq.L,-0.2183098591549295,1
DVRG.L,-0.217391304347826,1
INSG.L,-0.217391304347826,1
SEEN.L,-0.2162162162162162,1
MOSE.L,-0.2125,1
HEIQ.L,-0.2121212121212121,1
IIP.L,-0.212121212121212,1
JSG.L,-0.2102425876010781,1
RDTR.L,-0.208955223880597,1
IES.L,-0.2085561497326203,1
SORA.L,-0.2068965517241379,1
SFOR.L,-0.2054455445544554,1
DWHT.L,-0.2024539877300614,1
OPG.L,-0.1999999999999999,1
MLVN.L,-0.1999999999999999,1
0I4B.L^E23,-0.1999076816555757,1
CPI.L,-0.1987883377508519,1
SNT.L,-0.1978021978021977,1
RGD.L,-0.196078431372549,1
KETL.L,-0.1958592132505177,1
EDENE.L,-0.1953125,1
HRN.L,-0.1951219512195121,1
LOOP.L,-0.1935483870967742,1
OXIG.L,-0.1903846153846153,1
LUCEL.L,-0.1886409736308316,1
G4M.L,-0.1875,1
CHLV.L,-0.1860465116279069,1
KINO.L,-0.1851851851851852,1
BIH.L,-0.1851851851851851,1
RWS.L,-0.1848214285714285,1
NAR.L,-0.184,1
PATP.L,-0.1818181818181817,1
BRD.L,-0.1818181818181817,1
AIQ.L,-0.1818181818181817,1
DMTR.L^A23,-0.18,1
SAGA.L,-0.1764705882352941,1
CHRT.L,-0.1742286751361161,1
TAST.L,-0.1739130434782608,1
KMK.L,-0.173469387755102,1
BCEB.L,-0.1730769230769231,1
SEED.L,-0.1724137931034483,1
PHWK.L,-0.171875,1
CREO.L,-0.1685823754789271,1
JIM.L,-0.1682242990654205,1
JWNG.L,-0.1666666666666666,1
AGMA.L^C23,-0.1666666666666666,1
FUM.L,-0.1658291457286432,1
AIEA.L,-0.1639344262295081,1
IGRI.L,-0.160919540229885,1
LAM.L^J22,-0.1606749816581071,1
BRSD.L,-0.16,1
FCRM.L,-0.1593406593406592,1
SSIF.L,-0.1578947368421053,1
EVG.L,-0.1566265060240964,1
RBG.L,-0.1547619047619047,1
TPG.L^A23,-0.1545454545454544,1
PPPP.L,-0.1538461538461538,1
SSPG.L,-0.1530421799178797,1
IDSI.L,-0.1529138731304796,1
SAR.L,-0.1525423728813559,1
BARC.L,-0.1511372820690452,1
IQE.L,-0.1481481481481481,1
KGF.L,-0.1476221928665785,1
K3C.L^B23,-0.1475409836065574,1
BIRD.L,-0.1466666666666666,1
IXI.L,-0.1460674157303371,1
PHEG.L,-0.146031746031746,1
XPP.L,-0.1444444444444445,1
PPS.L,-0.1443850267379679,1
SUH.L,-0.1428571428571429,1
RGP.L,-0.1428571428571429,1
BAF.L,-0.1428571428571429,1
FAB.L,-0.1428571428571429,1
KZG.L,-0.1428571428571429,1
FSTA.L,-0.1428571428571429,1
SSTY.L,-0.1428571428571429,1
CFX.L,-0.1428571428571429,1
CGH.L,-0.1420534458509141,1
RSW.L,-0.141978021978022,1
OTB.L,-0.1417910447761193,1
PET.L,-0.140625,1
PLEX.L,-0.14,1
SPA.L,-0.1395348837209302,1
BONH.L^G23,-0.1388888888888889,1
MBO.L,-0.1388888888888888,1
B90.L,-0.1379310344827586,1
OBD.L,-0.1379310344827585,1
EPWN.L,-0.136229022704837,1
BWNG.L,-0.1357515801044243,1
ADML.L,-0.1331751948492037,1
FSJ.L,-0.132919254658385,1
ORR.L,-0.1323529411764706,1
NNNN.L,-0.1304347826086955,1
TOOP.L,-0.1290322580645161,1
OXFT.L^G22,-0.1283292978208231,1
RGO.L,-0.1276595744680851,0
AFN.L,-0.1267605633802817,0
NETC.L,-0.1259842519685039,0
SGNS.L^F23,-0.1250000000000001,0
TOME.L,-0.1250000000000001,0
TRFT.L,-0.125,0
BIOM.L,-0.125,0
EKF.L,-0.125,0
KCR.L,-0.125,0
FAN.L,-0.1247334754797441,0
BMEB.L,-0.1245493280891512,0
CHCH.L,-0.1242038216560509,0
SRB.L,-0.1238938053097344,0
SCLP.L,-0.1224489795918367,0
INOV.L,-0.1222627737226276,0
TIFS.L,-0.1218181818181818,0
TRAC.L,-0.1216216216216216,0
BOKU.L,-0.1203007518796992,0
AVAP.L,-0.1202185792349727,0
PANR.L,-0.1201991465149359,0
ALFAL.L,-0.12,0
SYNG.L,-0.12,0
HSS.L,-0.1198224852071004,0
0IBD.L^D22,-0.1192796610169492,0
IGP.L,-0.1185185185185184,0
CINE.L,-0.118108108108108,0
ASOS.L,-0.1174533479692645,0
GNS.L,-0.1163522012578616,0
ECK.L,-0.1162790697674418,0
NFXN.L,-0.1162790697674418,0
LEND.L,-0.1162790697674418,0
CEY.L,-0.1152623976889745,0
LND.L,-0.1145833333333333,0
CCH.L,-0.114527503526093,0
OXB.L,-0.1141678129298486,0
GCAT.L,-0.1136363636363637,0
OCDO.L,-0.1130728775356874,0
ECOB.L,-0.1125541125541125,0
CNIC.L,-0.111913357400722,0
TRT.L,-0.1118421052631578,0
GATC.L,-0.1117647058823529,0
PAGE.L,-0.1117647058823529,0
SMWH.L,-0.1116264687693259,0
EDLE.L,-0.1111111111111111,0
MSMN.L,-0.1111111111111111,0
TAN.L,-0.1111111111111111,0
SFES.L,-0.1093922651933702,0
BRBY.L,-0.1093666844065992,0
GRIO.L,-0.1092150170648463,0
TOWR.L,-0.1090909090909091,0
BWY.L,-0.1087988316903979,0
ADT.L^D23,-0.1081081081081081,0
DISD.L,-0.1071428571428571,0
SPDI.L,-0.1071428571428571,0
CGS.L,-0.1068249258160237,0
IPF.L,-0.1063829787234043,0
MONY.L,-0.1057416267942583,0
SYMU.L,-0.1052631578947368,0
0IBF.L^D22,-0.104626334519573,0
RNK.L,-0.1044973544973544,0
888.L,-0.1042435424354244,0
IPEL.L,-0.1040339702760085,0
MATD.L,-0.1034482758620689,0
WKP.L,-0.1033810143042912,0
SIGC.L,-0.1023622047244093,0
OMG1.L,-0.1023255813953488,0
FARN.L,-0.1019999999999999,0
SLPL.L,-0.1015625,0
STXS.L,-0.101123595505618,0
MYXM.L,-0.0999999999999999,0
FCS.L,-0.0999999999999999,0
KATK.L,-0.0999999999999999,0
MILM.L,-0.0999999999999998,0
D4T4.L,-0.0994854202401371,0
SVS.L,-0.0990180032733223,0
PTEC.L,-0.0990173847316704,0
ODX.L,-0.098901098901099,0
WINEW.L,-0.0985074626865671,0
TPK.L,-0.0983842010771992,0
GLDP.L,-0.0980392156862745,0
GAMA.L,-0.097986577181208,0
CSSG.L,-0.0977011494252874,0
KNB.L,-0.0972222222222222,0
C1Y.L,-0.0969899665551838,0
NBB.L,-0.0967741935483871,0
CPC.L,-0.0952380952380952,0
0O9P.L^K22,-0.0943027106094742,0
HRGV.L,-0.0940689655172413,0
ALTNA.L,-0.093812375249501,0
IRONI.L,-0.0926829268292681,0
BDRX.L^D23,-0.0925925925925925,0
RUA.L,-0.0925925925925925,0
ARCMA.L,-0.0921052631578946,0
KBT.L,-0.0909090909090909,0
MTL.L,-0.0909090909090909,0
PORV.L,-0.0909090909090909,0
TIRU.L,-0.0909090909090909,0
IDP.L^F22,-0.0898550724637681,0
WINKM.L,-0.0897435897435897,0
LBOW.L,-0.0896159317211948,0
BVC.L,-0.0889679715302491,0
BRMS.L,-0.0887096774193548,0
PRM.L,-0.0886075949367088,0
INSEI.L,-0.088235294117647,0
CLCO.L,-0.0882352941176469,0
DNLM.L,-0.088060965283658,0
ASTO.L,-0.0878378378378378,0
ARC.L,-0.087719298245614,0
BOY.L,-0.0871428571428571,0
MSYS.L,-0.0869565217391304,0
DSM.L,-0.0859106529209622,0
DKE.L,-0.0857142857142856,0
PMIP.L,-0.0853658536585365,0
PEY.L,-0.0852272727272727,0
WSBN.L,-0.0848484848484848,0
ZNWD.L,-0.0841750841750841,0
BDEV.L,-0.0831564048124557,0
GLEG.L,-0.083076923076923,0
RHIM.L,-0.0826446280991735,0
CKT.L,-0.0823529411764706,0
JHD.L,-0.0823529411764706,0
KEYS.L,-0.0814917127071822,0
ATYM.L,-0.0813953488372093,0
JLP.L,-0.08125,0
VSVS.L,-0.0806623931623931,0
CIC.L,-0.0802469135802469,0
RNO.L,-0.08,0
OXF.L^G22,-0.0799999999999999,0
ABF.L,-0.0797887128162357,0
EYE.L,-0.0797546012269938,0
KNOS.L,-0.0796950796950797,0
NXR.L,-0.0794223826714801,0
ZTF.L,-0.0791366906474819,0
W7L.L,-0.0784313725490196,0
0F6I.L^B23,-0.0783044600567874,0
BOTB.L,-0.0778443113772454,0
SLFR.L,-0.0777475751007285,0
0ND5.L^F22,-0.0772198161015835,0
BMV.L,-0.0769230769230768,0
IGVI.L,-0.0765306122448979,0
BAKK.L,-0.0762711864406779,0
VP.L,-0.0755355129650506,0
VLG.L,-0.0754716981132075,0
HMSO.L,-0.0754608294930875,0
FLTRF.L,-0.0750846023688663,0
JOUL.L^L22,-0.0749999999999999,0
PSN.L,-0.0749354005167958,0
WBI.L,-0.074074074074074,0
SAL.L,-0.074074074074074,0
INSP.L,-0.0740740740740739,0
CML.L,-0.073972602739726,0
ESOE.L,-0.07380073800738,0
RBWR.L,-0.0735294117647058,0
SNR.L,-0.0731707317073171,0
HYG.L,-0.0727272727272727,0
BPM.L,-0.071875,0
SN.L,-0.07151051625239,0
TKM8.L,-0.0714285714285714,0
TRBG.L,-0.0710382513661201,0
GUS.L,-0.0709219858156028,0
TW.L,-0.0707964601769911,0
YU.L,-0.0707070707070707,0
AGTAR.L,-0.0706382978723404,0
DFSD.L,-0.0706150341685649,0
MKS.L,-0.0706090026478376,0
VLE.L,-0.0702479338842975,0
AAZ.L,-0.0699999999999999,0
ADME.L,-0.0689655172413792,0
MRON.L,-0.0678410794602699,0
OOUT.L^F22,-0.0677083333333333,0
PGRP.L^I22,-0.0673575129533678,0
VOG.L^L22,-0.0666666666666666,0
CRH.L,-0.066564417177914,0
NICL.L,-0.0662020905923345,0
IHC.L,-0.0660792951541849,0
JDW.L,-0.0658682634730538,0
SBRY.L,-0.0656906906906905,0
CRU.L,-0.0655737704918032,0
FEN.L,-0.065359477124183,0
ECEL.L,-0.0652173913043477,0
XPS.L,-0.0651340996168582,0
COSG.L,-0.0648584905660377,0
LEX.L,-0.0645161290322581,0
SPHN.L,-0.0642857142857142,0
SVME.L,-0.0641711229946524,0
BGCG.L,-0.0632716049382715,0
MRIT.L,-0.063157894736842,0
GMS.L,-0.063063063063063,0
SXS.L,-0.0625925925925926,0
ARKA.L,-0.0625,0
MCB.L,-0.0620842572062084,0
NXT.L,-0.062039312039312,0
ALS.L^H22,-0.0619469026548672,0
PRTC.L,-0.0616438356164383,0
KIE.L,-0.0614709110867178,0
MCLM.L^B23,-0.0604838709677418,0
CASPC.L,-0.0602409638554217,0
ESKN.L,-0.0601769911504426,0
SDRY.L,-0.0600907029478458,0
JAGIJ.L,-0.0599022004889975,0
TBCG.L,-0.0594227504244482,0
CSPC.L^K22,-0.0593103448275861,0
DGN.L,-0.0589473684210526,0
AFRNA.L,-0.0588235294117647,0
QED.L,-0.0588235294117646,0
RCDO.L,-0.0586124401913875,0
BARV.L,-0.0583941605839416,0
AO.L,-0.0581702802749868,0
CRST.L,-0.058001397624039,0
PYSM.L,-0.0578947368421053,0
AQSG.L,-0.0576923076923077,0
CRGT.L,-0.0576323987538941,0
ARDN.L^D22,-0.0571428571428571,0
AXI.L,-0.0569948186528497,0
BMKB.L,-0.0566037735849056,0
TYMN.L,-0.056047197640118,0
SDX.L,-0.0555555555555554,0
I3E.L,-0.0547945205479452,0
PGH.L,-0.0542857142857142,0
SLNG.L,-0.054054054054054,0
NTV.L,-0.0538461538461538,0
TAMT.L,-0.053763440860215,0
0DP4.L^E23,-0.0522875816993463,0
HAYS.L,-0.0522213561964147,0
ONCON.L,-0.0520446096654274,0
ACIC.L,-0.0518867924528302,0
ILND.L,-0.0515463917525773,0
ATS.L,-0.0513888888888889,0
ASPL.L,-0.0512820512820513,0
AUTGA.L,-0.0512820512820513,0
MAFL.L,-0.0512820512820513,0
CAME.L,-0.0511811023622047,0
RDW.L,-0.0510279001468427,0
RM.L,-0.0509554140127388,0
UAVP.L,-0.0508474576271186,0
NTN.L,-0.050251256281407,0
RUR.L,-0.0500000000000002,0
JET2.L,-0.0497907949790794,0
WIZZ.L,-0.0497842681712579,0
PIRI.L,-0.049586776859504,0
GHT.L,-0.0495356037151702,0
NAH.L,-0.049438202247191,0
FCSS.L,-0.0491803278688525,0
TORO.L,-0.0488888888888888,0
GYM.L,-0.048780487804878,0
VANL.L,-0.048780487804878,0
RRR.L,-0.0484210526315789,0
CCP.L,-0.0480769230769231,0
ULVR.L,-0.0480325644504748,0
RKT.L,-0.0476945016637616,0
JZCP.L,-0.0476190476190476,0
BODP.L,-0.0476190476190476,0
CEPS.L,-0.0470588235294118,0
AJG.L,-0.0466321243523316,0
DSG.L,-0.0465116279069767,0
SMRTS.L,-0.0460526315789473,0
0QLE.L^D23,-0.045602605863192,0
GLR.L,-0.0454545454545455,0
RMV.L,-0.0451127819548872,0
REDX.L,-0.0448717948717948,0
TIME.L,-0.0444444444444444,0
TPT.L,-0.0443686006825938,0
ALUG.L,-0.0439024390243902,0
DATA.L,-0.0438931297709924,0
INCH.L,-0.0437235543018336,0
CFYN.L,-0.0434782608695651,0
BAES.L,-0.0434199946395069,0
SFR.L,-0.0433526011560693,0
BIFF.L^A23,-0.0432432432432431,0
BEZG.L,-0.0432197576034759,0
EMPR.L,-0.0432098765432098,0
BBSN.L,-0.0428571428571428,0
ATTR.L,-0.0425531914893616,0
GBGP.L,-0.0418848167539267,0
SMIN.L,-0.041750167000668,0
WG.L,-0.0417283219887539,0
DLGD.L,-0.0414057063326374,0
NTEA_p.L,-0.0413793103448275,0
SGEM.L^I22,-0.0413793103448275,0
BRMD.L,-0.0413793103448275,0
AFM.L,-0.0410958904109589,0
M2Z.L,-0.040920716112532,0
SEPL.L,-0.0405405405405405,0
TFIF.L,-0.0405405405405405,0
ELM.L,-0.0403225806451612,0
NTHV.L,-0.04,0
TAVI.L,-0.04,0
ACRM.L,-0.0396039603960394,0
TNT.L,-0.0394736842105263,0
DLAR.L,-0.0392857142857143,0
EJFI.L,-0.0390625,0
YGEN.L,-0.0388059701492536,0
AUTOA.L,-0.0385658330822535,0
AVO.L,-0.0384615384615384,0
TREE.L^H22,-0.0384615384615384,0
ORNT.L,-0.0384615384615384,0
GFTU_u.L,-0.0380582524271845,0
RFXR.L,-0.036827195467422,0
BSRT.L,-0.0365448504983388,0
0QKJ.L^D23,-0.036505286588759,0
ATRAS.L,-0.0361702127659574,0
EAAS.L,-0.0358744394618834,0
LIO.L,-0.0353982300884956,0
IDEA.L^G22,-0.0353982300884956,0
ZEG.L,-0.0350877192982456,0
PNS.L,-0.0350877192982456,0
CAL.L,-0.0348258706467661,0
CHF.L,-0.0347826086956521,0
SUS.L,-0.0346153846153846,0
LDIT.L,-0.0345572354211662,0
AOF.L,-0.0344827586206898,0
KWG.L,-0.0344827586206896,0
SISS.L,-0.0344827586206896,0
STMG.L,-0.0338983050847457,0
SMV.L,-0.0337837837837837,0
IMI.L,-0.0334519572953736,0
0K0K.L^B23,-0.0334226589251154,0
CVCG.L,-0.0333333333333333,0
GHH.L,-0.0333333333333333,0
MIG.L,-0.0331491712707182,0
FA.L,-0.0327272727272727,0
PTRO.L,-0.0326086956521739,0
VCTX.L,-0.0323951141795008,0
RCN.L,-0.032258064516129,0
IDOX.L,-0.0321592649310872,0
BKIRx.L,-0.0317551963048499,0
FULH.L^G23,-0.03125,0
RBSN.L,-0.03125,0
ANSY.L,-0.0311850311850312,0
TTG.L,-0.0310262529832935,0
STVG.L,-0.0307692307692307,0
HWDN.L,-0.0302955053389619,0
GCC.L,-0.0297560975609756,0
AMNX.L,-0.0294117647058823,0
OOA.L,-0.0292682926829268,0
PZC.L,-0.0289855072463768,0
450.L,-0.0285714285714285,0
PCF.L^L22,-0.0285714285714285,0
CBP.L,-0.0281954887218045,0
MTWL.L,-0.02803738317757,0
TATE.L,-0.0279701651571656,0
STEMS.L,-0.0275449101796406,0
ASHM.L,-0.0274086378737542,0
DOLC.L,-0.027027027027027,0
NIOX.L,-0.0270270270270269,0
MIG5.L,-0.0270270270270269,0
TITN.L,-0.0270270270270269,0
IVPU.L,-0.0268817204301075,0
SCIR.L,-0.0265486725663715,0
0KH6.L^D22,-0.0263409961685824,0
OTMPO.L,-0.0263157894736841,0
VSLV.L,-0.0260869565217392,0
INGI.L,-0.0260416666666666,0
MIX.L,-0.0258064516129031,0
OSEC.L,-0.0258064516129031,0
NWB_pa.L,-0.0255591054313099,0
0NEB.L^G22,-0.0249110320284698,0
WATRI.L,-0.0248587570621469,0
CRPL.L,-0.0248447204968945,0
FEVR.L,-0.0245901639344261,0
IWG.L,-0.0244535012967764,0
CCT.L,-0.024390243902439,0
HTCF.L,-0.0234375,0
PETA.L,-0.0232558139534884,0
70TD.L,-0.023091976516634,0
OMIP.L,-0.0229885057471265,0
PTTD.L,-0.0225563909774435,0
LTGL.L,-0.0223529411764706,0
EWI.L,-0.0223214285714286,0
SGZ.L,-0.0222222222222222,0
WSP.L,-0.0220588235294117,0
SGI.L^I22,-0.0217391304347824,0
TPOGu.L,-0.0215686274509804,0
BAB.L,-0.0214826021180031,0
SYS.L,-0.0204081632653061,0
BOOMA.L,-0.020253164556962,0
CLIG.L,-0.0202020202020202,0
LTHM.L,-0.0201612903225806,0
SYNCS.L,-0.0195599022004889,0
ITRK.L,-0.0195562241444151,0
VOD.L,-0.0195470058951285,0
0KK7.L^L22,-0.0194319880418536,0
MOTR.L,-0.0189328743545611,0
AURT.L,-0.0188284518828452,0
CARDC.L,-0.0187891440501043,0
BTW_pa.L,-0.0186335403726708,0
RIV.L^F22,-0.0185185185185186,0
DBOX.L,-0.0185185185185184,0
GOODG.L,-0.0185185185185184,0
ACCI.L,-0.0182648401826484,0
0RA4.L^G22,-0.0180555555555556,0
LSL.L,-0.0179948586118251,0
PSDL.L,-0.0179028132992327,0
ECRE.L,-0.0178571428571427,0
BYOT.L,-0.0175438596491228,0
GNC.L,-0.017490494296578,0
SPT.L,-0.0174563591022443,0
TSCO.L,-0.0174326465927099,0
MAJE.L,-0.0173697270471464,0
JDG.L,-0.0173410404624277,0
HEMO.L,-0.0172413793103447,0
NBS.L,-0.0168067226890756,0
BVIC.L,-0.0165137614678898,0
IDHC.L,-0.0163934426229508,0
RECIV.L,-0.01628664495114,0
CARRC.L,-0.0162337662337662,0
45CR.L,-0.0161476355247981,0
CLG.L^E22,-0.0157480314960629,0
HAN.L,-0.0148514851485148,0
JEMI.L,-0.014760147601476,0
CRW.L,-0.0145772594752187,0
NCYF.L,-0.0145454545454545,0
CPG.L,-0.0145106514356282,0
ROD.L,-0.0144927536231884,0
KDNC.L,-0.0143884892086331,0
OBC.L,-0.0142857142857142,0
WKOF.L,-0.0141509433962264,0
NBDD.L,-0.0136054421768707,0
RMMC.L,-0.0135746606334841,0
CORAC.L,-0.013157894736842,0
MNL.L,-0.0130151843817787,0
QTX.L,-0.0129870129870129,0
BGUK.L,-0.0129032258064516,0
IMB.L,-0.0124885775205604,0
ROCKR.L,-0.0123456790123457,0
AHT.L,-0.0122077384647216,0
SURS.L^G23,-0.0120481927710843,0
JSGI.L,-0.0118890356671069,0
ADIG.L,-0.0118811881188118,0
AJIT.L,-0.01171875,0
IBT.L,-0.0116731517509727,0
LRE.L,-0.0116331096196867,0
TEM.L,-0.0114358322744601,0
MTVW.L,-0.0110294117647059,0
WHI.L,-0.0109890109890109,0
SDP.L,-0.0109890109890109,0
RKW.L,-0.0104529616724738,0
