firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chpmia,chtx,cinvest,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,19.0,0.1357701071912202,1.382704316363006e-07,0.1135301607093655,0.0724529742260123,0.1429400136710451,1.3842973775599026,1.911,0.0070524504415317,0.0054095465337965,0.0057941516820274,1.0,0.2348891975122275,0.1057407024080591,3.333270381697534e-08,0.0601600635568938,1.064068962141458e-09,0.0153037084572839,3.122096389354178e-07,0.1495969183114253,4.0,0.2536249173434115,0.3191213720333577,0.0233446173826212,0.0566576296142572,0.0125023000068861,0.0205969105831202,0.0671039905151165,0.1405697325403644,0.4982066135417207,-0.1380952380952381,0.1666666666666667,0.3375796178343948,0.25,0.2352941176470588,0.3125,0.3375796178343948,0.2962962962962963,0.3636363636363637,0.3125,0.3291139240506329,0.4000000000000001,0.5328467153284671,0.640625,0.8584070796460179,0.981132075471698,1.0792079207920793,1.121212121212121,1.0792079207920793,1.0,0.909090909090909,1.0,1.1649484536082475,1.1875,1.5925925925925926,1.3863636363636362,1.5301204819277112,1.6923076923076923,2.3870967741935485,2.1818181818181817,2.5000000000000004,2.3870967741935485,2.818181818181818,2.75,3.2,3.0384615384615383,3.375,3.375,3.772727272727273,3.565217391304348,3.375,3.2,3.375,3.375,2.5593220338983054,2.620689655172414,3.11764705882353,3.2,3.565217391304348
BAOH-L,33.0,0.6929792403716676,2.414954598560764e-06,1.9828547610351568,0.0264042257665231,0.3538511614630234,0.5083479246278069,-17.6011,0.0140853082264557,-0.0050338646690457,-0.1745152101968735,1.0,0.0715163842124867,0.8112750986007788,1.601536543607511e-07,0.4175561380144026,4.931025896409299e-08,0.6723449815118936,1.2411383500824174e-06,0.5244722435352427,4.0,0.5703164207761527,0.0790037199397398,0.4321338576031322,-0.0100173214556417,0.0172619892703844,0.0080041275870926,0.0121160273920529,0.2561855462126621,0.9238010087307892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,18.0,-0.1189839572192513,4.096899487334615e-07,0.3363854814821496,0.0880160550458715,0.1243781094527363,1.4563722274745698,40.5,0.0190336046853368,-0.0022727272727272,0.0563917578158363,1.0,0.1093057607090103,0.0194285714285714,8.129497861639314e-08,0.0486140724946602,3.36214449425959e-07,-0.0280748663101604,1.0963339771600588e-06,-0.1592109897851356,5.0,1.1911301081977426,0.0142384871230619,3.9053366486344334,-0.0102617021676246,-49.68565590111643,0.014388489208633,0.0451977401129943,-0.0038377192982456,0.0392138213272262,-0.1464088397790055,0.002770083102493,-0.0216216216216216,-0.0523560209424083,-0.08816120906801,-0.0788804071246819,-0.0621761658031086,-0.0670103092783505,0.0168539325842695,0.124223602484472,0.3021582733812951,0.235494880546075,0.1907894736842106,0.235494880546075,0.1715210355987055,0.3507462686567164,0.2882562277580072,0.3115942028985508,0.1528662420382165,0.0805970149253731,0.0647058823529411,0.2188552188552188,0.2569444444444444,0.2746478873239437,0.2836879432624115,0.214765100671141,0.235494880546075,0.3558052434456928,0.4031007751937985,0.4251968503937009,0.5739130434782611,0.4140625,0.3869731800766285,0.4836065573770491,0.5274261603375527,0.6306306306306306,0.6759259259259258,0.6915887850467288,0.6160714285714284,0.5877192982456143,0.4715447154471546,0.601769911504425,0.5807860262008735,0.4775510204081632,0.3712121212121211,0.4031007751937985,0.3558052434456928,0.3507462686567164,0.3163636363636364
BBOU-L,19.0,0.0020822862066489,1.4171777113073624e-07,0.1163606791520394,0.053400935010206,0.1639344262295081,0.7210974156404112,4.0,-0.0466094051244843,-0.0012251565477811,0.02832427248454,1.0,0.1080246913580246,-0.1177254553531763,4.816691616981216e-08,-0.022953053832084,1.424839143454668e-06,0.0076829180728082,3.491566234353939e-07,0.0584036340038935,4.0,15.333262959732057,-0.0080910349601939,-0.0124306681212218,-0.0026690358588552,0.0069750673787431,0.0349312123817712,0.1227341389728096,0.0304407713498622,0.6971694581029801,-0.0091827364554638,0.0,0.0401146131805156,0.0911823647294589,0.04510556621881,0.0046125461254613,0.0293005671077504,0.0552325581395349,0.0933734939759036,0.087912087912088,0.0868263473053894,0.1157786885245901,0.1157786885245901,0.157279489904357,0.1585106382978722,0.1747572815533982,0.1824104234527686,0.2263513513513513,0.2033149171270718,0.1967032967032969,0.2291196388261851,0.2872340425531914,0.2918149466192172,0.284198113207547,0.3073229291716688,0.3120481927710843,0.3527950310559005,0.3908045977011494,0.3216019417475728,0.371536523929471,0.4069767441860465,0.4366754617414248,0.4637096774193547,0.4938271604938271,0.4656796769851952,0.4836512261580383,0.4796195652173913,0.5646551724137931,0.5921052631578949,0.5897810218978103,0.4877049180327868,0.5252100840336136,0.4404761904761907,0.5424929178470257,0.4442970822281167,0.5125,0.4816326530612247,0.4796195652173913,0.5601719197707735
BBTU-L^C18,18.0,-0.8431044314858079,-3.334166789190063e-07,-0.2737595355196685,0.0350324374420759,0.1100412017962131,-2.094797288853888,29.6,0.1047709249623414,0.001747383523093,0.0340354301877995,1.0,0.174413821472645,-1.241794268523161,1.0387027818293497e-07,-0.8655748131656942,2.37575023548867e-08,0.0104302717021394,7.870314268054642e-07,-0.4790170398535417,3.0,1.0286333619132713,-0.0669798259931088,0.998730512715816,0.0839824732229795,-1.00569811645761,0.0791609622530803,-0.1517338331771321,-0.9160175267770204,0.3390459519545711,-0.2444444444444443,-0.0753424657534246,-0.0537383177570094,0.0201511335012594,-0.0753424657534246,-0.0073529411764706,-0.0073529411764706,0.0124999999999999,0.0,-0.1079295154185022,-0.0311004784688995,-0.002463054187192,-0.0145985401459854,0.0358056265984654,0.0438144329896907,0.0438144329896907,-0.0121951219512195,0.0279187817258883,-0.0357142857142858,0.0331632653061224,0.1005434782608694,0.1065573770491803,0.1126373626373624,0.2053571428571428,0.1842105263157893,0.2735849056603772,0.2857142857142856,0.3822525597269623,0.3869863013698629,0.3917525773195875,0.4781021897810218,0.3590604026845636,0.2816455696202531,0.3636363636363635,0.426056338028169,0.569767441860465,0.5517241379310345,0.4464285714285714,0.5576923076923075,0.5517241379310345,0.4999999999999998,0.5055762081784387,0.6330645161290323,0.7763157894736843,0.7685589519650653,0.7920353982300885,0.7999999999999998,0.8837209302325582,1.066326530612245
BBXK-L,19.0,0.0327223874868054,1.65920743120052e-07,0.1362330934279916,0.0416523741853285,0.2396764252696456,2.138756175499156,196.6,0.0056563851750302,0.0152549958165508,0.1569677126401069,1.0,0.0677710471010013,0.4254306240803254,6.64166588928457e-08,0.0413539158759218,1.8777627244376405e-06,0.1057863928605699,3.760923912548762e-07,-0.0795028605247582,3.0,5.429874993910897,-0.1155631013731362,0.012098849025685,-0.0108462351656053,-0.0052060522221851,0.0365359598587623,0.1193830459072139,0.1013632224886826,0.5843704092961275,-0.0796875000000001,0.0223642172523963,0.0256410256410257,0.0423452768729641,0.0256410256410257,-0.0870185449358059,-0.1420911528150134,-0.0778097982708934,-0.0404797601199399,-0.0711175616835992,-0.1073919107391909,-0.0532544378698224,-0.021406727828746,0.0062893081761006,0.0578512396694215,0.0829103214890016,0.090289608177172,0.1594202898550727,0.0921501706484642,8.275362318840582,8.275362318840582,8.275362318840582,0.2673267326732673,8.411764705882353,8.411764705882353,8.411764705882353,8.411764705882353,8.275362318840582,8.275362318840582,8.275362318840582,0.9047619047619048,8.275362318840582,8.275362318840582,8.142857142857144,0.8658892128279883,8.142857142857144,8.142857142857144,8.142857142857144,8.142857142857144,8.142857142857144,8.142857142857144,8.275362318840582,1.3188405797101457,8.275362318840582,8.142857142857144,8.142857142857144,8.142857142857144,8.142857142857144,8.142857142857144
BCQE-L^A14,19.0,-0.1077199281867145,-1.0286300622154245e-07,-0.0844580687944732,0.1446765155374426,0.0565770862800565,1.8801570052828904,-18.0,0.0257917682318237,-0.002561475409836,-0.0438505335244465,1.0,0.2101910828025477,-0.6965098634294385,3.805931230197071e-08,-0.0863377609108013,1.671109003072465e-07,-0.0152603231597845,1.0944623861972115e-06,-0.2456575682382134,4.0,1.063703137571979,0.0302323495110792,0.007063073011929,-0.0374536365102402,0.0385770385770385,0.0105740181268882,-0.1153846153846153,0.0427350427350427,0.4314580179003733,-0.2560975609756097,0.0649350649350648,-0.032448377581121,-0.1368421052631578,-0.163265306122449,-0.1524547803617572,-0.0060606060606061,0.1232876712328767,0.1884057971014492,0.0933333333333332,0.1927272727272726,0.247148288973384,0.4260869565217391,0.5045871559633026,0.6237623762376237,16.263157894736842,15.4,13.26086956521739,12.666666666666666,12.666666666666666,15.4,13.909090909090908,17.22222222222222,17.22222222222222,22.428571428571423,20.866666666666667,20.866666666666667,24.23076923076923,31.8,26.33333333333333,24.23076923076923,19.5,18.294117647058822,15.4,19.5,16.263157894736842,19.5,26.33333333333333,22.428571428571423,19.5,17.22222222222222,19.5,15.4,16.263157894736842,13.909090909090908,11.615384615384617,17.22222222222222,14.61904761904762,9.25
BCYN-L,18.0,0.0150756247159593,1.716066318123481e-07,0.1409016248657894,0.0197749311500626,0.5719711805424033,0.789839277347906,21.230899999999902,0.0323142161048134,-0.0101353530032362,1.1572970415555115,1.0,0.0661503098279417,0.0697099756612868,7.000933172637216e-08,0.0103403339737399,3.353514617056736e-06,0.0263008139714345,1.4221174851640106e-07,-0.0578030734422786,4.0,29.694110192526992,-0.1262605343205272,0.1006402057196707,-0.0525481801215824,-0.1849736536368633,0.0534723184258156,0.0968649583034022,0.0351755284031996,0.4428778932332671,0.2353608715388107,0.0177870177870178,0.2723072480508228,0.278955007256894,0.1177067478437341,0.1869612068965518,0.4398692810457516,0.5256232686980611,0.6373095503530286,0.6021818181818184,0.6210448859455484,0.6246312684365782,0.4830023561090542,0.7150642273258077,0.6409683426443202,0.6109689213893967,0.5187866253016202,0.5346569139672588,0.4608753315649867,0.4431706518178842,0.6318518518518519,0.5104559478916695,0.6595103578154426,0.8343047460449626,1.0248161764705883,0.9090121317157716,1.2007992007992008,1.3486140724946694,1.5556844547563808,1.6526189042745338,1.7868437697659711,1.5811364967779733,1.4369469026548676,1.5871990604815034,1.874103065883888,1.861038961038961,2.051246537396122,1.9005924950625408,2.1675053918044576,2.124822695035461,2.3429438543247345,2.3505703422053235,2.561843168957155,2.251660516605166,2.001362397820164,2.0941011235955056,1.8554763447828904,2.049134948096886,2.0302613480055025
BCZB-L,19.0,-0.2487644151565074,5.699095532072773e-07,0.4679375221422142,0.0811935451131635,0.1178655618258447,2.3443260857530643,80.5,0.0084695108045847,0.0030102603239209,0.0374054054054054,1.0,0.0696767001114827,0.1191456510550694,4.258924000744197e-08,-0.0275052636294404,7.489027442853541e-06,0.0370283203891111,6.836555849809992e-07,-0.4059439763151901,4.0,4.174775517550563,0.0466329846533362,-0.0618494127121097,0.0435607043286359,0.2704884291332976,0.008406432748538,0.0184675384262445,0.0678662598841915,0.6535073817616089,-0.1948529411764706,-0.0604490500863557,-0.0233393177737881,-0.0422535211267603,-0.0539130434782607,-0.033747779751332,-0.0456140350877192,-0.0162748643761301,0.0421455938697319,0.2224719101123595,0.3300733496332519,0.3772151898734177,0.3807106598984773,0.4429708222811672,0.5195530726256985,0.5542857142857145,0.6238805970149255,0.694704049844237,0.6287425149700601,0.6287425149700601,0.7,0.7777777777777779,0.7269841269841271,0.8823529411764706,14.542857142857144,0.9359430604982208,0.92226148409894,0.9428571428571432,0.9020979020979024,0.9020979020979024,0.9290780141843976,14.542857142857144,0.8954703832752613,0.9020979020979024,1.0148148148148146,1.084291187739464,1.0374531835205991,1.1417322834645671,14.542857142857144,14.542857142857144,1.0298507462686568,1.0073800738007384,0.956834532374101,1.0684410646387836,0.7894736842105263,0.9428571428571432,0.7380191693290736,0.8255033557046982,0.8440677966101695
BCZN-L,18.0,0.1277361240841914,1.8976721071312122e-07,0.1558127914599826,0.0288699643867775,0.2866656079954176,1.627107616605399,39.49880000000002,0.0065184842769124,0.0012160605043421,0.0408036719207389,1.0,0.1570401940627763,0.1346031065059089,5.589372508155145e-08,-0.0148764689644128,7.413796813205952e-07,0.0690817158952943,2.809057029185468e-07,0.1253287642126924,5.0,5.6267625720865695,-0.0155787080790185,0.0125442109853926,0.0009823560643619,0.0633119767407509,0.0288763244197856,0.0910905094013474,0.1627149788581695,0.5418563869326544,0.1230569948186528,-0.2548262548262547,-0.2394088669950739,-0.2612440191387559,-0.1804670912951168,-0.1345291479820628,1.8805970149253728,1.969230769230769,1.969230769230769,1.9353612167300385,1.8698884758364311,1.8805970149253728,1.946564885496183,1.9578544061302685,1.980694980694981,1.891385767790262,1.848708487084871,-0.4208552138034509,-0.4513148542999289,-0.2917431192660551,-0.271010387157696,-0.2858464384828862,-0.2798507462686568,-0.2661596958174904,-0.2619502868068835,-0.2878228782287823,-0.1488423373759647,-0.1507150715071507,-0.0787589498806683,-0.089622641509434,-0.0277078085642318,-0.0421836228287841,-0.0550795593635251,-0.0585365853658536,-0.0885478158205431,-0.0853080568720379,-0.0608272506082726,-0.0165605095541401,0.0091503267973855,0.0225165562913907,0.0184696569920843,0.0404312668463611,0.0489130434782607,0.0903954802259887,0.1172214182344428,0.0560875512995895,0.0104712041884815,0.0265957446808511,0.093484419263456
