firms,absacc,acc,age,agr,cashdebt,chpmia,currat,egr,grltnoa,herf,invest,lgr,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,0.0481325730343349,-0.0481325730343349,16.0,-0.1126112171305359,0.0988162853654652,-0.023658589968598,1.3925693126303016,-0.2276462205512265,-0.1112807230062656,1.8170610423726732e-08,0.0177947408857716,-0.030361642288833,0.0990378722740192,3.0668685523139203,0.1563639333504896,0.1767272043078105,0.0378124690246668,-2.462546187437017,0.986853159909139,0.0713731140752759,0.0,0.0909090909090908,0.0434782608695651,0.0,-0.04,0.0,0.0,-0.1864406779661016,-0.1724137931034483,-0.0588235294117647,-0.04,0.0434782608695651,0.0212765957446807,-0.0769230769230769,0.1707317073170731,0.1428571428571428,0.263157894736842,0.4117647058823528,0.6551724137931034,0.5,0.6551724137931034,0.5483870967741935,0.2307692307692306,0.4117647058823528,0.846153846153846,0.4117647058823528,0.4545454545454543,0.3333333333333332,0.0212765957446807,-0.04,-0.04,-0.0588235294117647,-0.142857142857143,-0.323943661971831,-0.368421052631579,-0.1272727272727274,-0.0943396226415095,-0.3333333333333333,-0.3333333333333333,-0.5294117647058824,-0.5294117647058824,-0.5826086956521739,-0.5339805825242718,-0.6842105263157895,-0.7419354838709677,-0.7073170731707317,-0.7391304347826086,-0.7623762376237624,-0.7473684210526316
BBOU_00-L,0.0481394657773962,-0.0481394657773962,16.0,-0.1300858183614249,0.1569274041026138,-0.7251957508550716,1.0087597053553654,-0.2547436415018167,-0.0924561032786344,6.12234279281018e-05,0.0004321787985429,-0.0753220085868956,18.6065875570167,-0.1915855645226921,0.0700292753118734,-0.0752799502013805,0.2769020438683948,-0.5237068965517241,0.5755524586900259,-0.0581567796610169,0.0574712643678161,0.0175438596491228,0.016058394160584,-0.0491803278688525,-0.0252100840336133,-0.0793650793650793,-0.0141643059490084,-0.0769230769230769,-0.0333333333333333,-0.0530612244897958,-0.0543478260869565,-0.002865329512894,0.0642201834862385,0.0295857988165679,0.0977917981072555,0.0807453416149066,0.0577507598784194,0.0190336749633968,0.0609756097560976,0.0977917981072555,0.0807453416149066,0.031111111111111,0.0593607305936072,-0.0465753424657534,-0.1278195488721805,-0.1122448979591836,-0.0556309362279511,-0.1821386603995299,-0.1906976744186046,-0.230939226519337,-0.2418300653594771,-0.1999999999999999,-0.179245283018868,-0.1133757961783439,-0.0657718120805369,-0.0057142857142856,-0.0057142857142856,0.0131004366812226,-0.0556309362279511,-0.1278195488721805,-0.0925684485006519,-0.04,-0.0279329608938547,-0.0279329608938547,0.0642201834862385,-0.0719999999999999,-0.037344398340249,0.0577507598784194,0.1466227347611202
BBTU_63-L^C18,0.0753488192324044,-0.0753488192324044,15.0,0.0400149809781001,0.1179786665684125,0.0254770962451157,0.8406364110589463,-0.0107679229243413,-0.0330073822131131,6.176863034494563e-05,0.0389505430604562,0.0882930019620667,3.43579584189141,0.0113066284011267,0.0594574036851867,0.0676162918768708,0.7366897530466435,-3.48125,0.825943314206225,0.6299507209344771,-0.0680473372781065,0.0764331210191082,0.0730158730158729,0.0352220520673811,0.0432098765432098,0.1266666666666667,0.2313296903460837,0.2246376811594204,0.2380952380952381,0.2472324723247232,0.2999999999999998,0.4291754756871033,0.5398633257403189,0.4142259414225939,0.4201680672268908,0.5225225225225223,0.5469107551487413,0.8221024258760108,1.03003003003003,0.8469945355191255,0.7422680412371134,0.6774193548387095,0.5540229885057473,0.6018957345971565,0.7789473684210526,0.4444444444444444,0.4792122538293215,0.2706766917293233,0.1418918918918918,0.1045751633986926,0.1247920133111482,0.2495378927911273,0.3333333333333332,0.3280943025540275,0.3601609657947686,0.5794392523364484,0.5225225225225223,0.1655172413793104,0.1323283082077051,0.1399662731871838,0.1575342465753424,0.2611940298507462,0.3601609657947686,0.218018018018018,0.1635111876075732,0.3412698412698411,0.4475374732334047,0.4632034632034632,0.4475374732334047
BCPS_48-L^C06,0.0538839778252993,-0.0538839778252993,15.0,0.0501815135437028,0.0781949707199449,-0.4344694974836882,1.4671602906897026,0.0153945875871009,0.0147377310432137,4.065056630775919e-06,0.0907846970120078,0.0711673949879603,1.6400143378144678,1.4845799285388213,0.1686803050028537,0.1714184670817185,-0.052994350666336,-3.956,1.3847525023995613,-0.1439034415754269,0.0307692307692308,0.0655737704918033,0.1818181818181816,0.1353711790393013,0.2149532710280373,0.2037037037037037,0.1607142857142856,0.1255411255411256,0.1111111111111111,0.1304347826086958,0.0483870967741935,-0.078014184397163,0.0358565737051794,0.0038610038610038,0.1353711790393013,0.1111111111111111,0.092436974789916,0.3,0.5028901734104048,0.6352201257861636,0.5853658536585367,0.5853658536585367,0.4054054054054055,0.4130434782608696,0.5204678362573101,0.1504424778761064,0.2322274881516588,0.0655737704918033,-0.0334572490706319,-0.068100358422939,0.0483870967741935,0.25,0.1504424778761064,0.092436974789916,0.056910569105691,0.25,0.4444444444444444,0.1304347826086958,-0.0076335877862595,0.0,-0.1275167785234898,0.0,0.015625,-0.1245791245791245,-0.1333333333333333,-0.1798107255520504,-0.1719745222929936,-0.0812720848056537,-0.5681063122923588
BCQE_67-L^A14,0.033033033033033,-0.033033033033033,16.0,-0.2252906976744186,-0.0463760434609778,-0.9915990846641513,1.819234194122885,3.5533980582524274,-0.2705432705431982,1.172570282861701e-05,-0.1087693798449612,-0.1342398022249691,0.7309540349669962,-0.1244491711471143,0.1934117343131892,0.2143864090312484,-0.1265341164038877,-0.3689024390243902,1.4844167408726625,-0.2245914707054603,0.3211678832116786,-0.1893491124260353,-0.2554347826086957,-0.3284313725490195,-0.267379679144385,-0.3991228070175437,-0.3911111111111111,-0.4669260700389104,-0.5402684563758389,-0.3568075117370891,-0.4408163265306122,-0.6277173913043479,-0.573208722741433,-0.6674757281553398,-0.5580645161290323,-0.4145299145299145,-0.3657407407407407,-0.1646341463414633,0.170940170940171,-0.2303370786516853,-0.7765089722675367,-0.7775974025974026,-0.8229974160206719,-0.8123287671232877,-0.8028776978417266,-0.8425287356321839,-0.8243589743589743,-0.8696479543292103,-0.8893376413570274,-0.891699604743083,-0.9054520358868186,-0.8824034334763948,-0.8988929889298893,-0.9016511127063892,-0.8864013266998342,-0.8161073825503355,-0.6995614035087718,-0.8659491193737769,-0.8682692307692308,-0.9134554643082754,-0.920209668025626,-0.9207634470792364,-0.9136191677175284,-0.9262250942380184,-0.9359214218896164,-0.925054704595186,-0.931017119838872,-0.92781875658588,-0.920209668025626
BDAJ_H9-L,0.0995056109236443,-0.0995056109236443,9.0,0.1080231596360629,0.1565847636493967,0.1979091826064977,1.388252929953666,-0.2505688282138794,-0.0093123021789724,2.872657757509082e-06,0.0343534601599117,0.4034264931087289,1.4327360798081583,-0.0733606225167467,-0.327538855636287,-0.3183366820050096,0.2577405495858088,-1.870206489675516,1.2925865358408286,0.3149665437662162,0.0126903553299493,-0.005050505050505,-0.0390243902439023,-0.0574162679425837,-0.0837209302325581,-0.1085972850678732,-0.1526881720430108,-0.1085972850678732,-0.1004566210045662,0.0154639175257731,-0.031941031941032,-0.005050505050505,0.0735694822888284,-0.005050505050505,-0.022332506203474,0.132183908045977,0.1225071225071225,0.1726190476190476,0.1903323262839877,0.2085889570552148,0.2012195121951219,0.0648648648648648,0.012853470437018,-0.0506024096385543,0.1622418879056046,0.0735694822888284,0.2274143302180684,0.0706521739130434,-0.0075566750629723,0.0314136125654449,-0.031941031941032,0.132183908045977,0.1257142857142856,0.2351097178683385,0.2547770700636942,0.4867924528301888,0.557312252964427,0.2628205128205128,0.1975683890577506,0.3447098976109213,0.2875816993464051,0.5212355212355213,0.4924242424242424,0.5390625,0.676595744680851,0.6213991769547325,0.557312252964427,0.6416666666666666,0.6837606837606838
BLNT_37-L^D19,0.0135785896561866,-0.0135785896561866,7.0,0.042168209718145,0.0367000066080464,0.0199514230958987,1.0447513582828762,0.2141545992249644,0.0267450367480353,1.4257001178825754e-07,0.0040371153490854,0.0302403693469479,0.7853679544143722,-0.3454812786351472,-0.0201998044690984,-0.0201998044690984,0.1315471152540642,-0.4638481402120762,1.0447513582828762,0.1053835689847067,0.0957943925233644,0.009433962264151,-0.0509977827050996,0.026378896882494,-0.0815450643776823,-0.1507936507936507,-0.1640625,-0.2044609665427509,-0.2818791946308724,-0.1893939393939393,-0.2074074074074073,-0.2451499118165784,-0.2384341637010676,-0.2530541012216405,-0.2411347517730495,-0.2818791946308724,-0.3051948051948051,-0.2491228070175438,-0.2384341637010676,-0.2960526315789473,-0.2890365448504982,-0.3592814371257484,-0.3534743202416918,-0.3696612665684831,-0.2866666666666666,-0.3051948051948051,-0.3029315960912051,-0.3270440251572327,-0.3668639053254438,-0.3573573573573573,-0.2902155887230514,-0.2842809364548495,-0.3141025641025641,-0.3051948051948051,-0.3206349206349206,-0.280672268907563,-0.122950819672131,-0.1008403361344536,-0.1422845691382765,-0.1193415637860082,-0.0970464135021097,-0.16078431372549,-0.11018711018711,-0.0695652173913041,0.0046948356807512,-0.1157024793388429,-0.0715835140997831,0.1567567567567567,0.1322751322751323
BPVK_29-L,0.0500351223265826,-0.0500351223265826,8.0,-0.0175290242870172,0.3964131549512891,-0.0103025978341661,1.680701742793256,0.0607044363945084,-0.0585209781501425,8.584063293739307e-05,0.037430448052047,-0.1037136337942827,30.872309577332388,-0.1858675888174939,0.1386248496484348,0.1099076008806018,-0.0640711058855196,-0.3919630738855483,1.2879791940398737,-0.04995336089642,-0.0205240174672488,-0.1037181996086106,-0.0713706407137064,-0.0664492458214431,-0.0973590855340954,-0.1315889268107699,-0.1012558869701727,-0.1185527328714396,-0.129608513873052,-0.1455223880597015,-0.1397445529676935,-0.1726878612716763,-0.1113698098564222,-0.0847322142286171,-0.0576131687242799,-0.0337552742616034,-0.0894632206759443,-0.0691056910569106,0.0333935018050541,0.0972688068998561,0.0962182862613689,0.0315315315315314,-0.0576131687242799,0.0137228862328462,0.145,0.2129237288135592,0.0195903829029384,-0.1455223880597015,-0.2381902860944776,-0.2825814536340852,-0.34327502150846,-0.3682758620689655,-0.312518763134194,-0.2608134280180763,-0.2543145555193749,-0.2801005972964476,-0.2648475120385233,-0.3073200241984272,-0.3419540229885057,-0.3018292682926828,-0.3224852071005917,-0.2942989214175656,-0.3121057374586963,-0.2841512972804001,-0.2399601725854629,-0.3214814814814815,-0.3381502890173411,-0.279874213836478,-0.3313868613138686
BUBP_92-L^K18,0.2551950419248997,-0.2551950419248997,8.0,0.1675227182931647,0.2465660120331479,-0.1384076128723667,1.3128205128205128,-1.8514664143803217,-0.1590411957710362,1.0352108041235287e-05,0.0669695772421967,0.0673550809669091,8.230939872563486,0.454367893156256,0.2130065330297485,0.4287794809953388,0.2285735767705964,-1.7391304347826086,0.9923076923076924,0.1475204017576899,0.0557851239669422,-0.002061855670103,-0.1986754966887417,-0.2168284789644012,-0.1933333333333333,-0.2732732732732733,-0.2786885245901639,-0.3333333333333333,-0.3580901856763926,-0.3115220483641536,-0.2818991097922849,-0.2710843373493976,-0.2117263843648208,-0.2797619047619047,-0.3125,-0.2610687022900763,-0.2776119402985075,-0.2449297971918876,-0.2353870458135861,-0.2484472049689441,-0.2052545155993431,-0.2425665101721439,-0.2472783825816484,-0.1582608695652174,-0.0727969348659003,-0.1933333333333333,-0.1279279279279279,-0.2553846153846154,-0.3414965986394558,-0.3738680465717983,-0.4182692307692308,-0.3259052924791086,-0.2461059190031153,-0.3597883597883597,-0.4423963133640552,-0.3520749665327979,-0.1906354515050168,-0.3664921465968586,-0.4002478314745973,-0.3105413105413105,-0.3240223463687151,-0.4524886877828055,-0.41047503045067,-0.4823529411764705,-0.5831180017226529,-0.568242640499554,-0.5268817204301075,-0.5346153846153847,-0.5300970873786408
BWQW_65-L^I10,0.0708489043185989,-0.0708489043185989,2.0,-0.059764887592243,0.2341518275538894,0.0079954267262861,2.336651403543699,0.2873417721518987,0.0098180129580078,7.686839610178761e-06,0.0140295177621417,0.1283810739647332,1.6281686404344031,0.4439688440217724,-0.1617194686642848,-0.1919943415567891,0.5127318180461019,-0.9324796274738066,1.5922755325502689,0.502193400724776,-0.0522388059701492,0.0268199233716475,0.0634920634920634,-0.0147058823529412,0.0268199233716475,-0.0074074074074074,0.0113207547169811,0.0,0.0229007633587785,0.0,-0.021897810218978,-0.0394265232974909,0.072,0.0037453183520599,0.0634920634920634,0.185840707964602,0.1074380165289257,0.2761904761904763,0.5141242937853108,0.3958333333333335,0.3958333333333335,0.4105263157894738,0.2293577981651375,0.3535353535353536,0.185840707964602,0.102880658436214,0.2072072072072071,0.072,0.0229007633587785,0.0151515151515151,0.0347490347490349,0.098360655737705,0.3333333333333335,0.2641509433962263,0.3604060913705584,0.5857988165680474,0.7866666666666668,0.4565217391304348,0.3137254901960784,0.4565217391304348,0.3886010362694301,0.7070063694267517,0.7986577181208054,0.5672514619883042,0.5402298850574714,0.8231292517006805,0.7866666666666668,0.6441717791411046,0.5672514619883042
