firms,age,agr,bm,bm_ia,cashdebt,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ-L^J02,11.0,-0.1213491985445963,1.1128052279220618e-06,0.0332180626900006,0.0375211167422423,-0.0229768556119165,1.0,-0.0377122877122876,-1.9206215327489521e-07,-0.1292922948073685,2.0557989415630546e-07,1.4677591923955146e-06,-0.175669099756691,2.0,0.3727969421711473,0.2415120103933437,-0.4902448695045968,-0.0283804627249357,-0.2591093117408907,-0.0198412698412697,-0.1333333333333333,-0.1050724637681158,0.0122950819672131,0.4360465116279071,0.4277456647398845,0.6802721088435375,2.0875,1.6559139784946235,4.145833333333334,4.613636363636364,4.613636363636364,5.02439024390244,4.744186046511628,4.040816326530613,5.175,3.843137254901961,3.5740740740740744,3.660377358490567,1.7752808988764048,1.7752808988764048,0.6038961038961039,0.4360465116279071,0.0739130434782611,0.0334728033472804,0.1650943396226416,0.0206611570247934,-0.1178571428571427,0.1761904761904762,0.1176470588235294,0.4702380952380953,0.3954802259887007,-0.142361111111111,-0.0313725490196077,0.0378151260504202,-0.2232704402515722,-0.3176795580110497,-0.4048192771084337,-0.4676724137931033,-0.4832635983263598,-0.4676724137931033,-0.5040160642570282,-0.4360730593607305,0.8161764705882353,0.6689189189189191,0.9296875000000002,0.8712121212121213,0.991935483870968
BALZ-L^I10,13.0,0.3810514346866431,6.802016863303188e-07,0.0203045256181589,0.2638355745871871,-0.0222856355343264,1.0,0.3857652798777919,1.5619213759965726e-07,-0.0075844614049231,2.116242026352919e-09,8.996312108831045e-07,0.3775085816043206,4.0,0.1407218161841475,0.128902244914345,-0.1120005865381156,0.2654303062302005,-0.2638888888888888,0.0,-0.2941176470588236,-0.2941176470588236,-0.3739130434782608,-0.3009708737864078,-0.5263157894736843,-0.6129032258064516,-0.5609756097560976,-0.6086956521739131,-0.6435643564356436,-0.6210526315789473,-0.6435643564356436,-0.6170212765957447,-0.6230366492146597,-0.55,-0.4418604651162791,-0.4330708661417323,-0.5324675324675325,-0.3571428571428572,-0.2653061224489795,-0.2653061224489795,-0.1111111111111111,-0.1,-0.1529411764705882,-0.0769230769230769,-0.0886075949367088,-0.027027027027027,0.0909090909090908,0.0588235294117645,0.2413793103448276,0.2203389830508475,0.1999999999999999,0.4399999999999999,0.5652173913043477,0.7142857142857142,0.5652173913043477,0.5,0.5,0.4117647058823528,0.7142857142857142,0.6744186046511627,0.846153846153846,0.7142857142857142,0.846153846153846,0.7999999999999998,0.7999999999999998,1.0,1.0
BAOH-L,20.0,-0.1742644710198214,5.986751535653635e-07,0.017870898053934,-0.0524838024433443,0.1121380278785089,1.0,-0.2201806628252014,-7.666619830912745e-08,-0.2388505371297575,2.6488524047667898e-08,4.378461841363074e-07,-0.126163669894225,3.0,1.1224285597665966,-0.2061103672253601,-0.0145463716077,-0.0145463716077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692,-0.1958041958041958,0.0454545454545451,0.1979166666666665,0.0313901345291478,-0.0725806451612903,-0.0873015873015873,-0.0612244897959185,0.0,-0.1605839416058395,-0.0212765957446809,-0.2698412698412699,-0.352112676056338,-0.2721518987341773,0.0648148148148146,-0.1958041958041958,-0.2789968652037617,-0.4056847545219638,-0.4306930693069307,-0.3994778067885118,-0.4191919191919192,-0.4320987654320988,-0.4278606965174129,-0.42643391521197,-0.4700460829493088,-0.4808126410835214,-0.4877505567928731
BBIO-L^E18,12.0,0.1583160391343018,7.821726899869012e-07,0.0233484358254749,0.2313078834425118,0.0102544849382504,1.0,0.0760709010339734,1.7125126156885486e-07,0.0373626373626272,9.790080481735078e-07,1.305052717472997e-06,0.2179358717434869,4.0,2.0056234243460698,-0.0301251307496586,0.1121898597626753,0.1121898597626753,-0.1513157894736841,-0.5675675675675675,-0.5619596541786744,-0.6031331592689295,-0.5989445910290238,-0.5789473684210527,-0.6218905472636815,-0.6341756919374248,-0.57001414427157,-0.5978835978835979,-0.6223602484472051,-0.540785498489426,-0.6576576576576576,-0.6415094339622642,-0.6485549132947976,-0.6713513513513514,-0.6576576576576576,-0.613722998729352,-0.6260762607626076,-0.6031331592689295,-0.6882051282051282,-0.6932391523713421,-0.691683569979716,-0.6878850102669405,-0.6932391523713421,-0.7185185185185186,-0.725135623869801,-0.6987115956392468,-0.7137476459510357,-0.6769394261424018,-0.6376638855780692,-0.6031331592689295,-0.6190476190476191,-0.5301391035548686,-0.5777777777777777,-0.4758620689655172,-0.5462686567164179,-0.5962815405046481,-0.6246913580246913,-0.6673960612691466,-0.8250863060989644,-0.8094043887147335,-0.7930565010211028,-0.7528455284552846,-0.756214915797915,-0.7645236250968241,-0.7724550898203593,-0.7814521926671459,-0.7483443708609272
BBOU-L,13.0,0.0927119484382746,2.184946005446241e-07,0.0065222261328433,0.1508153371529308,-0.0071584427313309,1.0,0.101040118870728,5.1643412428708144e-08,0.0055081734186211,9.462213634954318e-06,4.987001302964728e-07,0.0910515159893097,4.0,25.560422523022417,0.0366396835280758,0.0801179443976411,0.0801179443976411,0.0189228529839884,-0.067842605156038,-0.1390977443609022,-0.1043024771838331,-0.0524137931034482,-0.0405027932960894,-0.0405027932960894,0.0504587155963303,-0.0839999999999999,-0.0497925311203319,0.0440729483282675,0.1317957166392092,0.1906412478336223,0.1804123711340206,0.1411960132890366,0.1947826086956521,0.3211538461538461,0.3603960396039605,0.4372384937238494,0.5266666666666666,0.3795180722891564,0.215929203539823,0.1336633663366337,0.1374172185430464,0.0818897637795277,0.0991999999999999,0.0043859649122808,0.0223214285714286,-0.0431754874651809,0.0162721893491124,-0.0043478260869566,-0.0227596017069701,0.0043859649122808,0.0835962145110411,0.0177777777777778,0.2745825602968461,0.0818897637795277,-0.0351123595505618,0.341796875,0.341796875,0.3822937625754528,0.3313953488372092,0.3288201160541586,0.3470588235294118,0.2267857142857143,0.2582417582417582,0.2536496350364963,0.1683673469387756,0.2536496350364963
BBTK-L^C11,11.0,0.1364296081277213,0.0005358543482825,15.995650350418792,0.1818181818181818,-0.583419116090364,1.0,0.8411764705882353,6.334380474905625e-05,0.1253396739130146,2.031055723618668e-08,0.0007121898047461,-0.108730583824317,3.0,0.002515649081164,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.0499999999999998,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.6000000000000001,1.0,0.4814814814814814,0.8181818181818183,0.25,1.5,1.5,0.8181818181818183,0.0,0.0,0.0,0.1111111111111111,0.1764705882352941,0.3793103448275863,0.3793103448275863,0.4285714285714286,0.3793103448275863,0.5384615384615385,0.8181818181818183,0.8181818181818183,0.7391304347826086,0.7391304347826086,0.5384615384615385,0.4285714285714286,0.2903225806451615,0.1764705882352941,0.0256410256410257,0.0256410256410257,0.0256410256410257,0.0526315789473683,0.0256410256410257,-0.8518518518518519,0.0,0.0,-0.1304347826086956,-0.0476190476190475
BBTU-L^C18,12.0,0.0199125578979264,8.613134576637823e-07,0.0257108465295784,0.1282051282051282,-0.0068633212451584,1.0,0.0372614107883818,4.7892859674880286e-08,-0.0017573185890016,8.988204012051075e-07,7.61083005293835e-07,0.001359989120087,4.0,3.12490285272069,-0.103440790187778,-0.1309824525176302,-0.0809182676652555,-0.2333333333333332,-0.02834008097166,-0.024390243902439,-0.0082644628099173,0.0810810810810809,0.1650485436893203,0.0434782608695651,-0.004149377593361,0.1483253588516746,0.2371134020618557,0.25,0.2371134020618557,0.1059907834101383,0.0859728506787329,0.0762331838565022,-0.04,-0.1111111111111111,-0.1459074733096086,-0.0769230769230769,0.411764705882353,0.2121212121212121,0.1538461538461537,0.2435233160621761,0.1428571428571428,-0.0082644628099173,-0.02834008097166,-0.0476190476190476,-0.1208791208791209,-0.2079207920792078,-0.1489361702127659,-0.1578947368421053,0.0909090909090908,-0.0082644628099173,0.0256410256410257,0.0619469026548673,0.1538461538461537,0.0169491525423728,-0.1240875912408759,-0.2452830188679245,-0.281437125748503,-0.2941176470588235,-0.2899408284023669,-0.2207792207792208,-0.1724137931034483,-0.0909090909090909,-0.1272727272727273,-0.0977443609022556,-0.1304347826086955,-0.0874524714828897
BBXK-L,13.0,-0.0401846422556297,6.336436487638534e-07,0.018914733611615,0.0904980330063172,0.0167766595741506,1.0,-0.0529835076345994,1.7732310315430522e-10,-0.0790379975682138,3.754129962604591e-06,4.136265984654732e-07,-0.0198144616478649,3.0,7.893516464674527,-0.0106127190270069,0.9853822219510708,-0.0146177780489293,-0.0625000000000001,0.0967741935483872,0.0461538461538462,0.0923694779116466,0.0303030303030302,0.0074074074074073,0.1574468085106384,0.2142857142857142,0.4623655913978495,0.3877551020408165,0.4020618556701032,0.3532338308457714,0.2890995260663509,0.2363636363636363,0.1380753138075314,0.0421455938697319,0.1574468085106384,0.0421455938697319,0.0461538461538462,-0.0388692579505299,-0.0779661016949152,0.1056910569105691,-0.0388692579505299,-0.1365079365079364,-0.3267326732673267,-0.287958115183246,-0.2568306010928961,-0.3025641025641025,-0.3584905660377359,-0.3300492610837438,-0.3381995133819951,-0.2444444444444444,-0.3398058252427184,-0.344578313253012,-0.3942093541202672,-0.3942093541202672,-0.4972273567467652,-0.4718446601941747,-0.5063520871143374,-0.5045537340619308,-0.5277777777777777,-0.5389830508474576,-0.5261324041811847,-0.5269565217391303,-0.5459098497495827,-0.5682539682539682,-0.5540983606557377,-0.5815384615384616,-0.5466666666666666
BCPS-L^C06,12.0,-0.3951003839133992,5.546642917791154e-06,0.1655714113657442,0.1093293277037999,0.025757784810908,1.0,-0.521809612440335,2.374794695168289e-07,-0.5170929696766813,8.95502507658476e-07,7.349327981850718e-06,-0.2504439235741175,3.0,0.309208051654222,0.0705115391440066,-0.3986929112079849,-0.3572662386337712,-0.0578167855183764,0.0350897115602999,65.05072463768117,0.0869305986167423,0.0731104308923946,71.92,-0.0305254201233778,-0.0308346624136096,27.75394321766562,-0.0330964251617692,60.587837837837846,0.0363843092666287,0.0081849352947682,-0.0044779379641765,-0.0085925603654556,67.0223880597015,76.90598290598291,0.0087428065515715,70.2109375,58.18831168831169,50.789772727272734,56.68987341772152,57.80645161290323,55.96875,51.385057471264375,51.687861271676304,52.617647058823536,54.24242424242425,9.082964601769913,9.172991071428571,66.0220588235294,71.34126984126985,11.838028169014086,67.53383458646617,75.59663865546219,76.24576271186442,70.2109375,53.25595238095239,58.575163398692816,57.05732484076433,55.26543209876543,57.05732484076433,64.10714285714286,12.021428571428572,0.2153333333333333,74.3305785123967,78.9561403508772,74.95833333333334,12.916030534351146
BCQE-L^A14,13.0,0.1092367256637168,6.045683382065205e-07,0.0180468139931673,0.0683085501858736,-0.019372701897791,1.0,-0.1943359375,5.7159188339525576e-08,0.043398452864819,3.558979612349625e-06,5.082770901576275e-06,0.1606425702811245,5.0,1.4692680651811776,-0.2761242656915086,-0.0690786326579754,-0.1296214301527562,-0.5568181818181819,-0.0112359550561798,-0.3529411764705883,-0.4013605442176871,-0.4054054054054054,-0.3529411764705883,-0.4465408805031446,-0.5191256830601093,-0.4358974358974359,-0.4823529411764705,-0.4567901234567901,-0.4013605442176871,-0.6641221374045801,-0.6422764227642277,-0.648,-0.6271186440677966,-0.7142857142857143,-0.6666666666666667,-0.6868327402135231,-0.6933797909407666,-0.738872403560831,-0.7046979865771812,-0.7046979865771812,-0.6868327402135231,-0.7373134328358208,-0.7333333333333334,-0.7105263157894737,-0.6912280701754385,-0.722397476340694,-0.6834532374100719,-0.6628352490421456,-0.6173913043478261,-0.628691983122363,-0.5809523809523809,-0.6521739130434783,-0.5268817204301075,-0.5809523809523809,-0.9192660550458716,-0.9269709543568464,-0.9414504324683964,-0.9356254572055596,-0.9318357862122386,-0.93125,-0.9185185185185184,-0.9263598326359832,-0.9217777777777778,-0.9256128486897718,-0.932046332046332,-0.9194139194139194
