firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,15.0,-0.0453556049779965,5.355389181872721e-07,0.0537448058310987,0.0690934923185192,0.0782982849524271,1.0962270178845266,0.6858402080278673,1.0,-0.0103374292958844,1.6936026550720863e-08,1.0359069660042471e-09,7.765484810627031e-07,-0.0656279001611878,5.0,0.1110700506584102,-0.0119100378814222,0.2032410433224542,-0.0361363743620513,0.0869565217391303,-0.0212765957446807,-0.1153846153846154,0.1219512195121952,0.0952380952380953,0.2105263157894736,0.3529411764705881,0.5862068965517244,0.4375,0.5862068965517244,0.4838709677419355,0.1794871794871795,0.3529411764705881,0.7692307692307692,0.3529411764705881,0.393939393939394,0.2777777777777779,-0.0212765957446807,-0.0799999999999999,-0.0799999999999999,-0.0980392156862745,-0.1785714285714286,-0.352112676056338,-0.3947368421052631,-0.1636363636363637,-0.1320754716981131,-0.361111111111111,-0.361111111111111,-0.5490196078431373,-0.5490196078431373,-0.6,-0.5533980582524272,-0.6973684210526316,-0.7526881720430108,-0.7195121951219512,-0.75,-0.7722772277227723,-0.7578947368421052,-0.7722772277227723,-0.7553191489361701,-0.7591623036649214,-0.7125,-0.6434108527131783,-0.6377952755905512,-0.7012987012987013,-0.5892857142857143,-0.5306122448979591,-0.5306122448979591,-0.4320987654320988
BAOH-L,22.0,0.1959692863476836,8.740930994063105e-07,0.0877209149708664,0.0792165345925573,0.6080551500126475,1.06269426971143,-0.1565946713869875,1.0,0.2905643296226703,2.285154917638788e-07,6.36598418524377e-08,5.613603508749464e-07,0.0560487972747959,3.0,0.9400704700229268,0.3694991004798192,-0.0995035045318643,0.405811102904874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692
BBIO-L^E18,14.0,-0.0301596688350088,4.84081495155664e-07,0.0485807194958543,0.0536836093660765,0.1373815676141257,1.2152260533219656,0.0960986966027478,1.0,-0.083011583011583,5.0955946858490946e-08,5.535948903637808e-07,1.1821779671169898e-06,-0.0017211703958691,4.0,1.7696986341270904,-0.0071835884460138,-0.037004662004662,-0.037004662004662,-0.0254545454545453,0.1270491803278688,0.0338345864661653,0.185344827586207,0.2731481481481481,0.3033175355450237,0.375,0.71875,0.6081871345029239,0.4175257731958763,0.3681592039800996,0.160337552742616,0.2790697674418605,0.1506276150627614,0.014760147601476,0.0826771653543307,-0.121405750798722,-0.1766467065868263,-0.1615853658536584,-0.2028985507246377,-0.0740740740740741,0.0036496350364962,0.0377358490566037,-0.0384615384615384,0.0036496350364962,0.0658914728682169,-0.0953947368421053,-0.608819345661451,-0.6037463976945245,-0.6409921671018277,-0.6372031662269129,-0.6191135734072022,-0.657960199004975,-0.6690734055354994,-0.611032531824611,-0.6362433862433863,-0.6583850931677019,-0.5845921450151057,-0.6903153153153154,-0.6757075471698113,-0.6820809248554913,-0.7027027027027026,-0.6903153153153154,-0.650571791613723,-0.6617466174661747,-0.6409921671018277,-0.717948717948718,-0.7225025227043391,-0.7210953346855984
BBOU-L,15.0,-0.1241550857081057,2.186632037083041e-07,0.0219442715115603,0.073532135580663,0.0310803055052757,0.5406466473720335,-0.6480731528738234,1.0,-0.1744709215130811,3.3545424872489123e-09,4.516407645493976e-06,4.729022132682217e-07,-0.1024545530702856,4.0,20.430287922470097,-0.1101601156594988,-0.1632689239496543,-0.1632689239496543,0.0544412607449855,0.0672782874617736,0.0325443786982249,0.1009463722397476,0.0838509316770186,0.0607902735562311,0.0219619326500732,0.0640243902439026,0.1009463722397476,0.0838509316770186,0.0340740740740741,0.0624048706240487,-0.043835616438356,-0.12531328320802,-0.1096938775510203,-0.0529172320217096,-0.1797884841363101,-0.1883720930232557,-0.2287292817679558,-0.2396514161220042,-0.1977011494252872,-0.1768867924528302,-0.1108280254777068,-0.0630872483221476,-0.0028571428571427,-0.0028571428571427,0.0160116448326055,-0.0529172320217096,-0.12531328320802,-0.089960886571056,-0.0372413793103447,-0.0251396648044692,-0.0251396648044692,0.0672782874617736,-0.0693333333333332,-0.0345781466113416,0.0607902735562311,0.1499176276771006,0.2097053726169846,0.1993127147766322,0.1594684385382061,0.213913043478261,0.3423076923076924,0.3821782178217823,0.4602510460251046,0.5511111111111111,0.4016064257028111,0.2353982300884955,0.1518151815181518
BBTK-L^C11,11.0,0.1364296081277213,0.0005626470656966,56.46528435255836,0.1020806241872561,0.1818181818181818,0.2703439276149233,5.232181832778321,1.0,0.8411764705882353,6.651099498650905e-05,1.788224477527013e-08,0.0007477992949834,-0.108730583824317,3.0,0.002006607643896,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.0,-0.111111111111111,0.142857142857143,0.142857142857143,0.0,0.0,0.0,-0.1999999999999999,-0.2727272727272727,-0.1999999999999999,-0.0476190476190475,0.0810810810810811,0.0810810810810811,0.0,0.5384615384615385,0.5384615384615385,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,0.0,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.6000000000000001,1.0,0.4814814814814814,0.8181818181818183,0.25,1.5,1.5,0.8181818181818183,0.0,0.0
BBTU-L^C18,14.0,0.0019354966128809,7.284253154055092e-07,0.0731022075322562,0.0606577296958294,0.1224645846748229,1.5274974217869823,-0.0796490154206316,1.0,-0.0811946738079296,2.8691164307556185e-08,1.5214291965071023e-06,7.664639607875724e-07,0.0966122431759692,4.0,3.058150535041226,0.4542754470554941,0.5633331123156909,0.3164976692777163,0.096938775510204,0.0769230769230768,-0.01010101010101,-0.01010101010101,0.0652173913043476,0.0828729281767954,0.2727272727272727,0.4202898550724638,0.2894736842105263,0.2173913043478259,0.1736526946107783,0.0888888888888888,0.1199999999999998,0.240506329113924,0.0103092783505154,0.0315789473684211,-0.1090909090909091,-0.2032520325203252,-0.2283464566929134,-0.21285140562249,-0.1250000000000001,-0.0666666666666667,-0.0710900473933648,-0.0485436893203884,0.101123595505618,0.0652173913043476,-0.1833333333333333,-0.2064777327935223,-0.2032520325203252,-0.1900826446280992,-0.1171171171171172,-0.0485436893203884,-0.1478260869565216,-0.1867219917012449,-0.062200956937799,0.0103092783505154,0.0208333333333332,0.0103092783505154,-0.0967741935483871,-0.1131221719457014,-0.1210762331838565,-0.2159999999999999,-0.2740740740740741,-0.302491103202847,-0.2461538461538461,0.1529411764705881,-0.01010101010101,-0.0576923076923077,0.0155440414507772
BBXK-L,15.0,-0.0606907483106698,1.10109935866931e-05,1.1050246624977391,0.1168570941336971,0.1827750951687488,1.4257547910930697,0.194897665163535,1.0,-0.0139226949664103,1.7413054299651244e-06,3.3065174462963057e-06,1.3471289645805116e-05,-0.0957454571991533,3.0,0.2488356664837679,-0.1193580391801135,0.9928460800944022,-0.0071539199055977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971,-0.7318007662835249,-0.7021276595744681,-0.7318007662835249,-0.7307692307692308,-0.7526501766784452,-0.7627118644067796,-0.7154471544715447,-0.7526501766784452
BCPS-L^C06,14.0,-0.0591419037860276,5.034496622130965e-06,0.5052444075019275,0.017149984409105,-0.0251341558501123,0.9344666592232512,-0.5525338116043436,1.0,-0.2115249472944483,-7.330246661780379e-07,3.629558673663145e-07,9.147919401062146e-06,0.0588290840415485,3.0,0.221066879014132,0.0060827359016667,-0.3227922330995885,0.0808158319870759,24.996453900709223,-0.9620865824146276,0.7848101265822782,-0.9621781115879828,-0.9631276150627616,-0.9662073097663272,-0.964890438247012,0.6114285714285714,0.7735849056603772,-0.9639293937068304,-0.9629775502166208,-0.9658925979680696,-0.9665876777251184,-0.9673232908458864,-0.967492795389049,-0.9656223332926978,-0.9652195362604836,-0.9634904194717764,-0.9636925453843184,-0.9637392310659636,-0.9659625829812916,0.2477876106194689,0.1848739495798319,-0.9670560747663552,0.6785714285714286,-0.9671634839310664,-0.9690619857377948,-0.9679763797410856,1.0434782608695654,-0.966372525637968,-0.96680009418413,1.2559999999999998,-0.9700063816209316,-0.9700159489633172,-0.1104100946372239,-0.9700859234114776,0.9054054054054052,-0.9679363274587834,-0.96880876009291,-0.9692005242463958,-0.96932782249293,1.104477611940298,1.41025641025641,-0.9687915006640108,1.203125,0.831168831168831,0.6022727272727271,0.7848101265822782,0.8193548387096772
BCQE-L^A14,15.0,-0.3612873278663159,-1.4017610473740796e-07,-0.0140675817861612,0.1242954612874518,-0.2294919944653093,1.0868464509064508,-0.7795767755603463,1.0,-1.7152777777777777,-1.962465466323712e-06,1.2761756659995267e-06,5.5049742103185946e-06,-0.3339370986332949,3.0,0.6626091502314436,0.1262894852642191,-0.0041225284052262,-0.2802639127940333,-0.34375,0.1428571428571428,-0.0857142857142856,0.2307692307692308,0.5999999999999999,0.7777777777777779,1.2857142857142856,2.2,1.1333333333333333,-0.3846153846153846,-0.3962264150943396,-0.5151515151515151,-0.4838709677419355,-0.4666666666666667,-0.5675675675675675,-0.5223880597014925,-0.6444444444444444,-0.6981132075471699,-0.7037037037037037,-0.7419354838709677,-0.6799999999999999,-0.7241379310344827,-0.7310924369747899,-0.6893203883495146,-0.5,-0.1794871794871795,-0.6363636363636364,-0.6404494382022472,-0.7647058823529411,-0.782312925170068,-0.7837837837837838,-0.7647058823529411,-0.7987421383647799,-0.825136612021858,-0.7948717948717949,-0.8117647058823529,-0.8024691358024691,-0.782312925170068,-0.8778625954198473,-0.8699186991869918,-0.872,-0.864406779661017,-0.8961038961038961,-0.8787878787878788,-0.8861209964412812,-0.8885017421602788,-0.9050445103857568,-0.8926174496644296,-0.8926174496644296
BCYN-L,14.0,-0.0676135523006361,3.020906364352285e-07,0.0303167557897761,0.0278886281268944,0.1383680331048752,0.5070397614293328,-0.2660704783818397,1.0,-0.058442871587462,2.8158792141943545e-08,1.6058746506119984e-06,4.842144372242504e-07,-0.0674746969886292,4.0,13.898562974603704,0.0764439528641032,-0.0058283292122924,-0.0058283292122924,-0.0061898211829436,0.1271317829457363,0.0415472779369625,0.1236476043276662,0.2810572687224668,0.1869387755102041,0.2259696458684654,0.1918032786885246,0.1201848998459167,0.2416737830913746,0.1725806451612901,0.0981873111782476,0.2687609075043629,0.4007707129094411,0.2810572687224668,0.404830917874396,0.1957236842105263,0.1167434715821811,-0.7112787926926132,-0.7328679037295609,-0.7453590192644484,-0.7430187345351714,-0.7227307398932112,-0.7237317119513585,-0.6754464285714286,-0.6537270778756847,-0.7003915104059345,-0.6919491525423729,-0.7191423604404095,-0.7338945827232797,-0.7442392260334213,-0.6927303465765005,-0.7149578514016859,-0.6995246951849556,-0.6876476906552095,-0.6498916445942693,-0.6678848789401554,-0.6323640960809103,-0.6862321968062151,-0.6617031177291763,-0.663347997221579,-0.6345815531540588,-0.6395637084779375,-0.6598830409356725,-0.628228074661212,-0.6776053215077605,-0.7548474119035576,-0.7103585657370518,-0.6523194643711143
