firms,absacc,acc,age,agr,bm,bm_ia,chpmia,convind,currat,egr,ep,herf,invest,mve_ia,pchcapx_ia,pchcurrat,pchquick,pchsale_pchrect,pchsale_pchxsga,pctacc,ps,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BABJ-L^I00,0.1507274028142141,0.1507274028142141,3.0,0.0429989646141664,4.587394400806488e-07,0.381832812870706,0.019676056605292,1.0,1.301546778795615,-0.1009240804493567,7.275855287051e-08,1.9454937412730117e-06,0.0239965893172543,2.695699589580601,-122.67700378988192,0.1800733585578785,0.2404996890889816,0.3095189035153451,-0.0012081490443203,3.2121982210927573,3.0,0.8990839465385194,0.3655308527311778,-0.0603174603174603,0.0641891891891892,0.1710037174721188,0.2045889101338431,0.2256809338521401,0.3404255319148934,0.164510166358595,0.1209964412811388,0.0994764397905758,0.0570469798657717,0.1052631578947367,0.1753731343283582,0.1819887429643527,0.1111111111111111,0.0787671232876712,0.1330935251798561,0.2650602409638554,0.2401574803149606,0.3375796178343948,0.3461538461538462,0.3263157894736841,0.1819887429643527,-0.036697247706422,-0.0031645569620254,-0.0171606864274571,0.1209964412811388,0.0677966101694913,0.0535117056856186,-0.0140845070422535,-0.0909090909090909,-0.0843023255813953,-0.0721649484536083,0.0112359550561795,-0.0440060698027313,-0.0063091482649841,0.0227272727272727,0.0659898477157359,0.1150442477876105,0.164510166358595,0.1731843575418994,0.1496350364963503,0.3125,0.2727272727272727,0.1538461538461537,0.1931818181818181,0.2328767123287669,0.1580882352941175,0.1666666666666665,0.1666666666666665
BACQ-L^J02,0.0498582156991057,-0.0498582156991057,1.0,0.0051862034491376,9.9831028365433e-07,0.8309458276760996,0.0531126608391203,1.0,0.8417645287563986,-0.3346440677966102,-2.7261784799201185e-08,9.700610185245886e-07,0.2118220444888777,1.2249865657881025,27.138791318432272,-0.1485523936200248,-0.0715733601650049,-0.7883916826115575,-0.0119963774679931,-5.970149253731352,1.0,0.4929238181270702,-0.0778326764003775,-0.0833333333333332,0.0212765957446807,0.3333333333333332,0.1999999999999999,0.263157894736842,0.263157894736842,0.263157894736842,0.0434782608695651,0.0909090909090908,0.0909090909090908,0.4117647058823528,0.1428571428571428,-0.36,-0.5051546391752577,-0.5102040816326531,-0.5102040816326531,-0.36,-0.3766233766233766,-0.4606741573033708,-0.3043478260869565,-0.3424657534246575,-0.5247524752475248,-0.5471698113207548,-0.5897435897435898,-0.7446808510638299,-0.6778523489932886,-0.7,-0.728813559322034,-0.75,-0.7669902912621359,-0.7551020408163265,-0.7551020408163265,-0.7957446808510639,-0.8202247191011236,-0.8153846153846154,-0.7903930131004366,-0.7714285714285715,-0.7735849056603774,-0.7735849056603774,-0.7647058823529411,-0.7623762376237624,-0.7159763313609467,-0.7192982456140351,-0.7692307692307693,-0.7473684210526316,-0.7575757575757576,-0.7876106194690266,-0.7922077922077922,-0.7974683544303798
BALZ-L^I10,0.0537624942980385,-0.0537624942980385,4.0,-0.1968686868686869,2.0255376961755263e-06,1.6859608931169727,0.0138993274564513,1.0,2.131091300646066,-0.124014644282463,-1.104325683972349e-07,4.260918623633154e-09,-0.0338816738816738,0.0653555083936014,-142.67914033324527,-0.0080445412319163,-0.0675567182806562,-0.3205582539450917,-0.0862935925358285,-2.319751381215469,3.0,1.5559673461211,-0.4893784786641929,-0.0833333333333332,0.5,0.3333333333333332,0.1999999999999999,0.3333333333333332,0.714285714285714,0.0909090909090908,-0.142857142857143,-0.142857142857143,-0.0769230769230769,-0.0769230769230769,-0.142857142857143,-0.142857142857143,-0.1999999999999999,-0.25,-0.2941176470588236,-0.25,-0.2941176470588236,-0.4285714285714286,-0.5,-0.52,-0.5862068965517242,-0.6,-0.6363636363636365,-0.6666666666666667,-0.6470588235294118,-0.6842105263157895,-0.6666666666666667,-0.6756756756756757,-0.6470588235294118,-0.6571428571428571,-0.6363636363636365,-0.6756756756756757,-0.6571428571428571,-0.6842105263157895,-0.7,-0.7,-0.7446808510638299,-0.7857142857142858,-0.7966101694915254,-0.8125,-0.7894736842105263,-0.7931034482758621,-0.8,-0.7735849056603774,-0.7777777777777778,-0.8032786885245902,-0.7966101694915254,-0.75
BAOH-L,0.0036368948588992,0.0036368948588992,29.0,-0.0895902163237326,3.995439425770308e-07,0.3325613063328909,-0.0111463510218182,1.0,0.9603849862578572,-0.0310016875349358,9.136799719887957e-08,4.37005472163728e-08,-0.024620810770309,2.8470756512044675,-173.06858061639142,0.0119225310258649,-0.0043204282789004,-0.2453854870327793,-0.07098394984402,0.0195221635044664,5.0,0.8484806295087377,-0.07098394984402,-0.0728476821192053,0.0049916805324459,-0.0778625954198473,-0.0226537216828478,-0.5144694533762058,-0.472027972027972,-0.546205860255447,-0.4872665534804753,-0.4966666666666667,-0.4365671641791044,-0.531055900621118,-0.5179569034317637,-0.4885690093141406,-0.3843017329255861,-0.347027027027027,-0.4349859681945743,-0.4231136580706781,-0.4381395348837209,-0.4538878842676311,-0.4568345323741006,-0.4979218620116376,-0.5273865414710485,-0.4885690093141406,-0.4247619047619048,-0.4524025385312783,-0.4833190761334474,-0.1456859971711457,-0.1999999999999999,-0.3811475409836066,-0.3097142857142857,-0.3333333333333333,-0.2135416666666666,-0.1726027397260273,-0.0664605873261204,-0.0707692307692308,-0.0707692307692308,0.0596491228070175,0.055944055944056,0.0324786324786325,0.0961887477313974,0.245360824742268,0.2989247311827956,0.2226720647773279,0.245360824742268,0.1750972762645914,0.1526717557251908,0.1164510166358594,0.015126050420168,0.015126050420168
BBEK-L^L95,0.0818751003371326,0.0818751003371326,3.0,0.1508977900552485,3.015405006965389e-07,0.25098791931899,0.0315729651019455,1.0,1.1534737351730815,0.0752351097178683,9.697445122198629e-08,5.278279256138178e-07,0.0776933701657458,3.685298186679004,-32.57430536911151,-0.0477785481850653,-0.0264468769016489,-0.1300932967782724,-0.0482182584959831,0.7112970711297063,2.0,0.8585088356330185,0.0526632302405497,-0.4104683195592286,-0.0692307692307692,0.1134969325153374,-0.0763358778625954,-0.0620155038759689,0.1134969325153374,-0.0497382198952879,-0.2074235807860261,-0.2210300429184549,-0.2725450901803607,-0.2681451612903226,-0.2591836734693878,-0.2621951219512195,-0.24375,-0.2210300429184549,-0.1577726218097447,-0.0371352785145888,-0.0162601626016259,-0.0522193211488251,0.0491329479768785,0.0225352112676056,0.0771513353115727,-0.0422163588390501,-0.0189189189189189,-0.032,0.110091743119266,0.0835820895522387,0.1343749999999999,0.1,0.0614035087719297,0.0371428571428571,0.110091743119266,0.1451104100946372,-0.0027472527472528,0.0552325581395347,0.1980198019801979,0.2140468227424747,0.1862745098039215,0.2222222222222221,0.2736842105263157,0.3544776119402983,0.5714285714285714,0.5646551724137931,0.41796875,0.4637096774193547,0.5851528384279476,0.4235294117647059,0.3802281368821292,0.3961538461538461
BBIO-L^E18,0.0180239324400942,0.0180239324400942,3.0,-0.0069584869751397,7.185472806646038e-07,0.5980844579409339,0.0229373899923812,1.0,1.3763379204892965,-0.0258785472724599,3.980480784964673e-08,1.3033151136384724e-06,-0.0113001070536457,2.2977953446139616,-204.5140219805563,0.046633943134332,0.1434944809870935,-0.0797753595434988,-0.0562689932359572,0.8228882833787451,3.0,0.8205275229357798,-0.0562689932359572,-0.1771561771561772,0.0860759493670886,0.2692307692307694,0.284431137724551,0.3406249999999999,0.4493243243243243,0.5,0.2882882882882882,0.1501340482573727,0.1142857142857143,0.2507288629737609,0.2434782608695651,0.2292263610315186,0.1689373297002725,0.1439999999999999,0.1785714285714286,0.3619047619047619,0.3039513677811549,0.3079268292682928,0.4641638225255973,0.3706070287539937,0.2434782608695651,0.1409574468085106,0.0488997555012225,0.1028277634961438,0.1113989637305699,0.0943877551020409,0.1230366492146597,0.0,-0.0272108843537415,0.0698254364089776,0.1171875,-0.0069444444444445,-0.0592105263157893,-0.0137931034482757,0.0860759493670886,0.1,0.1142857142857143,0.1753424657534246,0.2050561797752808,0.2152974504249292,0.4444444444444444,0.3883495145631068,0.2921686746987952,0.4019607843137254,0.4019607843137254,0.2805970149253731,0.3706070287539937,0.3533123028391167
BBNH-L^L97,0.0379427097328962,0.0379427097328962,3.0,-0.0247346072186836,3.659426510989011e-07,0.3045931952000719,-0.0066703863149125,1.0,1.356020942408377,0.006196518146946,7.061298076923078e-08,2.690450742481315e-05,-0.1126326963906581,23.223205311785463,1412.125572364269,0.103254829939021,0.1358179943496192,-0.020924161020593,-0.0687672982754949,0.5364741641337386,5.0,0.7949389179755671,-0.0687672982754949,-0.111328125,0.0556701030927835,-0.4227733934611047,-0.4410480349344978,-0.4535752401280682,-0.419501133786848,-0.3763702801461632,-0.3990610328638497,-0.3846153846153846,-0.3904761904761905,-0.3486005089058525,-0.3081081081081082,-0.3333333333333332,-0.3694581280788176,-0.3623910336239102,-0.3005464480874317,-0.2265861027190332,-0.2414814814814815,-0.1495016611295679,-0.0724637681159419,-0.0536044362292051,-0.082437275985663,-0.2218844984802431,-0.214723926380368,-0.1937007874015747,-0.0622710622710622,-0.1232876712328766,-0.0857142857142856,-0.1578947368421053,-0.1847133757961784,-0.1017543859649122,-0.0058252427184466,-0.1141868512110726,-0.1911532385466035,-0.1394957983193278,-0.0741410488245931,-0.044776119402985,-0.1080139372822299,-0.0656934306569343,-0.0077519379844961,0.0019569471624265,0.1906976744186046,0.1403118040089086,0.1377777777777777,0.0534979423868311,0.0491803278688525,0.0364372469635627,0.0058939096267192,0.0058939096267192
BBOU-L,0.0362195812110922,-0.0362195812110922,3.0,0.1466970387243735,3.198113555137983e-07,0.2661957067444618,0.0047200709632523,1.0,1.562439024390244,0.0202762268586541,5.8582955675914674e-08,3.0429361057229898e-06,0.1138952164009111,27.05619056349456,802.7552270734669,0.0064791261409546,0.008009228740936,-0.1320960067478173,0.1707122960604854,-0.4025157232704403,7.0,0.7521951219512195,0.1707122960604854,-0.0961857379767827,-0.0065897858319604,0.0923913043478261,0.0220338983050847,0.0541958041958043,0.1870078740157481,0.2181818181818182,0.1507633587786259,-0.4162633107454017,-0.4134241245136186,-0.3865717192268565,-0.3777089783281733,-0.3777089783281733,-0.3359030837004405,-0.3262569832402233,-0.2509316770186336,-0.2023809523809523,-0.2076215505913272,-0.1851351351351351,-0.147100424328147,-0.1093057607090102,-0.1530898876404494,-0.2527881040892193,-0.2405541561712846,-0.2229381443298969,-0.0986547085201794,-0.0999999999999999,-0.0779816513761467,-0.0932330827067668,-0.1209912536443148,-0.0723076923076923,0.0100502512562814,0.0634920634920634,0.0151515151515151,0.1146025878003698,0.1964285714285714,0.2356557377049182,0.2967741935483869,0.3767123287671234,0.5188916876574308,0.5501285347043703,0.8053892215568863,0.8384146341463417,0.773529411764706,0.8785046728971964,0.9835526315789472,0.8440366972477065,0.8217522658610272,0.8611111111111112
BBQS-L^G99,0.0273847558192606,0.0273847558192606,3.0,0.0644492603410912,7.422119239398286e-07,0.6177817774166091,0.0050800942557853,1.0,1.9102374882597613,0.5096315691041705,1.1355695317959469e-07,7.623341307709461e-06,-0.0281729953830208,2.710404057443917,-154.2550937672455,0.4550423174351988,0.7559829327762504,0.1889453053993007,-0.016628473466662,0.4858299595141711,4.0,1.1642291694619618,0.1047162649459101,-0.1117318435754189,-0.0867346938775509,0.098159509202454,0.1623376623376622,0.0783132530120482,0.0718562874251498,0.0718562874251498,-0.0913705583756344,-0.1751152073732718,-0.2478991596638654,-0.2447257383966244,-0.1476190476190476,-0.2572614107883817,-0.284,-0.284,-0.1973094170403587,0.0654761904761904,-0.2693877551020408,-0.2782258064516129,-0.2980392156862744,-0.2723577235772357,-0.3088803088803088,-0.3629893238434164,-0.3652482269503545,-0.321969696969697,-0.2382978723404255,-0.2044444444444444,-0.3115384615384615,-0.3345724907063196,-0.3784722222222222,-0.3295880149812733,-0.3537906137184116,-0.3993288590604027,-0.4225806451612903,-0.3652482269503545,-0.3394833948339483,-0.3394833948339483,-0.3345724907063196,-0.3394833948339483,-0.3514492753623187,-0.3490909090909091,-0.2510460251046025,-0.30078125,-0.3270676691729324,-0.3193916349809885,-0.3088803088803088,-0.3584229390681003,-0.3827586206896551,-0.3467153284671533
BBTK-L^C11,0.1154611811546117,0.1154611811546117,3.0,0.9314679036360916,1.145389221556886e-06,0.9533673150535436,0.1413943305718964,1.0,1.6416831683168316,0.6767180925666197,1.4291417165668662e-08,2.768106721764716e-08,0.3823632101351688,3.1214655577149824,607.6416135984477,-0.4067210398397732,-0.4026693086471938,-0.1874237118870867,-0.3406803494445538,18.955307262569832,2.0,1.6147524752475246,-0.2164199944149678,-0.1773399014778325,-0.0645161290322581,0.0972972972972971,-0.0240384615384616,-0.1814516129032258,-0.0896860986547085,-0.2644927536231884,-0.3555555555555556,-0.3255813953488372,-0.3773006134969325,-0.3829787234042554,-0.4029411764705882,-0.3695652173913044,-0.4166666666666667,-0.4265536723163842,-0.4543010752688172,-0.4098837209302326,-0.4615384615384615,-0.518957345971564,-0.5386363636363637,-0.5518763796909493,-0.5940000000000001,-0.5427927927927929,-0.5084745762711864,-0.5036674816625917,-0.4376731301939058,-0.657672849915683,-0.6693811074918568,-0.6803149606299213,-0.652991452991453,-0.631578947368421,-0.6088631984585742,-0.5980198019801981,-0.6155303030303031,-0.6081081081081081,-0.5848670756646217,-0.5606060606060607,-0.5653104925053534,-0.548888888888889,-0.5375854214123007,-0.5898989898989899,-0.5805785123966942,-0.5625,-0.5956175298804781,-0.6368515205724508,-0.468586387434555,-0.5653104925053534,-0.5508849557522124,-0.5072815533980584
