firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,grltnoa,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,16.0,-0.1126112171305359,3.657678388241676e-07,0.1068750296732637,0.0699696469314623,0.0988162853654652,1.2672174242151315,0.0031863758531451,1.0,-0.2276462205512265,2.137343179404756e-08,8.525797445332982e-10,6.65850246850975e-07,-0.030361642288833,5.0,0.0931521876420076,0.1734047945160472,-0.0235932482505288,0.0713731140752759,1.0918379715435982,-0.1112807230062656,0.1200000000000001,-0.0384615384615385,0.0416666666666667,0.0416666666666667,0.1363636363636364,0.0869565217391303,0.0416666666666667,0.0,0.0416666666666667,0.0416666666666667,-0.1525423728813558,-0.1379310344827585,-0.0196078431372549,0.0,0.0869565217391303,0.0638297872340425,-0.0384615384615385,0.2195121951219512,0.1904761904761904,0.3157894736842106,0.4705882352941175,0.7241379310344829,0.5625,0.7241379310344829,0.6129032258064517,0.2820512820512819,0.4705882352941175,0.9230769230769228,0.4705882352941175,0.5151515151515151,0.3888888888888888,0.0638297872340425,0.0,0.0,-0.0196078431372549,-0.1071428571428572,-0.2957746478873239,-0.3421052631578947,-0.0909090909090909,-0.0566037735849057,-0.3055555555555556,-0.3055555555555556,-0.5098039215686274,-0.5098039215686274,-0.5652173913043478,-0.5145631067961165,-0.6710526315789473,-0.7311827956989247,-0.6951219512195121
BAOH-L,23.0,0.3288185334381539,1.0066166790043644e-06,0.2941269735032955,0.1760232019422607,0.231502052557094,0.4098027126152131,-0.0969095796880713,1.0,0.1516126596675626,6.53754867345945e-08,3.970391382499909e-08,9.130929283026716e-07,0.6265718212544018,4.0,0.6971957041072244,0.0973544636321318,-0.0891277990068229,-0.0673525713081415,0.1123140930006008,0.0382354046631017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,16.0,0.1639139918977874,8.134866671511358e-07,0.237695615803927,0.2302543507362784,0.3368794326241134,1.0828534614113374,0.0889948502601993,1.0,0.5766738660907127,3.214943883193188e-07,4.411011679953862e-07,1.2508750464070549e-06,-0.0097044552271724,3.0,1.200303023315897,0.0039232399926585,0.04499100179964,0.04499100179964,0.1210129951691801,-0.1255760368663492,0.0295358649789028,0.0675675675675675,0.0972222222222221,0.1074766355140186,0.0580357142857141,0.0394736842105265,-0.0365853658536584,0.0486725663716816,0.0349344978165939,-0.0326530612244898,-0.1022727272727272,-0.0813953488372093,-0.1123595505617977,-0.1156716417910448,-0.1381818181818181,-0.0286885245901639,-0.1090225563909774,0.021551724137931,0.0972222222222221,0.123222748815166,0.185,0.4812499999999999,0.3859649122807018,0.2216494845360825,0.1791044776119403,0.0,0.1023255813953489,-0.0083682008368201,-0.1254612546125461,-0.0669291338582677,-0.242811501597444,-0.2904191616766466,-0.2774390243902438,-0.3130434782608695,-0.202020202020202,-0.1350364963503649,-0.1056603773584905,-0.1713286713286712,-0.1350364963503649,-0.0813953488372093,-0.2203947368421052,-0.662873399715505,-0.6585014409221902,-0.6906005221932114,-0.6873350923482849,-0.6717451523545706,-0.7052238805970149,-0.7148014440433212,-0.6647807637906648
BBOU-L,16.0,-0.1300858183614249,1.6606403632637256e-07,0.0485228522745404,0.1142980375242613,0.1569274041026138,0.6965806745404838,0.0976704965255809,1.0,-0.2547436415018167,6.261135930831815e-08,2.8726527796906147e-06,4.456111613990718e-07,-0.0753220085868956,3.0,14.868754345565495,-0.0504048416765208,-0.0581567796610169,-0.0581567796610169,0.4985416758964411,-0.0924561032786344,-0.0188425302826379,0.0122615803814714,0.0095108695652172,0.0675287356321838,0.0862573099415204,0.0846715328467153,0.0150273224043715,0.0406162464985995,-0.0171957671957672,0.0524079320113315,-0.0145888594164457,0.0319444444444443,0.0108843537414966,0.0095108695652172,0.0644699140401146,0.1360856269113148,0.0991124260355029,0.1719242902208202,0.1537267080745341,0.1291793313069908,0.0878477306002927,0.1326219512195121,0.1719242902208202,0.1537267080745341,0.1007407407407408,0.1308980213089801,0.0178082191780821,-0.0689223057644111,-0.0522959183673469,0.0081411126187245,-0.1269095182138661,-0.1360465116279069,-0.1790055248618786,-0.190631808278867,-0.1459770114942528,-0.1238207547169811,-0.0535031847133757,-0.0026845637583893,0.0614285714285713,0.0614285714285713,0.0815138282387191,0.0081411126187245,-0.0689223057644111,-0.03129074315515,0.0248275862068965,0.0377094972067038,0.0377094972067038,0.1360856269113148,-0.0093333333333334
BBTK-L^C11,11.0,0.1364296081277213,0.0005626470656966,164.40188408914517,0.1020806241872561,0.1818181818181818,0.2564833215702124,0.7182533347739805,1.0,0.8411764705882353,6.651099498650905e-05,1.2821971435667536e-08,0.0007477992949834,-0.108730583824317,3.0,0.001488184422088,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.5488136235685558,0.1253396739130146,0.0526315789473683,-0.1555555555555555,-0.05,0.0857142857142858,0.0857142857142858,0.0857142857142858,0.0857142857142858,-0.1555555555555555,0.0857142857142858,0.0857142857142858,-0.1555555555555555,0.0857142857142858,0.0857142857142858,-0.05,-0.05,-0.1555555555555555,0.0857142857142858,0.0857142857142858,-0.05,-0.05,-0.05,-0.24,-0.3090909090909092,-0.24,-0.0952380952380952,0.0270270270270269,0.0270270270270269,-0.05,0.4615384615384614,0.4615384615384614,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.0952380952380952,-0.05,-0.05,0.5833333333333335,-0.05,-0.05,0.0,0.0857142857142858,0.2666666666666668,0.52
BBTU-L^C18,16.0,-0.0325240234263945,5.415009373462443e-07,0.158223120253065,0.0946811636791066,0.1724048185603807,3.159127975603554,0.0061733545767552,1.0,0.0439906698858288,5.5355693187480626e-08,5.140365093859019e-06,5.413311346064056e-07,-0.0984162895927602,3.0,3.1508938828604816,0.396861894398857,0.474251013108602,0.3317731370024074,0.2753814565791203,-0.045739167292819,0.0457746478873239,0.1007751937984495,0.0881226053639847,0.0142857142857142,0.0923076923076922,0.0881226053639847,0.0518518518518518,0.0557620817843866,0.1451612903225805,0.2456140350877194,0.2401746724890829,0.2566371681415929,0.2622222222222221,0.3209302325581395,0.4489795918367347,0.5604395604395602,0.4343434343434342,0.4343434343434342,0.543478260869565,0.5690607734806628,0.8441558441558441,1.057971014492754,0.8684210526315788,0.7639751552795029,0.7005988023952097,0.5777777777777777,0.6228571428571428,0.7974683544303796,0.4639175257731958,0.4947368421052631,0.2909090909090908,0.1544715447154472,0.1181102362204724,0.1405622489959836,0.2678571428571425,0.3523809523809522,0.3459715639810425,0.3786407766990289,0.595505617977528,0.543478260869565,0.1833333333333333,0.1497975708502021,0.1544715447154472,0.1735537190082643,0.2792792792792791,0.3786407766990289,0.2347826086956521,0.1784232365145226,0.3588516746411483
BBXK-L,16.0,0.0919815859200379,3.229710639711653e-05,9.437008501482048,0.1517048262230275,0.1838340817554742,1.3173158702366632,0.0046310555128879,1.0,-0.2202804107424961,7.529311495136322e-06,2.5043502027608305e-06,6.71148894110187e-05,0.3243752185726199,3.0,0.0490578218841609,-0.0722857550672494,1.027769524092507,0.0277695240925073,0.5916171498096299,-0.0945601720819517,-0.7959183673469388,3.9,3.9,3.9,3.9,3.9,3.9,3.971014492753624,0.242753623188406,3.971014492753624,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.971014492753624,3.971014492753624,3.9,3.971014492753624,3.971014492753624,-0.0949868073878628,-0.1227621483375959,-0.109090909090909,-0.1113989637305699,-0.0828877005347593,-0.0498614958448753,-0.0029069767441859,0.1666666666666667,0.3450980392156864,0.2610294117647058,0.3830645161290322,0.3192307692307692,0.3775100401606426,0.2992424242424243,0.2703703703703703,0.4595744680851064,0.53125,0.8440860215053763
BCPS-L^C06,16.0,-0.2266599303321189,3.483071595720218e-06,1.0177313055827482,0.0174672489082969,0.0361847473829008,0.8999281649411393,-0.0830131970255202,1.0,-0.2767315671879988,-9.618411522603384e-07,2.088811004249523e-07,7.2508912113465134e-06,-0.2145116976105235,3.0,0.1740387593788216,0.3276842538734003,-0.5423988029580112,0.0464862505456132,1.4249897594411622,-0.2550907182485772,-0.0025634452704434,0.0002564102564102,0.0200026147208784,56.79259259259258,58.1060606060606,58.1060606060606,0.0397121535181235,0.0570383416881179,35.12037037037037,0.0359845969990704,49.335483870967735,49.335483870967735,0.0359845969990704,0.0642477151821032,26.666666666666668,0.0489378865286367,48.37974683544304,0.0464055793991415,0.0201359832635981,-0.065068903535051,-0.0286354581673305,43.58285714285714,48.069182389937104,-0.0020465592223076,0.0242877773401601,-0.0563618771165942,-0.0755924170616114,-0.0959443800695248,-0.1006340057636888,-0.0488845544313056,-0.0377405032067094,0.0100983946141894,0.0045062443671943,0.0032146071750032,-0.0582981291490645,33.522123893805315,31.781512605042018,-0.0885514018691588,45.44047619047619,-0.091523055426176,-0.1440482720789907,-0.1140131728367023,55.53623188405797,-0.0696398759837825,-0.0814692724275959,61.416,-0.1701765581791108,-0.1704412546517809,23.611987381703468
BCQE-L^A14,16.0,-0.2252906976744186,-4.123335136291661e-07,-0.1204812228600085,0.2799145299145299,-0.0463760434609778,1.3013020390345893,0.1335501136614,1.0,3.5533980582524274,-2.883697067598432e-07,5.5017946502456e-07,3.0788741252224723e-06,-0.1342398022249691,3.0,0.7606987304867401,0.0064923738753167,-0.0231672591083087,-0.2245914707054603,1.4249897594411622,-0.2705432705431982,0.25,-0.1578947368421053,0.0,0.3333333333333335,0.1428571428571428,0.0,-0.111111111111111,0.0,-0.2,-0.1578947368421053,-0.2727272727272727,-0.3846153846153846,-0.111111111111111,-0.238095238095238,-0.5,-0.4285714285714286,-0.5428571428571428,-0.3846153846153846,-0.2,-0.111111111111111,0.1428571428571428,0.5999999999999999,0.0666666666666666,-0.6923076923076923,-0.6981132075471699,-0.7575757575757576,-0.7419354838709677,-0.7333333333333334,-0.7837837837837838,-0.7611940298507462,-0.8222222222222222,-0.8490566037735849,-0.8518518518518519,-0.8709677419354839,-0.84,-0.8620689655172413,-0.865546218487395,-0.8446601941747574,-0.75,-0.5897435897435898,-0.8181818181818181,-0.8202247191011236,-0.8823529411764706,-0.891156462585034,-0.8918918918918919,-0.8823529411764706,-0.89937106918239,-0.912568306010929,-0.8974358974358975
BCYN-L,16.0,-0.0043288780643247,3.60421927207891e-07,0.105312988394684,0.018202326187613,0.3069310728080435,0.5361142088759622,0.0556096937252714,1.0,0.1691931041576131,8.056793576534216e-08,1.2686947339142256e-06,3.491659055968421e-07,-0.1282340601543645,4.0,12.162346633640428,0.0867409255285704,0.1463839420444338,0.1463839420444338,0.426027813084286,-0.0521820609764871,0.1108936725375082,-0.0045454545454545,0.0616343490304709,0.0092165898617511,0.1020848310567936,0.0872340425531914,0.1631259484066767,0.1657794676806083,0.2392886014551334,0.1313653136531365,0.0442779291553134,0.0765449438202248,-0.0064808813998703,0.0608996539792388,0.0543328748280604,0.1883720930232557,0.0981375358166187,0.1846986089644513,0.3506607929515419,0.2514285714285713,0.2925801011804385,0.2565573770491804,0.1810477657935285,0.3091374893253629,0.2362903225806452,0.1578549848942598,0.337696335078534,0.4768786127167628,0.3506607929515419,0.481159420289855,0.2606907894736843,0.1774193548387097,-0.6955917394757745,-0.7183538489803417,-0.7315236427320491,-0.7290562036055144,-0.7076659038901602,-0.7087212616378491,-0.6578124999999999,-0.6349130745415575,-0.6841129198433958,-0.6752118644067797,-0.7038825574657137,-0.7194363103953147,-0.7303430079155673,-0.6760355029585798,-0.6994706920211723,-0.6831990080595165,-0.6706766917293232
