firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchsale_pchinvt,pchsale_pchxsga,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,15.0,-0.0453556049779965,6.482182056719314e-07,0.1009451983323832,0.1032367592753228,0.0782982849524271,1.1054692261825836,-0.3262479718008324,1.0,-0.0103374292958844,2.049942659457944e-08,-0.041529988500877,1.0416714746772747e-09,9.399370352309394e-07,-0.0656279001611878,5.0,0.0965421164672799,-0.0119100378814222,0.2032410433224542,-0.0361363743620513,-0.0238095238095238,0.1052631578947367,0.2352941176470586,0.4482758620689655,0.3125,0.4482758620689655,0.3548387096774192,0.0769230769230768,0.2352941176470586,0.6153846153846152,0.2352941176470586,0.2727272727272727,0.1666666666666667,-0.1063829787234041,-0.16,-0.16,-0.1764705882352941,-0.2500000000000001,-0.4084507042253521,-0.4473684210526316,-0.2363636363636364,-0.2075471698113208,-0.4166666666666666,-0.4166666666666666,-0.5882352941176471,-0.5882352941176471,-0.6347826086956522,-0.5922330097087378,-0.7236842105263158,-0.7741935483870968,-0.7439024390243902,-0.7717391304347826,-0.7920792079207921,-0.7789473684210526,-0.7920792079207921,-0.776595744680851,-0.7801047120418848,-0.7375,-0.6744186046511629,-0.6692913385826772,-0.7272727272727273,-0.625,-0.5714285714285714,-0.5714285714285714,-0.4814814814814815,-0.4750000000000001,-0.5058823529411764,-0.4615384615384615,-0.4683544303797469
BAOH-L,22.0,0.1959692863476836,8.740930994063105e-07,0.1361200603569507,0.0815905869895637,0.6080551500126475,1.071653765908466,0.0744906661009683,1.0,0.2905643296226703,2.285154917638788e-07,0.1376841288636415,6.401408960105303e-08,5.613603508749464e-07,0.0560487972747959,3.0,0.9890322281703178,0.3694991004798192,-0.0995035045318643,0.405811102904874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2123287671232877,-0.0836653386454183,-0.2255892255892256,-0.1901408450704225,-0.1756272401433692,-0.1958041958041958,0.0454545454545451,0.1979166666666665,0.0313901345291478
BBIO-L^E18,14.0,-0.0301596688350088,5.591975892315429e-07,0.0870822680665924,0.0536836093660765,0.1373815676141257,1.225471533620108,-0.0457132791171615,1.0,-0.083011583011583,5.8862904129636095e-08,-0.0924647253076932,5.566754783427913e-07,1.3656193758075574e-06,-0.0017211703958691,4.0,1.6117680387787618,-0.0071835884460138,-0.037004662004662,-0.037004662004662,0.0740740740740739,0.0236966824644551,0.08,0.3500000000000001,0.2631578947368422,0.1134020618556701,0.074626865671642,-0.0886075949367088,0.0046511627906977,-0.0962343096234309,-0.2029520295202951,-0.1496062992125983,-0.3099041533546325,-0.3532934131736526,-0.3414634146341463,-0.3739130434782608,-0.2727272727272727,-0.2116788321167882,-0.1849056603773584,-0.2447552447552446,-0.2116788321167882,-0.1627906976744185,-0.2894736842105263,-0.6927453769559033,-0.6887608069164265,-0.7180156657963446,-0.7150395778364116,-0.7008310249307479,-0.7313432835820894,-0.7400722021660651,-0.6944837340876945,-0.7142857142857142,-0.7316770186335404,-0.6737160120845922,-0.7567567567567568,-0.7452830188679245,-0.7502890173410405,-0.7664864864864864,-0.7567567567567568,-0.7255400254129606,-0.7343173431734318,-0.7180156657963446,-0.7784615384615384,-0.7820383451059536,-0.7809330628803245,-0.7782340862422998,-0.7820383451059536,-0.8,-0.8047016274864376
BBOU-L,15.0,-0.1241550857081057,2.51808546556524e-07,0.0392134368512355,0.073532135580663,0.0310803055052757,0.5452047989675864,0.3082825259131857,1.0,-0.1744709215130811,3.863029781650347e-09,-0.1122513692706832,4.541540086821018e-06,5.445855405342345e-07,-0.1024545530702856,4.0,18.66507591459442,-0.1101601156594988,-0.1632689239496543,-0.1632689239496543,-0.015527950310559,-0.0212765957446807,-0.0571010248901903,-0.0182926829268291,0.0157728706624606,0.0,-0.0459259259259258,-0.019786910197869,-0.1178082191780821,-0.1929824561403509,-0.1785714285714285,-0.1261872455902306,-0.2432432432432432,-0.2511627906976743,-0.2883977900552487,-0.2984749455337689,-0.2597701149425286,-0.240566037735849,-0.1796178343949044,-0.1355704697986577,-0.0799999999999999,-0.0799999999999999,-0.0625909752547306,-0.1261872455902306,-0.1929824561403509,-0.1603650586701434,-0.1117241379310344,-0.1005586592178771,-0.1005586592178771,-0.0152905198776758,-0.1413333333333333,-0.1092669432918395,-0.0212765957446807,0.0609555189456343,0.1161178509532063,0.1065292096219931,0.0697674418604652,0.1200000000000001,0.2384615384615385,0.2752475247524752,0.3472803347280335,0.4311111111111112,0.2931726907630521,0.1398230088495575,0.0627062706270629,0.066225165562914,0.0141732283464568,0.0303999999999999,-0.0584795321637425
BBTK-L^C11,11.0,0.1364296081277213,0.000643025217939,100.136508955805,0.1020806241872561,0.1818181818181818,0.272623177122889,-2.4889014832558933,1.0,0.8411764705882353,7.601256569886749e-05,0.1253396739130146,1.7981754054079073e-08,0.0008546277656953,-0.108730583824317,3.0,0.0018472281928242,-0.4155844155844156,0.3563049853372434,0.2272727272727272,-0.1250000000000001,0.0,0.0,-0.1999999999999999,-0.2727272727272727,-0.1999999999999999,-0.0476190476190475,0.0810810810810811,0.0810810810810811,0.0,0.5384615384615385,0.5384615384615385,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,-0.0476190476190475,0.0,0.0,0.6666666666666667,0.0,0.0,0.0526315789473683,0.142857142857143,0.3333333333333335,0.6000000000000001,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.6000000000000001,1.0,0.4814814814814814,0.8181818181818183,0.25,1.5,1.5,0.8181818181818183,0.0,0.0,0.0,0.1111111111111111,0.1764705882352941,0.3793103448275863
BBTU-L^C18,14.0,0.0019354966128809,7.909668828898206e-07,0.1231750484158258,0.0606577296958294,0.1224645846748229,1.5403756387225074,0.037888314847616,1.0,-0.0811946738079296,3.115454710163929e-08,-0.0981216210883429,1.529895489414169e-06,8.322714725723639e-07,0.0966122431759692,4.0,2.96302709395672,0.4542754470554941,0.5633331123156909,0.3164976692777163,0.076086956521739,0.0165745856353591,0.1948051948051947,0.3333333333333335,0.2105263157894736,0.1428571428571428,0.1017964071856287,0.0222222222222221,0.0514285714285713,0.1645569620253164,-0.0515463917525772,-0.0315789473684209,-0.1636363636363637,-0.2520325203252032,-0.2755905511811023,-0.2610441767068273,-0.1785714285714286,-0.1238095238095238,-0.1279620853080567,-0.1067961165048543,0.0337078651685394,0.0,-0.2333333333333332,-0.2550607287449393,-0.2520325203252032,-0.2396694214876032,-0.1711711711711712,-0.1067961165048543,-0.1999999999999999,-0.2365145228215768,-0.1196172248803826,-0.0515463917525772,-0.0416666666666666,-0.0515463917525772,-0.1520737327188939,-0.1674208144796379,-0.1748878923766815,-0.264,-0.3185185185185185,-0.3451957295373665,-0.2923076923076922,0.0823529411764707,-0.0707070707070706,-0.1153846153846154,-0.0466321243523315,-0.1238095238095238,-0.2396694214876032,-0.2550607287449393,-0.2698412698412697
BBXK-L,15.0,-0.0606907483106698,1.10109935866931e-05,1.7147110675380783,0.06985212487233,0.1827750951687488,1.4377752234909718,-0.0927110531346063,1.0,-0.0139226949664103,1.7413054299651244e-06,-0.0333096738577023,3.324917214926314e-06,1.3471289645805116e-05,-0.0957454571991533,3.0,0.2617957924629682,-0.1193580391801135,0.9928460800944022,-0.0071539199055977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0144927536231884,-0.8153034300791557,-0.8209718670076727,-0.8181818181818182,-0.8186528497409327,-0.8128342245989305,-0.8060941828254847,-0.7965116279069767,-0.7619047619047619,-0.7254901960784313,-0.7426470588235294,-0.717741935483871,-0.7307692307692308,-0.7188755020080322,-0.7348484848484849,-0.7407407407407407,-0.7021276595744681,-0.6875,-0.6236559139784947,-0.6428571428571428,-0.6391752577319587,-0.6517412935323383,-0.6682464454976303,-0.6818181818181819,-0.7071129707112971,-0.7318007662835249,-0.7021276595744681,-0.7318007662835249,-0.7307692307692308,-0.7526501766784452,-0.7627118644067796,-0.7154471544715447,-0.7526501766784452,-0.7777777777777778,-0.8267326732673268,-0.8167539267015707,-0.8087431693989071
BCPS-L^C06,14.0,-0.0591419037860276,4.950093178224531e-06,0.7708640906215909,0.017149984409105,-0.0251341558501123,0.9423450779916532,0.2628353270591214,1.0,-0.2115249472944483,-7.2073549191942e-07,0.031406099822658,3.649756068931466e-07,8.994554335996057e-06,0.0588290840415485,3.0,0.2365464271585308,0.0060827359016667,-0.3227922330995885,0.0808158319870759,-0.0251046025104603,-0.0835230677052126,-0.0478087649402388,42.70285714285715,47.100628930817614,-0.0217446917370172,0.0040698437705133,-0.0749879051765844,-0.0938388625592416,-0.1137891077636151,-0.118386167146974,-0.0676581738388394,-0.0567340897878637,-0.0098394614189537,-0.0153212308484613,-0.0165873730230164,-0.076885938442969,32.840707964601776,31.13445378151261,-0.1065420560747663,44.523809523809526,-0.1094550535631112,-0.1609434997257268,-0.1315012491483079,54.42028985507247,-0.0880038158836155,-0.0995997174476099,60.184000000000005,-0.1865560519038501,-0.1868155236576288,23.126182965299687,-0.1887132703935503,50.67567567567568,-0.1304150085275724,-0.1540758765623271,-0.1647007426823939,-0.1681531433543615,56.07462686567164,64.36752136752138,-0.1536077910579901,58.75,48.66233766233766,42.45454545454545,47.40506329113924,48.34193548387097,46.8,42.95402298850575,43.20809248554914,43.98823529411765
BCQE-L^A14,15.0,-0.3612873278663159,-1.1321916151867569e-07,-0.0176313016427575,0.0959302325581395,-0.2294919944653093,1.096009572343346,0.3708376075251358,1.0,-1.7152777777777777,-1.5850682612614594e-06,-0.2994995751108946,1.2832771972531847e-06,4.446325323718865e-06,-0.3339370986332949,3.0,0.863100791963578,0.1262894852642191,-0.0041225284052262,-0.2802639127940333,0.3,0.1111111111111111,0.4285714285714286,1.0,0.3333333333333335,-0.6153846153846154,-0.6226415094339622,-0.696969696969697,-0.6774193548387096,-0.6666666666666666,-0.7297297297297297,-0.7014925373134329,-0.7777777777777778,-0.8113207547169812,-0.8148148148148149,-0.8387096774193548,-0.8,-0.8275862068965517,-0.8319327731092436,-0.8058252427184466,-0.6875,-0.4871794871794871,-0.7727272727272727,-0.7752808988764045,-0.8529411764705882,-0.8639455782312925,-0.8648648648648649,-0.8529411764705882,-0.8742138364779874,-0.8907103825136612,-0.8717948717948718,-0.8823529411764706,-0.8765432098765432,-0.8639455782312925,-0.9236641221374046,-0.91869918699187,-0.92,-0.9152542372881356,-0.935064935064935,-0.9242424242424242,-0.9288256227758008,-0.9303135888501742,-0.940652818991098,-0.9328859060402684,-0.9328859060402684,-0.9288256227758008,-0.9402985074626866,-0.9393939393939392,-0.9342105263157896
BCYN-L,14.0,-0.0676135523006361,3.3805510120330015e-07,0.0526443702747713,0.0278886281268944,0.1383680331048752,0.511314575873854,0.126567315406835,1.0,-0.058442871587462,3.1511149897386655e-08,-0.1009876732256335,1.6148108569075835e-06,5.418610868299461e-07,-0.0674746969886292,4.0,13.06681380050555,0.0764439528641032,-0.0058283292122924,-0.0058283292122924,0.1400881057268721,-0.073469387755102,-0.0430016863406408,-0.069672131147541,-0.12557781201849,-0.0307429547395389,-0.0846774193548387,-0.142749244712991,-0.0095986038394416,0.0934489402697493,0.0,0.0966183574879226,-0.0666118421052631,-0.1282642089093701,-0.7746227164416204,-0.7914752893624839,-0.8012259194395797,-0.7993990809473313,-0.7835621662852784,-0.7843435303059092,-0.7466517857142857,-0.7296975470350083,-0.7661240469812487,-0.7595338983050848,-0.7807610585281051,-0.792276720351391,-0.8003518029903254,-0.7601437024513947,-0.7774946089002157,-0.765447406488944,-0.7561761546723953,-0.7267035877678787,-0.7407492005481955,-0.7130214917825537,-0.7550712127751403,-0.7359236854350861,-0.7372076869645752,-0.7147524503644131,-0.7186415468517601,-0.7345029239766082,-0.7097928918435183,-0.7483370288248337,-0.8086326083291182,-0.7739043824701195,-0.7285987565758011,-0.7282738807756763,-0.7460850111856823,-0.7600930035933207,-0.7405714285714287
