firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chpmia,chtx,cinvest,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,19.0,0.1357701071912202,1.617857381845748e-07,0.0629853428764121,0.0980166824680859,0.1429400136710451,1.3631453419071349,4.266,-0.0429828465981382,0.0097055897648999,-0.0008460008460008,1.0,0.2348891975122275,0.1057407024080591,3.90015134031112e-08,0.0601600635568938,1.0583965515927602e-09,0.0153037084572839,3.653063515153249e-07,0.1495969183114253,4.0,0.2365554718357723,0.3191213720333577,0.0233446173826212,0.0566576296142572,0.0125023000068861,0.0241123206836911,0.0735149666546037,0.1405697325403644,0.5670529892063538,-0.0308641975308642,0.0519480519480519,0.0124999999999999,0.0253164556962024,0.08,0.1824817518248174,0.265625,0.433628318584071,0.5283018867924529,0.603960396039604,0.6363636363636365,0.603960396039604,0.5428571428571429,0.4727272727272726,0.5428571428571429,0.6701030927835052,0.6875000000000002,1.0,0.840909090909091,0.9518072289156628,1.076923076923077,1.612903225806452,1.4545454545454546,1.7000000000000002,1.612903225806452,1.945454545454545,1.8928571428571428,2.24,2.1153846153846154,2.3750000000000004,2.3750000000000004,2.681818181818182,2.5217391304347827,2.3750000000000004,2.24,2.3750000000000004,2.3750000000000004,1.745762711864407,1.7931034482758623,2.1764705882352944,2.24,2.5217391304347827,2.446808510638298,2.1153846153846154,2.9512195121951224,2.8571428571428577,3.2631578947368425,3.764705882352941,4.586206896551725
BAOH-L,32.0,0.1536607348007417,1.3332897914990004e-06,0.5190674753752267,0.0433178071369579,0.3013675258026748,0.7142638036965908,-19.0591,-0.2752443787966645,-0.0010859863116993,3.0158074412561446,1.0,0.0662800163622056,0.0579064577802326,1.010438252442746e-07,0.1099626070992389,3.108195590340064e-08,0.1933014783124302,8.14142963471886e-07,0.3610436961319392,4.0,0.622397546779659,-0.2566124941101855,0.4110676885228166,-0.0869590929911542,0.6894805111514767,0.006925469044304,0.0129365981323203,0.1278647812946697,1.068200246884284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,18.0,-0.1189839572192513,3.2807612789605645e-07,0.1277244065946286,0.0617505995203836,0.1243781094527363,1.434118889587343,30.0,-0.1160048577699401,-0.0017015706806282,0.015980006906903,1.0,0.1093057607090103,0.0194285714285714,6.510030788968833e-08,0.0486140724946602,3.3442213477587245e-07,-0.0280748663101604,8.779346606366444e-07,-0.1592109897851356,5.0,1.6232741662691967,0.0142384871230619,3.9053366486344334,-0.0102617021676246,-49.68565590111643,0.015174506828528,0.0560538116591928,-0.0038377192982456,0.0446327166227901,-0.0051546391752577,0.0898876404494382,0.2049689440993787,0.39568345323741,0.3242320819112627,0.276315789473684,0.3242320819112627,0.2556634304207119,0.4477611940298507,0.3807829181494662,0.4057971014492754,0.2356687898089171,0.1582089552238805,0.1411764705882352,0.3063973063973062,0.3472222222222223,0.3661971830985915,0.375886524822695,0.3020134228187918,0.3242320819112627,0.4531835205992509,0.5038759689922481,0.5275590551181102,0.6869565217391305,0.515625,0.4865900383141763,0.5901639344262295,0.6371308016877637,0.7477477477477474,0.7962962962962961,0.8130841121495325,0.732142857142857,0.7017543859649125,0.5772357723577235,0.7168141592920354,0.6943231441048034,0.583673469387755,0.4696969696969695,0.5038759689922481,0.4531835205992509,0.4477611940298507,0.4109090909090909,0.5901639344262295,0.4586466165413532,0.6724137931034484,0.7962962962962961,0.8388625592417063,0.94,1.4249999999999998
BBTU-L^C18,18.0,-0.8431044314858079,-2.443327783527504e-07,-0.0951220051481749,0.0344220614120868,0.1100412017962131,-2.0627888290695724,18.099999999999994,-0.6385514698665911,-0.0008628127696289,0.0928772074076042,1.0,0.174413821472645,-1.241794268523161,7.61177087450824e-08,-0.8655748131656942,2.3630854259919843e-08,0.0104302717021394,5.767485171580796e-07,-0.4790170398535417,3.0,1.5318568736874134,-0.0669798259931088,0.998730512715816,0.0839824732229795,-1.00569811645761,0.0763278227224762,-0.1038443132876056,-0.9160175267770204,0.385898170173635,0.02,-0.0123456790123456,-0.118942731277533,-0.0430622009569376,-0.0147783251231525,-0.0267639902676399,0.0230179028132992,0.0309278350515465,0.0309278350515465,-0.0243902439024389,0.015228426395939,-0.0476190476190476,0.0204081632653061,0.0869565217391303,0.0928961748633878,0.0989010989010987,0.1904761904761904,0.1695906432748537,0.2578616352201257,0.2698412698412697,0.3651877133105801,0.36986301369863,0.3745704467353952,0.4598540145985401,0.3422818791946309,0.2658227848101264,0.3468013468013466,0.4084507042253522,0.5503875968992247,0.5325670498084292,0.4285714285714286,0.5384615384615383,0.5325670498084292,0.4814814814814814,0.4869888475836432,0.6129032258064517,0.7543859649122808,0.7467248908296944,0.7699115044247788,0.7777777777777777,0.8604651162790697,1.0408163265306123,1.1978021978021975,1.0202020202020203,1.0202020202020203,1.1739130434782608,1.2099447513812156,1.5974025974025974,1.8985507246376816
BCYN-L,18.0,0.0150756247159593,3.031732528942089e-07,0.1180293856477863,0.0315200833350208,0.5719711805424033,0.7777705493236804,-263.3493,-0.196946721609378,0.0033087176966509,-0.060311462066336,1.0,0.0661503098279417,0.0697099756612868,1.236837796318005e-07,0.0103403339737399,3.3356374752869747e-06,0.0263008139714345,2.5124202918122965e-07,-0.0578030734422786,4.0,18.34279429416708,-0.1262605343205272,0.1006402057196707,-0.0525481801215824,-0.1849736536368633,0.0470617657813544,0.0890384246683247,0.0351755284031996,0.5040784814678219,0.059556786703601,0.0732069862504645,0.0501818181818181,0.0625459896983076,0.0648967551622419,-0.0279367216425446,0.1241728298949007,0.0756052141527001,0.055941499085923,-0.0044812133746984,0.0059212817833507,-0.0424403183023872,-0.0540452014412053,0.0696296296296294,-0.0099417209461776,0.0877589453860638,0.20233139050791,0.3272058823529411,0.2512998266897748,0.4425574425574425,0.5394456289978675,0.6751740139211138,0.7387116195063215,0.8266919671094244,0.6918570591681312,0.597345132743363,0.6958308866705811,0.8838878016960208,0.8753246753246753,1.0,0.9012508229098092,1.0762041696621134,1.0482269503546098,1.1911987860394535,1.1961977186311787,1.3346806790622474,1.1313653136531363,0.9673024523160764,1.0280898876404492,0.8716785482825664,0.9986159169550172,0.9862448418156808,1.2387596899224804,1.0687679083094554,1.2318392581143742,1.5444933920704846,1.3575510204081631,1.4350758853288363,1.3672131147540982
BCZB-L,19.0,-0.2487644151565074,4.395762059201301e-07,0.1711328721608634,0.1177944862155388,0.1178655618258447,2.308504831049129,99.0,-0.0516194600292255,0.0036581167154415,0.0139860139860139,1.0,0.0696767001114827,0.1191456510550694,3.2849452040478795e-08,-0.0275052636294404,7.449104430550996e-06,0.0370283203891111,5.273095116774703e-07,-0.4059439763151901,4.0,5.906862816626282,0.0466329846533362,-0.0618494127121097,0.0435607043286359,0.2704884291332976,0.0078502894298628,0.0254760679361811,0.0678662598841915,0.7438145223764794,0.0307414104882459,0.0593869731800766,0.2426966292134831,0.352078239608802,0.3999999999999999,0.4035532994923858,0.4668435013262599,0.5446927374301676,0.5800000000000001,0.6507462686567165,0.7227414330218069,0.6556886227544911,0.6556886227544911,0.7281249999999999,0.8071895424836601,0.7555555555555558,0.9134948096885812,14.800000000000002,0.9679715302491104,0.9540636042402828,0.9750000000000004,0.9335664335664338,0.9335664335664338,0.9609929078014184,14.800000000000002,0.9268292682926828,0.9335664335664338,1.0481481481481485,1.1187739463601534,1.0711610486891383,1.1771653543307088,14.800000000000002,14.800000000000002,1.063432835820895,1.0405904059040592,0.9892086330935256,1.1026615969581752,0.819078947368421,0.9750000000000004,0.7667731629392973,0.8557046979865772,0.8745762711864407,1.0109090909090912,0.9892086330935256,1.0946969696969695,1.1771653543307088,1.0481481481481485,1.3041666666666667,1.5136363636363637
BCZN-L,18.0,0.1277361240841914,1.2278221757431668e-06,0.4780075277229791,0.0293960657110306,0.2866656079954176,1.6022454454597788,33.52289999999999,-0.0397284620501422,0.0025319944363755,0.0331554029361826,1.0,0.1570401940627763,0.1346031065059089,3.61640743319814e-07,-0.0148764689644128,7.374274845414977e-07,0.0690817158952943,1.817501822575221e-06,0.1253287642126924,5.0,0.9490657204081104,-0.0155787080790185,0.0125442109853926,0.0009823560643619,0.0633119767407509,0.0343739597421957,0.0866395775008266,0.1627149788581695,0.6167346550187571,0.0307692307692308,0.0,-0.0114068441064637,-0.0334572490706319,-0.0298507462686566,-0.0076335877862595,-0.0038314176245209,0.0038610038610038,-0.0262172284644194,-0.040590405904059,-0.8049512378094523,-0.8152096659559346,-0.7614678899082569,-0.7544853635505193,-0.759481961147086,-0.7574626865671642,-0.752851711026616,-0.751434034416826,-0.7601476014760148,-0.713340683572216,-0.7139713971397139,-0.6897374701670644,-0.6933962264150944,-0.672544080604534,-0.6774193548387097,-0.6817625458996328,-0.6829268292682926,-0.693034238488784,-0.6919431279620853,-0.6836982968369829,-0.6687898089171974,-0.6601307189542484,-0.6556291390728477,-0.6569920844327177,-0.6495956873315364,-0.6467391304347826,-0.6327683615819208,-0.6237337192474675,-0.6443228454172366,-0.6596858638743455,-0.6542553191489362,-0.631728045325779,-0.6101949025487257,-0.6306818181818181,-0.6353436185133239,-0.5859872611464968,-0.5886075949367089,-0.59375,-0.536541889483066
BDAJ-L,12.0,-0.4247728930442278,9.8380074169075e-08,0.0383006733058059,0.1544165054803352,0.1328205609229903,0.5561071259608888,7.450000000000001,-0.5183279463800093,0.0007831534980856,-0.0925573102709822,1.0,0.1327514928801102,-0.5194639438417358,1.4724348418133805e-07,-0.2279003199191531,7.649245805297367e-09,-0.3140375306677276,1.0350158666233894e-06,-0.4088059701492537,3.0,0.456971887878745,0.0482790299843188,0.1064622780220044,0.5479642781012644,0.6782673084042947,0.0196541786743515,0.2264276228419655,-0.3217326915957052,-0.3028212993651307,-0.0485436893203884,-0.055045871559633,-0.1043478260869564,-0.1196581196581195,-0.237037037037037,-0.1792828685258963,-0.1308016877637131,-0.0925110132158589,0.0618556701030927,0.0404040404040404,-0.004830917874396,-0.0964912280701753,-0.134453781512605,-0.1792828685258963,-0.2313432835820895,-0.326797385620915,-0.346031746031746,-0.3156146179401993,-0.3156146179401993,-0.2695035460992907,-0.2196969696969697,-0.2454212454212454,-0.237037037037037,-0.2076923076923077,-0.2589928057553956,-0.2589928057553956,-0.2342007434944237,-0.2196969696969697,-0.3223684210526315,-0.2822299651567944,-0.2746478873239436,-0.2771929824561403,-0.3016949152542373,-0.3156146179401993,-0.3333333333333332,-0.3522012578616352,-0.3850746268656716,-0.3522012578616352,-0.346031746031746,-0.2616487455197133,-0.2969283276450511,-0.2771929824561403,-0.2196969696969697,-0.2771929824561403,-0.289655172413793,-0.1759999999999999,-0.1825396825396825,1.0,-0.134453781512605
BDBL-L^I07,19.0,-0.1752889378095762,-6.131832416548261e-07,-0.2387204036343263,0.2224891558224891,-0.0845737613371589,1.3197134516040991,-128.95,0.6931278189541621,-0.0028896672504378,-0.022690617874423,1.0,0.521969696969697,0.4877482589631157,-1.5334896430081256e-07,-0.1703513798823657,8.280682507209585e-08,-0.0492019812878371,1.4083122388734937e-06,0.0416339047019972,3.0,1.1232246443382163,0.3660058027079305,-0.2576467258918613,0.0522124978092929,-0.2293506620850357,-0.0772479482417779,0.1440138485593031,-0.1305832011154383,1.57999816844677,0.0307017543859651,-0.0338983050847457,-0.088,-0.139622641509434,-0.2137931034482759,-0.1492537313432836,-0.142857142857143,-0.1524163568773234,-0.1023622047244094,-0.257328990228013,-0.1857142857142857,-0.1914893617021277,-0.0916334661354582,-0.0806451612903226,-0.142857142857143,-0.0578512396694215,-0.0338983050847457,0.0754716981132073,-0.0693877551020409,-0.1363636363636364,-0.0769230769230771,-0.1196911196911196,-0.0769230769230771,-0.0460251046025106,-0.0617283950617285,-0.0172413793103448,-0.1492537313432836,-0.139622641509434,-0.0655737704918033,0.0654205607476634,-0.0043668122270743,0.0410958904109588,0.0178571428571425,-0.0655737704918033,0.0654205607476634,-0.1162790697674419,-0.170909090909091,-0.1162790697674419,0.0178571428571425,0.4339622641509433,0.3411764705882352,0.2391304347826084,0.4901960784313723,0.4339622641509433,0.6056338028169013,0.9487179487179488,0.7812499999999998,0.9487179487179488,1.505494505494505
BDCK-L^L08,18.0,0.0155163188871054,6.510571049821677e-07,0.2534652031110606,0.133234274393264,0.1269909599655617,1.905473515363196,2.0,-0.0399646892084587,0.0004051863857374,-0.0320108784966817,1.0,0.0982194141298104,0.1809235427706283,5.1750692960121017e-08,0.0724714627024151,7.148333413625753e-09,-0.0048154093097914,9.310951289841128e-07,-0.0761904761904762,4.0,0.1430563595011965,0.1209686683589336,-0.8168462291870715,-0.9592556317335946,0.0407443682664053,0.0052687038988408,0.0127959053103007,0.0407443682664053,0.3440318592585709,0.0456140350877192,0.1264822134387353,0.1003861003861004,0.0714285714285714,0.1309523809523809,0.1924686192468618,0.3073394495412844,0.3380281690140847,8.5,0.2780269058295965,0.3317757009345794,0.3133640552995391,0.2391304347826088,0.2337662337662338,0.3073394495412844,0.2231759656652361,0.2025316455696202,0.2555066079295154,0.2391304347826088,0.2076271186440679,0.2837837837837837,0.2837837837837837,0.3194444444444444,0.2610619469026549,0.2500000000000002,0.2610619469026549,8.827586206896553,0.3380281690140847,0.2610619469026549,0.2076271186440679,0.2076271186440679,8.827586206896553,8.827586206896553,0.3636363636363637,0.3970588235294117,8.5,8.5,8.5,8.5,0.5000000000000002,0.4690721649484537,0.4108910891089108,0.3970588235294117,0.3701923076923077,0.4615384615384617,0.5489130434782608,0.4690721649484537,0.601123595505618,0.7065868263473054
