firms,age,cashdebt,chcsho,grltnoa,herf,mve_ia,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,8.0,0.2601855586930213,0.023076923076923,0.0843765341188,5.926565107946104e-06,3.81378486703446,0.4942954742799508,0.0216666666666667,-0.0338164251207729,0.0033444816053511,-0.0275526742301458,0.0380622837370241,0.1214953271028038,0.149425287356322,0.1152416356877323,0.1811023622047243,0.5,0.36986301369863,0.4388489208633093,0.5228426395939088,0.7647058823529411,0.6759776536312849,0.948051948051948,0.910828025477707,1.2058823529411762,1.127659574468085,1.197802197802198,1.1660649819494586,1.3076923076923077,1.5641025641025643,1.34375,1.6548672566371685,1.6200873362445414,1.6315789473684212,1.7522935779816513,1.7027027027027026,1.727272727272727,1.4793388429752068,1.1582733812949644,1.2727272727272725,1.0134228187919463,1.0408163265306123,0.9867549668874172,0.8633540372670807,0.7341040462427746,0.7751479289940828,0.875,0.8987341772151898,0.9867549668874172,1.0689655172413794,1.1739130434782612,1.42914979757085,2.488372093023256,2.934426229508197,3.9382716049382713,3.137931034482759
BALZ_07-L^I10,8.0,0.1521336811981475,-1.1138550954305873e-07,-0.03279087098769,2.4114602085675464e-08,0.1484393016439839,0.3401341158849026,0.125,0.1034482758620691,0.1034482758620691,0.1428571428571428,0.032258064516129,0.1851851851851851,0.2307692307692308,0.3913043478260869,0.3913043478260869,0.3333333333333335,0.28,0.2307692307692308,0.3333333333333335,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.523809523809524,0.4545454545454546,0.3913043478260869,0.3913043478260869,0.2307692307692308,0.1851851851851851,0.1034482758620691,0.0666666666666666,0.0,-0.0588235294117647,-0.0857142857142856,-0.0303030303030302,0.0,0.0,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.3913043478260869,0.5999999999999999,0.8823529411764706,0.8823529411764706,1.4615384615384617,1.2857142857142856,1.2857142857142856,1.4615384615384617,1.4615384615384617,3.571428571428571,2.2,2.555555555555556,2.2,1.9090909090909087
BAMD_17-L^J98,7.0,0.0891417070187868,0.0048543689320388,-0.0087201180521396,5.41697325083522e-08,0.630986013328099,0.6726706433365632,0.0135746606334843,0.04739336492891,0.0045454545454544,0.0327102803738317,0.0375586854460094,0.1049999999999999,0.0625,0.04739336492891,0.0886699507389163,0.0728155339805824,0.0833333333333332,0.0780487804878049,0.0940594059405941,0.3641975308641973,0.3313253012048194,0.4076433121019107,0.5241379310344827,0.4932432432432432,0.3641975308641973,0.2485875706214688,0.3393939393939393,0.3987341772151898,0.3154761904761904,0.2142857142857142,0.2485875706214688,0.3475609756097562,0.4350649350649349,0.0886699507389163,0.0279069767441859,-0.0264317180616739,-0.0753138075313808,-0.0221238938053096,0.0523809523809524,0.0886699507389163,0.1275510204081633,0.201086956521739,0.201086956521739,0.1161616161616161,0.0940594059405941,0.2209944751381214,0.277456647398844,0.4258064516129032,0.4258064516129032,0.4932432432432432,0.753968253968254,0.7,1.125,1.0462962962962965,0.753968253968254
BBNH_32-L^L97,10.0,0.0320630749014454,0.0004768717215069,-0.0160994588792987,0.0001185014663264,16.701778462257927,6.735437412028852,0.0660592255125285,0.0257009345794392,0.0138568129330252,0.0115207373271888,0.0427553444180521,0.0045766590389015,0.0045766590389015,-0.0538793103448276,0.0,0.0068807339449539,-0.0022727272727274,0.0733496332518337,0.1522309711286087,0.1343669250645993,0.1002506265664158,0.1030150753768843,0.111392405063291,0.158311345646438,0.2027397260273971,0.0786240786240783,0.1613756613756614,0.0527577937649879,0.0920398009950249,-0.0134831460674158,0.0578313253012046,0.0655339805825241,0.0329411764705882,-0.0777310924369748,-0.0287610619469026,-0.0619658119658119,-0.0835073068893529,-0.0777310924369748,0.0527577937649879,0.0759803921568627,0.0552884615384614,-0.0351648351648351,0.0502392344497608,0.0209302325581395,0.0839506172839505,0.0707317073170732,0.0162037037037034,-0.0330396475770925,-0.0045351473922903,-0.0559139784946237,-0.0178970917225951,0.0655339805825241,0.0920398009950249,0.1314432989690721,0.0402843601895734
BBOU_00-L,7.0,0.1949875344442986,0.0015552099533437,-0.0171673819742382,1.7881599328527704e-05,15.70208694166974,0.5643749156458848,0.0317164179104476,-0.0201096892138938,0.0,-0.0411449016100178,-0.003717472118959,0.0094161958568739,0.0094161958568739,-0.02367941712204,0.0075187969924812,-0.0853242320819113,-0.1096345514950164,-0.0694444444444443,-0.0662020905923345,-0.0411449016100178,-0.0324909747292417,-0.0110701107011069,0.0170777988614803,0.1006160164271048,0.1006160164271048,0.0287907869481767,0.0248565965583174,-0.0128913443830569,0.0229007633587785,-0.0496453900709218,0.0387596899224806,0.0571992110453649,-0.0183150183150182,-0.0359712230215826,-0.0092421441774491,-0.1096345514950164,-0.1227495908346971,-0.0307414104882459,-0.0254545454545453,0.0677290836653388,0.0938775510204081,-0.0899830220713071,-0.0055658627087197,-0.027223230490018,-0.0147058823529412,-0.03770197486535,-0.0694444444444443,0.0268199233716475,0.0075187969924812,-0.1021775544388609,-0.1702786377708978,-0.1326860841423947,-0.1382636655948552,-0.1125827814569535,-0.1492063492063491
BBQS_26-L^G99,7.0,0.0124675324675324,0.0001415628539071,-0.146141801499869,1.7546684140755465e-05,2.241312349967658,1.3378608558139502,0.0303867403314916,0.0342857142857142,-0.0054945054945054,0.0111731843575419,-0.0216216216216216,0.0492753623188406,0.0168539325842695,0.0710059171597634,0.1677419354838709,0.0903614457831325,0.0342857142857142,-0.0572916666666666,-0.081218274111675,0.0111731843575419,-0.0163043478260869,-0.0216216216216216,-0.0268817204301075,0.0111731843575419,0.0342857142857142,0.0111731843575419,0.1172839506172838,0.0838323353293413,0.0462427745664739,0.0111731843575419,0.0647058823529411,0.1830065359477124,0.124223602484472,0.0710059171597634,0.0710059171597634,0.0342857142857142,0.0111731843575419,0.1383647798742138,0.1753246753246753,0.1036585365853659,0.1455696202531644,0.0710059171597634,0.222972972972973,0.2569444444444444,0.2066666666666667,0.1528662420382165,0.1312499999999998,0.124223602484472,0.2482758620689655,0.3609022556390977,0.5470085470085471,0.7075471698113207,1.1294117647058823,0.81,0.4251968503937009
BBTU_63-L^C18,7.0,0.0604902897166507,0.0008554319931565,-0.0595817510830496,2.1783688897835656e-05,4.14944262133076,0.7571533057110669,0.0934782608695654,0.0526315789473683,-0.0064794816414687,-0.0128755364806868,0.0087719298245614,0.0244988864142536,0.1274509803921568,0.3031161473087818,0.3333333333333332,0.1704834605597962,0.1138014527845034,0.1499999999999999,0.1138014527845034,0.1138014527845034,0.0526315789473683,0.0722610722610721,0.1138014527845034,0.0823529411764705,0.1358024691358024,0.1138014527845034,0.2137203166226911,0.2707182320441987,0.2534059945504086,0.1414392059553348,0.1084337349397588,0.2332439678284181,0.1704834605597962,0.0244988864142536,-0.0191897654584223,-0.0980392156862745,-0.065040650406504,0.1734693877551019,0.2637362637362637,0.1084337349397588,0.0132158590308368,-0.0554414784394251,0.0043668122270741,0.0087719298245614,0.0648148148148146,0.1704834605597962,0.0823529411764705,-0.0212765957446809,-0.0873015873015873,0.0430839002267573,-0.0170940170940171,0.0952380952380951,0.1084337349397588,0.3333333333333332,0.0772833723653396
BBVN_02-L^I99,8.0,0.1784651992861392,0.0017467248908296,-0.0412121212121204,1.410436368779709e-07,0.924811329349428,0.45281444350626,0.0394736842105263,0.0,0.0,0.0410958904109588,0.2159999999999999,0.3451327433628319,0.2258064516129032,0.1875,0.1603053435114503,0.1603053435114503,0.1343283582089551,0.1782945736434107,0.2459016393442623,0.3818181818181816,0.357142857142857,0.3944954128440365,0.52,0.5833333333333335,0.6521739130434783,0.6703296703296704,0.8313253012048194,0.7674418604651163,0.7674418604651163,0.6000000000000001,0.7674418604651163,0.8765432098765431,0.6703296703296704,0.6521739130434783,0.1875,0.1259259259259257,0.0555555555555555,0.2459016393442623,0.1782945736434107,0.0482758620689656,0.1014492753623188,-0.243781094527363,-0.1213872832369942,-0.0379746835443037,-0.1162790697674418,-0.1412429378531073,-0.1213872832369942,-0.2164948453608247,-0.3059360730593606,-0.3214285714285715,-0.251231527093596,-0.1827956989247312,-0.1363636363636363,-0.111111111111111,-0.0843373493975903
BCPS_48-L^C06,7.0,0.1058438323012314,0.0016501650165016,0.0577600579920144,6.353715239034947e-05,5.33814806861981,0.4540790447063449,0.0551020408163265,0.008230452674897,-0.0630975143403441,-0.0666666666666666,-0.0772128060263652,-0.0719696969696969,-0.0942698706099814,0.0294117647058824,0.0123966942148761,0.0103092783505156,0.0040983606557378,-0.1155234657039711,-0.1522491349480969,-0.1595197255574613,-0.2159999999999999,-0.1537132987910189,-0.1522491349480969,-0.1358024691358024,-0.1537132987910189,-0.1967213114754097,-0.1927512355848434,-0.2319749216300939,-0.2006525285481238,-0.2804698972099853,-0.2541856925418568,-0.234375,-0.2134831460674157,-0.308885754583921,-0.2929292929292928,-0.2794117647058822,-0.3049645390070921,-0.241486068111455,-0.2185007974481657,-0.1327433628318584,-0.1187050359712229,-0.2438271604938271,-0.2631578947368421,-0.2071197411003235,-0.176470588235294,-0.1327433628318584,-0.1448516579406631,-0.1281138790035586,-0.117117117117117,-0.0277777777777776,-0.0020366598778003,0.0840707964601772,0.2564102564102566,0.53125,0.4497041420118344
BCQE_67-L^A14,8.0,0.1869425615412058,0.1048951048951049,-0.009260927534141,9.940256070597054e-06,7.380971628200737,0.8789676503482325,0.0356589147286821,-0.0476190476190475,0.0242159587137753,0.0303514376996805,-0.0069284064665127,0.0872313527180783,0.1106328024106759,0.1130284728213977,0.1600719424460432,0.1786203746002741,0.2210127780407005,0.324435318275154,0.3036887316826682,0.3983739837398374,0.420704845814978,0.5760537568723274,0.6125,0.6742375081116159,0.7432432432432432,0.585740626920713,0.5837937384898713,0.6370558375634519,0.6677440206851972,0.5449101796407188,0.4659090909090908,0.5779816513761467,0.6155291170945523,0.4254143646408839,0.4930555555555556,0.4535211267605634,0.50087260034904,0.5504807692307692,0.5239220318960427,0.6175548589341695,0.6720674011665588,0.7269076305220885,0.7142857142857142,0.8297872340425534,0.948640483383686,0.9153674832962138,1.0,0.8873445501097295,0.948640483383686,1.036306235201263,1.3955431754874654,1.606060606060606,1.4975798644724103,2.119709794437727,1.844542447629548
