firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcapx_ia,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.0853032263122819,-0.0853032263122819,10.0,-0.4536251212415131,0.1995937520724055,0.9669117647058824,0.1193317422434367,-0.4106394411606663,-0.4808498961150912,4.969681902739726e-06,-0.5613482056256063,-0.0184000604995664,0.0626996779593871,0.4733073734455469,0.3214552644973751,0.3997882557447076,-0.5253770534709686,-0.9653948535936112,0.455548128342246,-0.0650595931535085,-0.1215469613259668,-0.127710843373494,-0.2198275862068964,-0.2426778242677824,-0.2198275862068964,-0.2730923694779117,-0.1735159817351598,-0.6660516605166051,-0.6937394247038917,-0.6478599221789882,-0.6571969696969697,-0.6350806451612903,-0.6450980392156862,-0.6173361522198731,-0.6578449905482042,-0.7042483660130718,-0.7003311258278145,-0.7131537242472266,-0.6937394247038917,-0.7113237639553429,-0.7003311258278145,-0.6942567567567568,-0.6884681583476764,-0.7047308319738989,-0.6983333333333333,-0.7085346215780999,-0.6973244147157192,-0.706645056726094,-0.6868512110726643,-0.6616822429906541,-0.6532567049808429,-0.6635687732342007,-0.6437007874015748,-0.5475,-0.58675799086758,-0.565947242206235,-0.5406091370558375,-0.4676470588235294,-0.494413407821229,-0.4123376623376623,-0.4235668789808917,-0.3345588235294118,-0.3581560283687942,-0.336996336996337,-0.3465703971119134,-0.3038461538461539,-0.2264957264957264,-0.29296875,-0.1991150442477874
BALZ_07-L^I10,0.028211462184693,-0.028211462184693,10.0,0.0219924914304369,-0.1535697374325425,2.1582009157015887,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.532312063696458e-08,-0.0196855106371401,-0.0096721236295383,-0.0096342587485635,-0.0319136558585792,0.0104336357594083,-0.0239793655479703,-0.0269268402687756,-0.3392880258899677,1.704713169943442,-0.0803568593834333,-0.0416666666666666,0.0,-0.0588235294117647,0.1428571428571428,0.1162790697674418,0.2307692307692306,0.1428571428571428,0.2307692307692306,0.1999999999999999,0.1999999999999999,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.6000000000000001,0.6000000000000001,0.5,0.4117647058823528,0.1707317073170731,0.1999999999999999,0.263157894736842,0.3333333333333332,0.4545454545454543,0.4117647058823528,0.3333333333333332,0.5,0.6551724137931034,0.6551724137931034,0.714285714285714,0.5483870967741935,0.7777777777777777,0.846153846153846,1.0869565217391304,1.0869565217391304,1.0,0.92,0.846153846153846,1.0,1.4,1.4,1.4,1.4,1.2857142857142856,1.1818181818181817,1.0869565217391304,1.0869565217391304,0.846153846153846,0.7777777777777777,0.6551724137931034,0.6000000000000001
BAMD_17-L^J98,0.006616110691122,-0.006616110691122,9.0,0.2759953027639453,-0.1283256393115318,1.4497230670615062,0.070531720444922,0.0885401189833655,0.010325235692532,7.788188139369967e-08,0.0991182176650628,0.0842120007282031,0.1078766168920796,-0.0504828825837672,0.0684299553759657,-0.6329725441464642,-0.1050893585137857,-0.1388709469060845,1.269354424082983,0.1509468879156127,0.0,-0.0025252525252524,0.0180412371134022,0.4007092198581561,0.6596638655462186,0.5250965250965252,0.462962962962963,0.4208633093525182,0.7099567099567099,0.5674603174603174,0.5674603174603174,0.3166666666666666,0.4416058394160582,0.2993421052631579,0.2824675324675325,0.3079470198675498,0.3667820069204153,0.2421383647798742,0.4056939501779359,0.6880341880341883,0.592741935483871,0.592741935483871,0.592741935483871,0.763392857142857,0.7873303167420815,0.8720379146919433,0.7954545454545454,0.8457943925233644,0.8544600938967137,0.975,0.8990384615384615,0.8720379146919433,0.9458128078817736,0.9174757281553398,0.9362745098039216,0.9268292682926832,0.9554455445544554,1.4382716049382718,1.379518072289157,1.515923566878981,1.724137931034483,1.6689189189189189,1.4382716049382718,1.231638418079096,1.393939393939394,1.5,1.3511904761904765,1.1703296703296702,1.231638418079096
BBOU_00-L,0.1381098655602984,-0.1381098655602984,10.0,1.2083706642774863,-0.6471686505752895,1.0035160038797284,0.1859614105123087,0.0895953757225433,0.2798101089081262,0.0002539879804478,0.3203634967362089,0.2023517650411911,-0.2804451736886921,1.04674508425497,0.0952233663411003,1.956056510597436,1.659093979454879,-1.2937219730941705,0.7324199806013579,2.1536997885835096,-0.1081460674157304,-0.0165745856353591,0.0070721357850069,-0.0246575342465753,-0.0339213025780189,0.1194968553459119,0.2921960072595282,0.0987654320987654,0.1248025276461295,0.1230283911671925,0.0455212922173275,0.1212598425196851,0.0611028315946349,0.0274170274170275,0.0804248861911989,0.225473321858864,0.231833910034602,0.3459357277882797,0.4183266932270917,0.3433962264150945,0.3852140077821013,0.3988212180746562,0.3308411214953273,0.2875226039783001,0.3283582089552237,0.3016453382084096,0.3283582089552237,0.2737030411449017,0.3234200743494424,0.3408662900188326,0.3408662900188326,0.2969034608378871,0.3383458646616541,0.2150170648464162,0.1827242524916945,0.2361111111111111,0.2404181184668989,0.2737030411449017,0.2851985559566787,0.3136531365313653,0.3510436432637571,0.462012320328542,0.462012320328542,0.3666026871401151,0.3613766730401528,0.3112338858195211,0.3587786259541985,0.2624113475177305,0.3798449612403101
BBQS_26-L^G99,0.0733771192912784,-0.0733771192912784,9.0,-0.0462548492987168,-0.0784729711834576,1.770366683258669,0.1156758803483528,-0.0216284987277355,-0.0581029479150742,1.0927451233154671e-05,-0.0475678901820352,-0.0113037628016513,0.0360340054750595,-0.0058222356646134,0.0342610208663788,-0.0063231887698314,0.0629123880801611,-1.6844319775596075,1.0174216027874563,-0.0358355925337322,-0.1818181818181818,0.0271084337349398,-0.0554016620498614,-0.0501392757660166,-0.0606060606060605,0.0240240240240241,0.1799307958477509,0.1481481481481481,0.1035598705501619,0.0,0.0118694362017803,0.0524691358024691,0.0723270440251573,0.0396341463414635,-0.0284900284900283,-0.0631868131868131,-0.1096605744125326,-0.1278772378516623,-0.0833333333333333,-0.1474999999999999,-0.0606060606060605,-0.03125,-0.0580110497237569,-0.0857908847184986,-0.0580110497237569,-0.0257142857142856,-0.0631868131868131,-0.047486033519553,-0.0783783783783783,-0.0115942028985507,-0.042134831460674,0.0088757396449705,0.1,0.0271084337349398,-0.0257142857142856,-0.1119791666666666,-0.1345177664974618,-0.047486033519553,-0.0733695652173913,-0.0783783783783783,-0.0833333333333333,-0.047486033519553,-0.0257142857142856,-0.047486033519553,0.0524691358024691,0.0209580838323353,-0.014450867052023,-0.047486033519553,0.0029411764705882
BBTU_63-L^C18,0.0705064089741025,-0.0705064089741025,9.0,0.1005559506108991,0.4013045242019252,0.4153820924893408,0.0233869283775318,-0.0284094196609384,0.0828165633126624,1.6623116164568927e-05,0.0565324196780658,0.0556752496200739,-0.5187220805816266,-0.1654510686266151,-0.5182737288964472,-0.0138922145434006,-0.1029475233117125,-1.5172185430463578,0.4011971138078058,-0.0021963081106521,-0.1393939393939394,-0.1395045632333768,-0.1821561338289963,-0.1951219512195121,-0.1901840490797547,-0.1105121293800539,-0.0571428571428571,0.0361067503924645,-0.004524886877828,0.0280373831775699,-0.0104947526236881,0.0410094637223974,0.1301369863013699,0.0999999999999998,0.1438474870017332,0.1764705882352939,0.2359550561797752,0.1956521739130434,0.1764705882352939,0.1849192100538599,0.3414634146341462,0.3778705636743213,0.306930693069307,0.3121272365805168,0.4347826086956521,0.5102974828375284,0.4254859611231101,0.4163090128755364,0.4473684210526316,0.4699331848552337,0.6176470588235292,0.8696883852691217,0.9130434782608694,0.6793893129770991,0.5980629539951574,0.6499999999999999,0.5980629539951574,0.5980629539951574,0.5102974828375284,0.5384615384615383,0.5980629539951574,0.552941176470588,0.6296296296296295,0.5980629539951574,0.7414248021108178,0.8232044198895025,0.7983651226158037,0.6377171215880892,0.5903614457831323
BBVN_02-L^I99,0.0355630821337849,-0.0355630821337849,10.0,-0.0498678996036988,-0.0616985067553997,1.3557760453579024,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.3570151608143533e-07,-0.0260898282694847,0.0310233209112925,-0.0475896609903433,0.1264264742041395,-0.0794208475439237,-0.0294089333846746,-0.0313421285377357,-0.6034482758620691,0.9199149539333809,0.0165094339622642,-0.1769911504424777,0.0610328638497652,0.0319634703196345,0.1188118811881187,0.2216216216216213,0.2625698324022345,0.4487179487179484,0.3865030674846625,0.4868421052631577,0.4868421052631577,0.3452380952380951,0.3780487804878047,0.3452380952380951,0.2988505747126435,0.2988505747126435,0.2555555555555553,0.2768361581920902,0.3452380952380951,0.3532934131736527,0.3614457831325299,0.3614457831325299,0.4487179487179484,0.4675324675324674,0.4303797468354429,0.4868421052631577,0.4868421052631577,0.4868421052631577,0.547945205479452,0.8079999999999998,1.0,0.8225806451612903,0.7656249999999998,0.7251908396946563,0.7251908396946563,0.6865671641791042,0.7519379844961238,0.8524590163934425,1.0545454545454542,1.0178571428571423,1.0733944954128436,1.2599999999999998,1.3541666666666663,1.4565217391304346,1.4835164835164831,1.72289156626506,1.6279069767441858,1.6279069767441858,1.3789473684210525,1.6279069767441858
BCPS_48-L^C06,0.056855716097118,-0.056855716097118,9.0,0.0151417170076181,0.24573780406234,1.1090455678984357,0.0450979373408842,0.0821036548590729,-0.0437375745526743,3.997066711860416e-05,-0.0438636614564439,0.089703150879891,-0.0373139657502982,-0.2159866155778414,0.1406080347883724,0.5035264181005197,-0.6838991502879308,-1.0906906906906908,1.0387667195647243,-0.1654538274947819,-0.2813487881981033,0.0735294117647058,0.1392557022809124,0.0735294117647058,0.0650953984287316,0.1745049504950495,0.3557142857142856,0.3713872832369942,0.4667697063369398,0.3694083694083694,0.4185351270553064,0.4488549618320612,0.5355987055016183,0.5506535947712419,0.485133020344288,0.555737704918033,0.553191489361702,0.4422492401215805,0.4555214723926382,0.6084745762711863,0.6084745762711863,0.5816666666666668,0.5039619651347069,0.8355899419729207,0.9367346938775508,0.9526748971193416,0.81453154875717,0.8076190476190477,0.7871939736346518,0.7973484848484849,0.7541589648798521,0.9936974789915968,0.9607438016528926,0.9567010309278352,0.944672131147541,0.7129963898916967,0.6418685121107266,0.6277873070325901,0.5184,0.6390328151986184,0.6418685121107266,0.6737213403880071,0.6390328151986184,0.555737704918033,0.5634266886326194,0.4874608150470221,0.5481239804241436,0.3935389133627021,0.4444444444444444
BCQE_67-L^A14,0.0786609245864169,-0.0786609245864169,10.0,0.2776649101644341,-0.0014437445388676,1.3044273461150355,0.1345513721429099,-0.1041707652960849,0.0443199397917753,1.5375514145216433e-05,0.1278331534505746,0.0192018568817929,-0.2336952962370319,-0.0054579341469494,-0.1990187219845675,0.0718516188273759,-0.1733429324994324,-0.911793214862682,0.9414732593340064,0.2212424716334474,-0.2291011942174732,-0.0952516349161217,-0.2746751766583085,-0.2025062656641604,-0.15552016985138,-0.1482869379014989,0.0095177664974619,-0.0877293577981651,-0.0310596833130329,-0.0784824790037648,-0.1582010582010581,-0.0012554927809165,-0.002195045468799,0.0659966499162478,0.1360228489825061,0.1882001493651979,0.0837874659400546,0.124381625441696,0.0553897180762852,0.0075997466751109,0.1596209912536443,0.1356174161313348,0.0826811840762165,0.1908682634730538,0.2333333333333334,0.1746031746031746,0.2631996824136562,0.2707667731629393,0.224788298691301,0.3409186683522966,0.3697804563065001,0.3727351164797239,0.4307553956834533,0.4536317953403379,0.5059157595835306,0.6334702258726899,0.6078827690752906,0.7246612466124662,0.7522026431718061,0.9437996334758704,0.98875,1.0648929266709928,1.15,0.9557467732022128,0.9533456108041743,1.019035532994924,1.0568842921784096,0.9053892215568864,0.8079545454545454
BCUB_73-L^L00,0.0685468667521303,-0.0685468667521303,9.0,0.1094408653463772,-0.1808329666564296,1.7457448675206175,0.1261061946902655,0.2098613251155624,-0.022622728301031,3.3158374818422404e-06,0.0450966356478168,0.0517055348521547,-0.0478848145922213,0.0618327498858471,-0.0324982985778055,0.023510639213964,-0.0242739595463472,-0.6039867109634552,1.393226881909107,0.0978421900161031,-0.081145584725537,-0.1104033970276007,-0.3016666666666666,-0.2182835820895522,-0.2197392923649906,-0.2340036563071297,-0.0411899313501143,-0.0969827586206895,-0.1413934426229507,-0.2109227871939735,-0.3755588673621459,-0.2898305084745762,-0.2168224299065418,-0.1895551257253384,-0.2570921985815602,-0.2153558052434455,-0.2240740740740741,-0.2109227871939735,-0.243682310469314,-0.2800687285223368,-0.2381818181818181,-0.2623239436619717,-0.2946127946127945,-0.2381818181818181,-0.2019047619047618,-0.2283609576427254,-0.2079395085066161,-0.2283609576427254,-0.160320641282565,-0.1396303901437371,-0.1307053941908713,-0.0871459694989105,-0.0520361990950225,-0.0300925925925925,-0.0584269662921347,-0.0233100233100231,0.0120772946859906,0.0527638190954775,0.0883116883116883,0.1542699724517908,0.1203208556149733,0.2215743440233237,0.2323529411764706,0.0968586387434555,0.1203208556149733,0.1736694677871151,0.207492795389049,0.1324324324324324,0.082687338501292
