firms,age,bm,bm_ia,cash,cashdebt,chatoia,che,chempia,chpmia,chtx,convind,depr,ep,herf,hire,invest,lev,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,tb,agr,egr,grltnoa,lgr,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BAOH-L,10.0,3.5855819018500847e-06,0.574274142754184,0.0739544627246695,0.3802799676924624,1.0693168622231812,-51.1144,0.1233068262194985,0.0558446235411042,-0.0040339233874028,1.0,0.0902305010057825,5.373528042712653e-07,1.2913047227362993e-07,0.0456709845886027,-0.0296829645976721,2.769890222216581e-06,4.0,0.560797258538824,0.7308196746207135,0.2287954140116399,0.5681732000598916,0.9404809411831424,0.0095839280684087,0.0170145594984938,1.0612402229530125,-0.0300361986598528,-0.1100332450243772,-0.1024621863734239,0.1883020965313394,0.8904354452777741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,23.0,3.634720924590144e-07,0.0582144349301485,0.0402353387739609,0.1607229304502178,1.827490989558315,29.0,0.2699894196068416,-0.0037524325094492,0.0042873696407879,1.0,0.1208609271523178,8.099737523647364e-08,3.825289640483019e-07,0.1,0.0721556209002488,1.0053545177201013e-06,5.0,1.8529893393025143,-0.0804544206060976,-0.0737354361921297,-0.0433842861907505,0.0775875689583198,0.0211322980145468,0.0858626198083067,0.2774433174409148,0.1506446505315539,-0.0464584920030464,0.0225073622212767,0.2666422823701536,0.1324398896334253,0.1648351648351649,0.0340909090909091,-0.1165048543689319,-0.1374407582938387,-0.1801801801801802,-0.1534883720930232,-0.0054644808743169,-0.0471204188481674,-0.0108695652173913,0.0833333333333334,-0.0945273631840795,-0.2017543859649121,-0.2222222222222221,-0.1689497716894976,-0.1838565022421524,-0.1121951219512193,-0.0990099009900989,-0.1078431372549019,-0.1801801801801802,-0.0666666666666666,0.0224719101123596,0.0769230769230771,0.205298013245033,0.3284671532846714,0.6697247706422018,0.4918032786885247,0.3284671532846714,0.2907801418439717,0.5689655172413794,0.5555555555555558,0.5555555555555558,0.6545454545454545,0.6851851851851851,0.6396396396396395,0.7169811320754718,0.7333333333333334,0.4559999999999999,0.3999999999999999,0.5294117647058825,1.6,1.527777777777778,1.2195121951219514,0.8762886597938147,1.2469135802469131,0.5555555555555558,-0.0761421319796954,-0.2631578947368421,-0.1207729468599032,-0.1207729468599032
BBTU-L^C18,23.0,2.173751223173543e-07,0.0348152449008272,0.0230885692657077,0.2216816777332194,1.4450056866584622,-117.0,-0.0121847537136973,-0.0851940836174466,0.1101766190075694,1.0,0.2524850894632207,8.368231833001417e-08,1.103879597521274e-08,-0.0045130485970304,0.0110803324099723,5.194270896681355e-07,4.0,0.7572708682543363,-0.0212073354266921,-0.0516555166763148,0.9959187837975716,0.0187448707540933,0.0547258888139512,0.1856209150326797,0.2453183017372299,-0.0085968096284267,0.1925175370226031,-0.0626438986953159,-0.0743132042030636,-0.0040812162024283,-0.0189873417721518,-0.0365853658536584,-0.1270718232044199,-0.0365853658536584,0.0259740259740259,0.0972222222222223,0.2153846153846155,0.2061068702290076,0.1617647058823528,0.3166666666666669,0.2440944881889764,0.0675675675675675,0.0326797385620916,0.0604026845637584,0.0394736842105263,0.2061068702290076,0.1791044776119403,0.1791044776119403,0.2845528455284554,0.2539682539682539,0.1791044776119403,0.1791044776119403,0.1791044776119403,0.1205673758865248,0.264,0.1366906474820144,0.0128205128205127,-0.0124999999999999,0.0896551724137932,0.0063694267515923,0.1449275362318842,0.1449275362318842,0.264,-0.1770833333333332,-0.1813471502590673,-0.1222222222222222,-0.1459459459459459,-0.2254901960784313,-0.3276595744680851,-0.1684210526315789,-0.0538922155688621,-0.0867052023121386,-0.1459459459459459,-0.1123595505617977,-0.0595238095238094,-0.1684210526315789,-0.3130434782608695,-0.3577235772357723,-0.3551020408163265
BBXK-L,24.0,5.165705175439759e-07,0.0827349923262344,0.0369158126307882,0.213923940095184,2.085839267601435,-20.599999999999994,0.1038420844641698,-0.003631480980381,-0.0018927710167685,1.0,0.0974550616923109,9.499402643244716e-08,1.1434248401169507e-06,0.0384615384615384,0.0687490638744024,8.321002763606192e-07,4.0,2.9056639252777665,-0.0283255162063902,-0.1266768158540692,0.0248785818127232,0.1635544527248254,0.0151238090000412,0.0394236972260053,0.5645547044897883,-0.0096403916068681,0.0436506452216195,-0.0533610628428929,-0.036899736430454,0.0199172510086958,0.024390243902439,-0.0030395136778116,-0.0837988826815643,-0.1458333333333333,-0.0914127423822714,-0.0150150150150151,0.0546623794212217,0.0092307692307691,0.0512820512820511,0.0314465408805031,0.0186335403726707,-0.032448377581121,-0.108695652173913,-0.1502590673575129,-0.1546391752577319,-0.032448377581121,-0.0352941176470588,-0.0837988826815643,-0.1111111111111111,-0.1480519480519481,-0.2190476190476191,-0.163265306122449,-0.0734463276836159,-0.0863509749303621,0.003058103975535,-0.0812324929971989,-0.1038251366120219,-0.1182795698924732,-0.0090634441087613,-0.0681818181818182,-0.1840796019900497,-0.1696202531645571,-0.0352941176470588,-0.0812324929971989,-0.029585798816568,-0.0601719197707737,0.0314465408805031,0.1508771929824559,-0.0352941176470588,0.0614886731391586,0.3172690763052206,0.4513274336283186,0.5255813953488371,0.4841628959276016,0.4774774774774772,0.5619047619047617,0.2615384615384615,0.247148288973384,0.0314465408805031
BCIP-L,13.0,3.1533357562079822e-06,0.5050447145770343,0.0838761024762878,0.0135657586898786,0.5684429639605768,2818.9662,-0.0684205396975643,-0.0879350532472504,-0.0006583395792796,1.0,0.3444946044290463,-6.520851049365116e-07,7.2555252643835615e-06,-0.0253419336939937,-0.0082203301447728,7.909143323366699e-06,4.0,3.247898115436013,0.0278322826057589,-0.0182778518035623,-0.0667763806193741,0.0432352199689077,0.0076181702398305,0.0267122868443168,1.720148568133672,-0.0828057458365989,-0.2290523327886186,-0.1620608753914979,-0.0140538423254595,0.059220130442249,-0.0999999999999999,0.1111111111111111,-0.1379310344827585,-0.1935483870967741,-0.1525423728813558,-0.0740740740740741,-0.1071428571428572,-0.1935483870967741,-0.1935483870967741,-0.2063492063492064,-0.2537313432835821,-0.21875,-0.3150684931506849,-0.3333333333333333,-0.3506493506493506,-0.3975903614457831,-0.3902439024390244,-0.3333333333333333,-0.2957746478873239,-0.2647058823529412,-0.3421052631578947,-0.3055555555555556,-0.3150684931506849,-0.2647058823529412,-0.180327868852459,-0.1935483870967741,-0.3150684931506849,-0.3243243243243243,-0.2957746478873239,-0.3150684931506849,-0.2753623188405796,-0.2857142857142857,-0.2957746478873239,-0.3243243243243243,-0.2753623188405796,-0.2537313432835821,-0.1935483870967741,-0.1935483870967741,-0.180327868852459,-0.3055555555555556,-0.2307692307692308,-0.2753623188405796,-0.3421052631578947,-0.1228070175438595,-0.0566037735849057,-0.21875,-0.2857142857142857,-0.2753623188405796,-0.3902439024390244
BCOU-L^K14,22.0,1.0893217509963922e-06,0.1744680032030949,0.9838537394290976,-2.185021594032195,0.0770729546934012,-0.0291,5.399788392136832,-0.2783542894237425,0.0005724562001195,1.0,0.6133333333333334,-7.556006609679404e-08,4.6464525309548317e-14,2.0,-0.0472625423757211,5.6251736228548714e-08,1.0,0.0159141391811989,0.2728315412186383,-0.0179181322432612,0.9973107569721116,-0.1235116146541186,-0.0031388346741562,-0.0033008979694002,1.720148568133672,-0.0536265798394888,-0.090612786251464,-0.0199538599270022,3.4554216867469885,-0.0026892430278883,0.0,0.0909090909090908,0.0,-0.0769230769230769,-0.1999999999999999,-0.0769230769230769,0.0,0.0,-0.0769230769230769,0.0,-0.1999999999999999,-0.3333333333333333,-0.25,-0.25,-0.3333333333333333,-0.4,-0.368421052631579,-0.4545454545454546,-0.3333333333333333,-0.142857142857143,-0.2941176470588236,0.0,0.0909090909090908,0.0909090909090908,0.0,0.0909090909090908,-0.1999999999999999,0.0,0.1999999999999999,0.3333333333333332,0.3333333333333332,0.5,0.5,0.714285714285714,1.4,2.0,1.4,0.714285714285714,1.4,3.0,3.0,3.0,3.0,2.0,2.0,0.1999999999999999,-0.4,-0.4545454545454546,-0.4545454545454546
BCQE-L^A14,24.0,2.847247958237056e-07,0.0456021065808455,0.0908621579762519,0.1003436426116838,1.9469851012618524,-47.0,0.0862743147832794,-0.0103422071059589,-0.0028190671450538,1.0,0.185022026431718,5.3257875477815424e-08,7.468931609397016e-08,0.0319547021171837,-0.0735294117647058,7.266627432982701e-07,5.0,1.0504833284898938,0.0695175674223702,-0.0930733749085997,0.0858355176082838,0.0739509675233941,0.006766917293233,0.0242805755395683,0.5788961527372934,-0.0220588235294117,0.0817120622568093,0.0203221809169745,-0.0482897384305835,0.0213193885760257,0.0619469026548673,0.0761904761904761,0.0319634703196345,0.1133004926108374,0.0970873786407766,0.1078431372549018,0.0710900473933648,0.1078431372549018,0.0865384615384614,0.046296296296296,-0.1721611721611722,-0.2541254125412542,-0.3024691358024692,-0.2565789473684211,-0.3372434017595309,-0.3579545454545455,-0.3633802816901409,-0.3273809523809524,-0.3615819209039549,-0.3024691358024692,-0.2286689419795222,-0.2565789473684211,-0.0504201680672269,-0.1751824817518249,-0.0543933054393306,-0.1781818181818182,-0.3333333333333333,-0.3468208092485549,-0.29375,-0.2662337662337662,-0.2441471571906356,-0.2070175438596492,-0.2312925170068027,-0.2125435540069687,-0.1691176470588237,-0.1406844106463879,0.0,-0.0464135021097047,0.0970873786407766,0.3063583815028901,0.5374149659863945,0.5694444444444444,0.2988505747126435,0.4868421052631577,0.4124999999999998,0.0970873786407766,-0.1928571428571428,-0.198581560283688,-0.110236220472441
BCYN-L,23.0,7.975778773305533e-07,0.1277417067359058,0.064069678758604,0.1793112178732867,0.7591611253463704,-484.9524999999999,-0.2999406587819036,-0.0514702793819055,-0.009488012568868,1.0,0.0579832827955204,8.859446298031529e-08,1.7579922239658683e-05,-0.1110934862627865,0.1217180497206308,9.159568412190336e-07,4.0,22.801814334329524,-0.0518227103757264,0.1007484959373722,-0.0461897124090321,1.0781364254448222,0.0247075159680126,0.0538053589500507,1.8978815248380645,0.0716240238354491,-0.0924876301134438,-0.0187603729667847,0.2900001675281742,0.0781364254448222,-0.0183006535947712,0.1038961038961039,-0.1272104962920707,-0.1394825646794151,-0.1485809682804674,-0.2177914110429447,-0.0207999999999999,-0.0738498789346245,-0.0590405904059041,0.0851063829787235,-0.1878980891719744,-0.2853806632414759,-0.324801412180053,-0.280846063454759,-0.2981651376146789,-0.3075356415478614,-0.287377736376339,-0.2955801104972375,-0.3178778421756575,-0.2726408367007368,-0.2499999999999999,-0.184652278177458,-0.1259640102827762,-0.1130434782608695,0.0537190082644629,-0.0291878172588831,-0.0944066291802308,-0.236145781328008,-0.1176470588235293,-0.0386427898209235,-0.0973451327433627,-0.0467289719626168,0.0878066121578386,0.1878881987577638,-0.3081618810761926,0.1724137931034481,-0.2973593570608495,0.0261569416498994,-0.3665907679569448,0.303236797274276,0.8192627824019025,0.9053549190535496,1.0536912751677852,1.1473684210526316,0.0551724137931035,-0.1224548322340119,-0.3892215568862275,-0.393699227263721,-0.8702840186519711
BCZB-L,24.0,9.233673092045884e-07,0.1478883998346535,0.0434679709687598,0.1729465552577644,2.8221693395388985,-18.0,0.0706920937540574,-0.0011384155512295,-0.0014724254863466,1.0,0.0534891199485475,9.809444855291243e-08,5.758496067599725e-06,0.0261832829808661,0.0718484077550662,1.1008559268203932e-06,3.0,3.2794152877350067,-0.0252107269127768,-0.0150746256423327,-0.0986848770667268,0.0924587597479593,0.0126012965964343,0.0276248001421211,0.5781770270817191,0.0825511009737696,0.0377949852507374,-0.0077509583385989,0.1231799163179916,0.0564875367263766,0.0625,0.0592334494773518,-0.0161812297734627,-0.0318471337579617,0.0235690235690235,0.0340136054421769,0.0033003300330034,0.0033003300330034,0.0482758620689656,0.0818505338078292,0.0066225165562914,0.0066225165562914,-0.0759878419452887,-0.111111111111111,-0.1264367816091953,-0.089820359281437,-0.1805929919137465,-0.214470284237726,-0.1914893617021276,-0.1460674157303371,-0.2185089974293059,-0.2185089974293059,-0.1783783783783784,-0.1289398280802293,-0.0410094637223974,-0.0703363914373088,-0.1005917159763313,-0.0759878419452887,-0.1005917159763313,-0.067484662576687,-0.0617283950617284,-0.0617283950617284,-0.0703363914373088,-0.0588235294117647,-0.0646153846153846,-0.0318471337579617,-0.0349206349206349,-0.0161812297734627,-0.0843373493975903,-0.0349206349206349,-0.022508038585209,-0.067484662576687,-0.073170731707317,0.0896057347670251,0.0857142857142858,-0.1032448377581121,-0.1289398280802293,-0.0529595015576324,-0.0193548387096774
BCZN-L,23.0,2.744181857779657e-07,0.0439513788019974,0.0623941645861807,0.1504238713464828,1.562787338695275,47.69399999999999,0.1353539229352067,-0.0070877095719808,-9.1856625626535e-05,1.0,0.1422846552739831,4.643740640407776e-08,9.03692697967376e-07,0.050133047114331,0.1161629457910688,5.477214753087949e-07,5.0,5.978669639997023,-0.110209940534737,-0.044037530925438,-0.0781681495380523,0.0068156135567777,0.0267265328993585,0.0759075016368966,0.72522812130806,0.0838269650888378,-0.0148382584285433,-0.0762651743490848,0.1401904288465415,0.1245035019605269,0.092478421701603,0.0410783055198973,-0.1682051282051282,-0.1048565121412804,-0.148109243697479,-0.1390658174097665,0.0437580437580438,-0.0024600246002461,0.0162907268170424,0.1326815642458099,-0.0049079754601227,-0.1664953751284688,-0.2765388046387155,-0.302065404475043,-0.3542993630573249,-0.3121289228159457,-0.3167649536647009,-0.3347005742411812,-0.363921568627451,-0.2829354553492486,-0.1673511293634497,-0.1621900826446281,-0.00734394124847,-0.0299043062200956,0.0024721878862792,0.0226986128625472,-0.1472134595162987,-0.0569767441860465,0.1170798898071625,0.1652298850574711,0.0671052631578947,0.1049046321525886,0.1839416058394161,0.2232277526395172,0.3449419568822551,0.3910806174957117,0.732905982905983,0.5074349442379182,0.8143176733780761,1.0024691358024689,1.1511936339522544,1.3171428571428572,0.8904428904428903,1.168449197860962,0.9355608591885438,0.3816013628620101,0.1787790697674418,0.2476923076923076,0.1787790697674418
