firms,age,agr,bm,bm_ia,cash,cashdebt,chatoia,che,chpmia,chtx,cinvest,convind,depr,egr,ep,grltnoa,herf,invest,lev,lgr,ms,mve_ia,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,19.0,0.1357701071912202,1.567954577066523e-07,0.0605449830701593,0.0980166824680859,0.1429400136710451,1.363387678495226,4.266,-0.0478992656904483,0.0097055897648999,-0.0049580083010922,1.0,0.2348891975122275,0.1057407024080591,3.7798511870782473e-08,0.0601600635568938,1.0587606420946167e-09,0.0153037084572839,3.540384784946001e-07,0.1495969183114253,4.0,0.248680933295878,0.3191213720333577,0.0233446173826212,0.0566576296142572,0.0125023000068861,0.0241123206836911,0.0735149666546037,0.1405697325403644,0.5656374724934545,0.0519480519480519,-0.0374999999999999,-0.0253164556962025,0.0266666666666666,0.1240875912408758,0.203125,0.3628318584070797,0.4528301886792452,0.5247524752475248,0.5555555555555556,0.5247524752475248,0.4666666666666665,0.3999999999999999,0.4666666666666665,0.5876288659793816,0.6041666666666667,0.9012345679012346,0.75,0.8554216867469882,0.9743589743589742,1.4838709677419355,1.3333333333333337,1.5666666666666669,1.4838709677419355,1.7999999999999998,1.75,2.08,1.9615384615384617,2.208333333333333,2.208333333333333,2.5,2.347826086956521,2.208333333333333,2.08,2.208333333333333,2.208333333333333,1.610169491525424,1.6551724137931036,2.019607843137255,2.08,2.347826086956521,2.276595744680851,1.9615384615384617,2.75609756097561,2.666666666666667,3.052631578947368,3.5294117647058822,4.310344827586207,3.8125
BAOH-L,32.0,0.1536607348007417,1.3332897914990004e-06,0.5148363928051367,0.0433178071369579,0.3013675258026748,0.714390783738897,-19.0591,-0.3067270940206856,-0.0010859863116993,2.976113594994484,1.0,0.0662800163622056,0.0579064577802326,1.010438252442746e-07,0.1099626070992389,3.1092648157552945e-08,0.1933014783124302,8.14142963471886e-07,0.3610436961319392,4.0,0.6341187646390576,-0.2566124941101855,0.4110676885228166,-0.0869590929911542,0.6894805111514767,0.006925469044304,0.0129365981323203,0.1278647812946697,1.0655337318830949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIO-L^E18,18.0,-0.1189839572192513,3.263850138347366e-07,0.1260302780833647,0.0617505995203836,0.1243781094527363,1.4343738436761957,30.0,-0.1292736043206993,-0.0017015706806282,0.0233781414377556,1.0,0.1093057607090103,0.0194285714285714,6.476473929231883e-08,0.0486140724946602,3.345371766500162e-07,-0.0280748663101604,8.734092242416102e-07,-0.1592109897851356,5.0,1.662413399314386,0.0142384871230619,3.9053366486344334,-0.0102617021676246,-49.68565590111643,0.015174506828528,0.0560538116591928,-0.0038377192982456,0.0445213013626217,0.0898876404494382,0.1055900621118011,0.2805755395683453,0.2150170648464162,0.1710526315789473,0.2150170648464162,0.1521035598705502,0.3283582089552237,0.2669039145907472,0.2898550724637683,0.1337579617834394,0.0626865671641792,0.0470588235294118,0.1986531986531985,0.2361111111111111,0.2535211267605635,0.2624113475177305,0.1946308724832215,0.2150170648464162,0.3333333333333335,0.3798449612403101,0.4015748031496062,0.5478260869565219,0.390625,0.3639846743295021,0.459016393442623,0.5021097046413501,0.6036036036036034,0.6481481481481481,0.6635514018691588,0.5892857142857142,0.56140350877193,0.4471544715447155,0.5752212389380533,0.554585152838428,0.4530612244897958,0.3484848484848484,0.3798449612403101,0.3333333333333335,0.3283582089552237,0.2945454545454546,0.459016393442623,0.3383458646616541,0.5344827586206897,0.6481481481481481,0.6872037914691944,0.78,1.225,1.08187134502924
BBTU-L^C18,18.0,-0.8431044314858079,-2.4921943391980537e-07,-0.0962335684217281,0.0344220614120868,0.1100412017962131,-2.063155546536464,18.099999999999994,-0.711589597546362,-0.0008628127696289,0.110091743119266,1.0,0.174413821472645,-1.241794268523161,7.764006291998404e-08,-0.8655748131656942,2.3638983320406533e-08,0.0104302717021394,5.88283487501241e-07,-0.4790170398535417,3.0,1.5301032957505596,-0.0669798259931088,0.998730512715816,0.0839824732229795,-1.00569811645761,0.0763278227224762,-0.1038443132876056,-0.9160175267770204,0.3849348645924008,-0.0123456790123456,-0.1079295154185022,-0.0311004784688995,-0.002463054187192,-0.0145985401459854,0.0358056265984654,0.0438144329896907,0.0438144329896907,-0.0121951219512195,0.0279187817258883,-0.0357142857142858,0.0331632653061224,0.1005434782608694,0.1065573770491803,0.1126373626373624,0.2053571428571428,0.1842105263157893,0.2735849056603772,0.2857142857142856,0.3822525597269623,0.3869863013698629,0.3917525773195875,0.4781021897810218,0.3590604026845636,0.2816455696202531,0.3636363636363635,0.426056338028169,0.569767441860465,0.5517241379310345,0.4464285714285714,0.5576923076923075,0.5517241379310345,0.4999999999999998,0.5055762081784387,0.6330645161290323,0.7763157894736843,0.7685589519650653,0.7920353982300885,0.7999999999999998,0.8837209302325582,1.066326530612245,1.225274725274725,1.0454545454545454,1.0454545454545454,1.2010869565217388,1.2375690607734806,1.6298701298701297,1.9347826086956523,1.664473684210526
BCYN-L,18.0,0.0150756247159593,3.2058635651297136e-07,0.1237911850987148,0.0315200833350208,0.5719711805424033,0.7779088194372525,-263.3493,-0.2194736759393451,0.0033087176966509,-0.0149411172968151,1.0,0.0661503098279417,0.0697099756612868,1.307876994206621e-07,0.0103403339737399,3.3367849411593467e-06,0.0263008139714345,2.656724033839549e-07,-0.0578030734422786,4.0,17.673154583504253,-0.1262605343205272,0.1006402057196707,-0.0525481801215824,-0.1849736536368633,0.0470617657813544,0.0890384246683247,0.0351755284031996,0.5028201660568948,0.0732069862504645,-0.0214545454545455,-0.009933774834437,-0.0077433628318583,-0.0942443621676203,0.0474892954456986,0.0022346368715082,-0.0160877513711151,-0.0723888314374354,-0.0626959247648902,-0.1077586206896551,-0.1185718964952505,-0.0033333333333332,-0.0774768597874528,0.0135593220338983,0.1203164029975021,0.2366727941176469,0.165944540727903,0.3441558441558441,0.4344349680170574,0.5609048723897914,0.6201083684527393,0.7020872865275143,0.5764499121265378,0.4883849557522126,0.580152671755725,0.7553816046966733,0.7474025974025973,0.8635734072022161,0.771560236998025,0.9345794392523364,0.9085106382978724,1.0417298937784525,1.0463878326996197,1.175424413904608,0.9859778597785978,0.8331062670299727,0.889747191011236,0.7440051847051199,0.8622837370242216,0.8507565337001377,1.0860465116279068,0.9276504297994268,1.0795981452859351,1.370925110132159,1.1967346938775512,1.2689713322091063,1.205737704918033,1.0731895223420644
BCZB-L,19.0,-0.2487644151565074,4.532908894941842e-07,0.1750337007952652,0.1177944862155388,0.1178655618258447,2.30891523129564,99.0,-0.057523743223755,0.0036581167154415,0.0137614714478068,1.0,0.0696767001114827,0.1191456510550694,3.3874347915753026e-08,-0.0275052636294404,7.45166693717143e-06,0.0370283203891111,5.437614556199493e-07,-0.4059439763151901,4.0,5.836020425373894,0.0466329846533362,-0.0618494127121097,0.0435607043286359,0.2704884291332976,0.0078502894298628,0.0254760679361811,0.0678662598841915,0.7419577613545603,0.0593869731800766,0.1730337078651684,0.2762836185819071,0.3215189873417721,0.3248730964467003,0.3846153846153846,0.4581005586592177,0.4914285714285713,0.5582089552238805,0.6261682242990654,0.562874251497006,0.562874251497006,0.6312499999999999,0.7058823529411764,0.657142857142857,0.8062283737024221,13.914285714285716,0.8576512455516012,0.8445229681978796,0.8642857142857143,0.8251748251748252,0.8251748251748252,0.8510638297872342,13.914285714285716,0.8188153310104529,0.8251748251748252,0.9333333333333332,1.0,0.9550561797752808,1.0551181102362204,13.914285714285716,13.914285714285716,0.9477611940298504,0.9261992619926198,0.8776978417266188,0.9847908745247148,0.7171052631578947,0.8642857142857143,0.6677316293929711,0.7516778523489933,0.7694915254237287,0.8981818181818182,0.8776978417266188,0.9772727272727272,1.0551181102362204,0.9333333333333332,1.1749999999999998,1.3727272727272726,1.240343347639485
BCZN-L,18.0,0.1277361240841914,1.2656013196121876e-06,0.488699172732733,0.0293960657110306,0.2866656079954176,1.6025302886695234,33.52289999999999,-0.0442726415261451,0.0025319944363755,0.0271912086187627,1.0,0.1570401940627763,0.1346031065059089,3.727681508065775e-07,-0.0148764689644128,7.376811610510492e-07,0.0690817158952943,1.873424955577536e-06,0.1253287642126924,5.0,0.9380750256478924,-0.0155787080790185,0.0125442109853926,0.0009823560643619,0.0633119767407509,0.0343739597421957,0.0866395775008266,0.1627149788581695,0.6151951195111054,0.0,-0.0114068441064637,-0.0334572490706319,-0.0298507462686566,-0.0076335877862595,-0.0038314176245209,0.0038610038610038,-0.0262172284644194,-0.040590405904059,-0.8049512378094523,-0.8152096659559346,-0.7614678899082569,-0.7544853635505193,-0.759481961147086,-0.7574626865671642,-0.752851711026616,-0.751434034416826,-0.7601476014760148,-0.713340683572216,-0.7139713971397139,-0.6897374701670644,-0.6933962264150944,-0.672544080604534,-0.6774193548387097,-0.6817625458996328,-0.6829268292682926,-0.693034238488784,-0.6919431279620853,-0.6836982968369829,-0.6687898089171974,-0.6601307189542484,-0.6556291390728477,-0.6569920844327177,-0.6495956873315364,-0.6467391304347826,-0.6327683615819208,-0.6237337192474675,-0.6443228454172366,-0.6596858638743455,-0.6542553191489362,-0.631728045325779,-0.6101949025487257,-0.6306818181818181,-0.6353436185133239,-0.5859872611464968,-0.5886075949367089,-0.59375,-0.536541889483066,-0.5652173913043479
BDAJ-L,12.0,-0.4247728930442278,9.360434241329468e-08,0.0361443718434062,0.1544165054803352,0.1328205609229903,0.5562059893024384,7.450000000000001,-0.5776147924906383,0.0007831534980856,-0.300771208226221,1.0,0.1327514928801102,-0.5194639438417358,1.4009574223078768e-07,-0.2279003199191531,7.651877160945573e-09,-0.3140375306677276,9.84772377952351e-07,-0.4088059701492537,3.0,0.4893317161296139,0.0482790299843188,0.1064622780220044,0.5479642781012644,0.6782673084042947,0.0196541786743515,0.2264276228419655,-0.3217326915957052,-0.302065375988599,-0.055045871559633,-0.052173913043478,-0.0683760683760682,-0.1925925925925925,-0.1314741035856572,-0.080168776371308,-0.0396475770925109,0.1237113402061855,0.101010101010101,0.0531400966183577,-0.0438596491228068,-0.084033613445378,-0.1314741035856572,-0.1865671641791044,-0.2875816993464052,-0.3079365079365078,-0.2757475083056477,-0.2757475083056477,-0.2269503546099289,-0.1742424242424242,-0.2014652014652014,-0.1925925925925925,-0.1615384615384615,-0.2158273381294962,-0.2158273381294962,-0.1895910780669144,-0.1742424242424242,-0.2828947368421052,-0.2404181184668989,-0.232394366197183,-0.2350877192982455,-0.2610169491525423,-0.2757475083056477,-0.2944983818770226,-0.3144654088050314,-0.3492537313432835,-0.3144654088050314,-0.3079365079365078,-0.2186379928315411,-0.2559726962457338,-0.2350877192982455,-0.1742424242424242,-0.2350877192982455,-0.2482758620689654,-0.1279999999999999,-0.1349206349206348,1.116504854368932,-0.084033613445378,-0.0723404255319148
BDBL-L^I07,19.0,-0.1752889378095762,-6.323376126175021e-07,-0.2441707853691691,0.2224891558224891,-0.0845737613371589,1.3199480669787682,-128.95,0.7724084416262106,-0.0028896672504378,-0.0425969471597059,1.0,0.521969696969697,0.4877482589631157,-1.5813921744118357e-07,-0.1703513798823657,8.283531078329009e-08,-0.0492019812878371,1.452304528978911e-06,0.0416339047019972,3.0,1.1097128579740678,0.3660058027079305,-0.2576467258918613,0.0522124978092929,-0.2293506620850357,-0.0772479482417779,0.1440138485593031,-0.1305832011154383,1.576054068236811,-0.0338983050847457,-0.056,-0.1094339622641509,-0.1862068965517241,-0.1194029850746269,-0.1127819548872181,-0.1226765799256506,-0.0708661417322835,-0.2312703583061889,-0.1571428571428571,-0.1631205673758865,-0.0597609561752987,-0.0483870967741936,-0.1127819548872181,-0.024793388429752,0.0,0.1132075471698113,-0.0367346938775511,-0.1060606060606061,-0.0445344129554656,-0.0888030888030888,-0.0445344129554656,-0.0125523012552302,-0.02880658436214,0.0172413793103447,-0.1194029850746269,-0.1094339622641509,-0.0327868852459016,0.1028037383177569,0.0305676855895196,0.0776255707762556,0.0535714285714283,-0.0327868852459016,0.1028037383177569,-0.0852713178294574,-0.1418181818181818,-0.0852713178294574,0.0535714285714283,0.4842767295597483,0.388235294117647,0.2826086956521738,0.5424836601307188,0.4842767295597483,0.6619718309859155,1.017094017094017,0.8437499999999998,1.017094017094017,1.593406593406593,1.1071428571428568
BDCK-L^L08,18.0,0.0155163188871054,6.807544466129332e-07,0.2628664570259873,0.133234274393264,0.1269909599655617,1.9058122657049343,2.0,-0.0445358885727004,0.0004051863857374,-0.0614899487583761,1.0,0.0982194141298104,0.1809235427706283,5.411125088461777e-08,0.0724714627024151,7.150792454422972e-09,-0.0048154093097914,9.735661348675988e-07,-0.0761904761904762,4.0,0.1393922080300139,0.1209686683589336,-0.8168462291870715,-0.9592556317335946,0.0407443682664053,0.0052687038988408,0.0127959053103007,0.0407443682664053,0.343173063245112,0.1264822134387353,-0.0231660231660232,-0.0488721804511279,0.0039682539682539,0.0585774058577404,0.1605504587155961,0.187793427230047,7.433333333333334,0.1345291479820627,0.1822429906542053,0.1658986175115206,0.1,0.0952380952380951,0.1605504587155961,0.0858369098712446,0.0675105485232065,0.1145374449339207,0.1,0.0720338983050847,0.1396396396396395,0.1396396396396395,0.171296296296296,0.1194690265486726,0.1096491228070175,0.1194690265486726,7.724137931034482,0.187793427230047,0.1194690265486726,0.0720338983050847,0.0720338983050847,7.724137931034482,7.724137931034482,0.2105263157894736,0.2401960784313723,7.433333333333334,7.433333333333334,7.433333333333334,7.433333333333334,0.331578947368421,0.3041237113402062,0.2524752475247525,0.2401960784313723,0.2163461538461537,0.2974358974358972,0.3749999999999998,0.3041237113402062,0.4213483146067414,0.5149700598802394,0.60126582278481
