firms,age,bm,bm_ia,cash,cashdebt,chatoia,chpmia,convind,egr,ep,grltnoa,herf,lev,lgr,ms,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,agr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ-L^I10,17.0,1.874492318301555e-07,0.0760907115702912,0.1199986947796624,0.0713249361852815,1.385257385519212,-0.0144107640870323,1.0,-0.0383347073371804,6.3397501100681246e-09,-0.0381331382202103,7.945260653307764e-10,4.2308362532971225e-07,0.1923271837227607,4.0,0.1741868932819083,0.0167361694168356,0.0640683542552739,-0.0031795368358814,0.0772600557546794,2.9534128046608394,0.108957485284979,0.0824742268041238,0.0104166666666667,0.1975308641975308,0.1022727272727272,0.1686746987951808,0.2435897435897436,0.564516129032258,0.4696969696969695,0.6166666666666667,0.564516129032258,0.7636363636363634,0.732142857142857,0.94,0.8653846153846152,1.0208333333333337,1.0208333333333337,1.2045454545454546,1.108695652173913,1.0208333333333337,0.94,1.0208333333333337,1.0208333333333337,0.6440677966101696,0.6724137931034484,0.9019607843137254,0.94,1.108695652173913,1.0638297872340423,0.8653846153846152,1.3658536585365852,1.3095238095238098,1.552631578947368,1.852941176470588,2.344827586206897,2.03125,2.344827586206897,2.129032258064516,1.4871794871794872,1.852941176470588,2.7307692307692304,1.852941176470588,1.939393939393939,1.6944444444444446,1.0638297872340423,0.94,0.94,0.9019607843137254,0.732142857142857,0.3661971830985915
BAOH-L,31.0,1.26030971991285e-06,0.5115937923608809,0.1250867824762236,0.1794464555657846,0.4551089591903387,-0.0765754446870153,1.0,0.2520254692773531,1.4402724564014902e-08,-0.0712511127451486,2.8156783418712436e-08,5.981754779700792e-07,-0.3448909093163009,4.0,0.6947544285047292,-0.0099509567714725,-0.2822939676590723,-0.0013199657365369,-0.0602575446779774,1.2412157309574927,-0.0267194690686891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTK-L^C11,11.0,0.0005489239665333,222.82308016793945,0.1020806241872561,0.1818181818181818,0.2724282402798786,1.6754336487902948,1.0,0.8411764705882353,6.48887755965942e-05,0.1253396739130146,1.0296433770942772e-08,0.0007295602877887,-0.108730583824317,3.0,0.0015200477848273,0.1172088780784433,-0.4155844155844156,0.3563049853372434,0.2272727272727272,0.8463297066330041,0.1364296081277213,0.0,0.0,0.0,-0.0238095238095238,-0.127659574468085,-0.088888888888889,-0.0238095238095238,0.0249999999999999,0.0249999999999999,0.0249999999999999,0.1081081081081081,0.0249999999999999,0.0789473684210526,-0.088888888888889,0.0249999999999999,0.1714285714285714,0.1714285714285714,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,-0.088888888888889,0.1714285714285714,0.1714285714285714,0.0249999999999999,0.0249999999999999,0.0249999999999999,-0.18,-0.2545454545454546,-0.18,-0.0238095238095238,0.1081081081081081,0.1081081081081081,0.0249999999999999,0.5769230769230769,0.5769230769230769,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,0.2058823529411764,-0.0238095238095238,-0.0238095238095238
BBTU-L^C18,17.0,4.424743568342293e-07,0.1796123053394512,0.1704342707892655,0.0865919715070119,2.4352494760791323,-0.0074722855949321,1.0,0.0162668548134211,3.3483807926438e-08,-0.1480181393847981,3.860920622212008e-06,4.847472376873317e-07,0.1137076537013801,4.0,3.905073980422267,-0.4054956364383289,0.9671246237408984,0.1270833440711356,-0.0328753762591016,0.4849705180881434,0.0649622881770987,0.0054945054945054,0.0833333333333334,0.064327485380117,0.1446540880503144,0.1555555555555556,0.242320819112628,0.2465753424657535,0.2508591065292096,0.3284671532846714,0.2214765100671141,0.1518987341772151,0.2255892255892255,0.2816901408450705,0.4108527131782946,0.3946360153256707,0.3,0.3999999999999999,0.3946360153256707,0.3481481481481481,0.3531598513011154,0.467741935483871,0.5964912280701757,0.5895196506550218,0.610619469026549,0.6177777777777778,0.6930232558139535,0.8571428571428572,1.0,0.8383838383838385,0.8383838383838385,0.9782608695652172,1.0110497237569065,1.3636363636363638,1.63768115942029,1.3947368421052633,1.2608695652173911,1.1796407185628746,1.022222222222222,1.08,1.3037974683544302,0.8762886597938147,0.9157894736842108,0.6545454545454545,0.4796747967479675,0.4330708661417324,0.4618473895582329,0.625,0.7333333333333334,0.7251184834123225
BBXK-L,17.0,7.642455671823849e-06,3.102279398724824,0.0740178623547953,0.197405228682929,1.8196420199569965,0.011318406099649,1.0,-0.8076484741040901,9.844462320299756e-06,-0.0212997659083662,1.840799616527204e-06,6.311860032143129e-05,-0.2355223334890618,2.0,0.0397384757670923,-0.0159053725019433,0.1032131233775334,0.956730711317232,-0.0432692886827681,0.5926103858119094,-0.4191484458662618,-0.8633663366336634,6.4264705882352935,6.4264705882352935,6.4264705882352935,6.4264705882352935,6.3188405797101455,6.3188405797101455,6.3188405797101455,0.5029761904761905,6.3188405797101455,6.3188405797101455,6.214285714285714,0.4723032069970845,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.3188405797101455,0.8297101449275364,6.3188405797101455,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.214285714285714,6.3188405797101455,6.3188405797101455,6.214285714285714,6.3188405797101455,6.3188405797101455,0.3324538258575198,0.2915601023017902,0.3116883116883115,0.3082901554404145,0.3502673796791442,0.3988919667590027
BCPS-L^C06,16.0,1.1725674180638234e-05,4.759768196087223,0.0300174013921113,0.0361847473829008,0.9558744204195776,-0.1936407349002864,1.0,-0.2767315671879988,-3.2380143947636253e-06,-0.2550907182485772,1.6773788861706324e-07,2.440994551130437e-05,-0.2145116976105235,3.0,0.0515165984196788,0.3526833817201046,0.3276842538734003,-0.5423988029580112,0.0464862505456132,2.1974876593278,-0.2266599303321189,0.0545454545454544,0.0476190476190476,-0.986256871564218,-0.9861843757849786,0.0784313725490197,-0.9862996637190186,-0.986474855526866,0.0476190476190476,-0.9857142857142858,-0.985378173600957,-0.9854362504964914,-0.9858648162426112,-0.9859010510125608,-0.985897435897436,-0.9856190351679958,-0.1851851851851851,-0.1666666666666666,-0.1666666666666666,-0.9853411513859276,-0.985096870342772,-0.4907407407407407,-0.9853937060151374,-0.2903225806451612,-0.2903225806451612,-0.9853937060151374,-0.9849952257536488,-0.6099290780141844,-0.9852110782468404,-0.3037974683544303,-0.9852467811158798,-0.9856171548117156,-0.98681845416417,-0.986304780876494,-0.3714285714285713,-0.3081761006289307,-0.985929905346636,-0.9855586188788236,-0.986695694242864,-0.9869668246445498,-0.9872537659327926,-0.9873198847262248,-0.9865902718517616,-0.9864331524420326,-0.9857586742620404,-0.9858375177031028,-0.9858557284299858,-0.9867229933614968,-0.5132743362831858,-0.53781512605042
BCQE-L^A14,17.0,-5.139175841658876e-07,-0.2086130430403641,0.2577665827036104,-0.1129668994837534,1.131462324997749,-0.1189273725703695,1.0,0.371002132196162,-3.780451280100542e-07,-0.1514206514206311,2.49328297260306e-07,2.464886204615237e-06,-0.1193603655054254,3.0,0.8338397605323017,0.0110296878505518,0.043773957359318,-0.0029193615185787,-0.2487792341300436,2.1974876593278,-0.1951219512195122,0.2222222222222223,0.0,0.2857142857142856,0.1999999999999999,0.1999999999999999,0.3846153846153846,0.7999999999999998,0.5,0.3846153846153846,0.125,0.0588235294117645,-0.1,0.125,-0.0526315789473684,0.125,0.5,0.2857142857142856,0.125,0.0,0.125,-0.1,-0.0526315789473684,-0.1818181818181818,-0.3076923076923077,0.0,-0.1428571428571429,-0.4375,-0.3571428571428572,-0.4857142857142856,-0.3076923076923077,-0.1,0.0,0.2857142857142856,0.7999999999999998,0.1999999999999999,-0.6538461538461539,-0.6603773584905661,-0.7272727272727273,-0.7096774193548387,-0.7,-0.7567567567567568,-0.7313432835820896,-0.8,-0.8301886792452831,-0.8333333333333334,-0.8548387096774194,-0.8200000000000001,-0.8448275862068966,-0.8487394957983193
BCZB-L,17.0,8.397053824250116e-07,0.3408591192094919,0.0593572458237937,0.0734536967117457,1.354806500804547,-0.0293683235956545,1.0,-0.1430250783699059,1.1710568890700896e-08,-0.1477840650943786,6.9288769812865725e-06,1.374360044074225e-06,-0.0336123110151187,4.0,3.47149821721992,-0.3086495977540424,0.1565918423809768,0.470205720203022,-0.101044279796978,-1.8012193928916396,-0.0774239656952275,-0.0285714285714285,0.0899653979238752,8.0,0.1209964412811388,0.1130742049469963,0.125,0.1013986013986014,0.1013986013986014,0.1170212765957448,8.0,0.0975609756097559,0.1013986013986014,0.1666666666666665,0.2068965517241379,0.1797752808988764,0.2401574803149606,8.0,8.0,0.1753731343283582,0.1623616236162361,0.1330935251798561,0.1977186311787071,0.0361842105263157,0.125,0.0063897763578275,0.0570469798657717,0.0677966101694913,0.1454545454545455,0.1330935251798561,0.1931818181818181,0.2401574803149606,0.1666666666666665,0.3125,0.4318181818181816,0.351931330472103,0.2804878048780488,0.129032258064516,0.0570469798657717,0.1371841155234656,0.1666666666666665,0.003184713375796,0.0430463576158939,-0.136986301369863,-0.1644562334217506,-0.2144638403990024,-0.2125,-0.2372881355932203,-0.1943734015345268,-0.139344262295082
BDAJ-L,11.0,9.348160679614525e-08,0.0379467118131372,0.0780452224653537,0.0797364834166288,-0.0508915762757795,0.1778348207083288,1.0,-0.6140394088669952,2.6487449532538923e-08,-0.057816377171212,1.91604461863508e-08,7.99395999405454e-07,0.0298186289578849,3.0,1.11714084987224,0.2925904260583651,-0.0920760117405001,0.4148364306558132,-0.5851635693441868,0.2524141230308959,-0.121102628358296,-0.1241830065359477,-0.0285714285714285,0.0166112956810631,0.0166112956810631,0.0851063829787235,0.1590909090909089,0.1208791208791209,0.1333333333333333,0.1769230769230769,0.1007194244604317,0.1007194244604317,0.1375464684014871,0.1590909090909089,0.006578947368421,0.0662020905923344,0.0774647887323944,0.0736842105263158,0.0372881355932201,0.0166112956810631,-0.0097087378640775,-0.0377358490566037,-0.0865671641791044,-0.0377358490566037,-0.0285714285714285,0.096774193548387,0.0443686006825938,0.0736842105263158,0.1590909090909089,0.0736842105263158,0.0551724137931035,0.2239999999999999,0.2142857142857142,1.970873786407767,0.2857142857142858,0.3021276595744679,0.2966101694915255,0.150375939849624,0.0928571428571429,0.0234113712374581,0.2540983606557376,0.1590909090909089,2.0297029702970297,0.1547169811320754,0.06993006993007,0.1127272727272727,1.942307692307692,0.2239999999999999,0.2142857142857142,0.3304347826086957
BDBL-L^I07,17.0,-3.780979379630945e-07,-0.1534801762694843,0.1061089708310401,0.0517064307157528,1.2314497462223184,0.0962508455953027,1.0,0.0145408163265305,2.6762526913907744e-08,-0.0413367780648314,1.101463550228676e-07,1.1694226014370238e-06,-0.0549345011716799,5.0,1.4019947347910604,-0.005338774272418,-0.0874461145324504,-0.0637302381720947,-0.0838873956712405,1.2177906744409834,-0.0920655112100493,0.0991735537190083,0.0254237288135592,0.141509433962264,-0.0122448979591838,-0.0833333333333333,-0.0202429149797571,-0.0656370656370656,-0.0202429149797571,0.0125523012552299,-0.0041152263374486,0.0431034482758621,-0.0970149253731343,-0.0867924528301886,-0.0081967213114754,0.1308411214953269,0.056768558951965,0.1050228310502283,0.0803571428571428,-0.0081967213114754,0.1308411214953269,-0.0620155038759689,-0.12,-0.0620155038759689,0.0803571428571428,0.5220125786163521,0.4235294117647059,0.3152173913043476,0.5816993464052287,0.5220125786163521,0.704225352112676,1.0683760683760686,0.890625,1.0683760683760686,1.6593406593406592,1.1607142857142856,0.7285714285714286,0.7410071942446044,0.5125,0.2736842105263157,0.4235294117647059,0.375,0.1634615384615383,-0.0902255639097745,-0.0902255639097745,-0.1986754966887417,-0.3314917127071823,-0.2341772151898734,-0.2484472049689441,-0.3221288515406162
