Momentum Index,0,1,2,3
ANEA-L,-0.0277777777777776,-0.8880146051335691,-1.5310778898252853,-0.2040443179520387
LLOY-L,0.0058139534883721,-0.5660562395088045,0.13598006713344366,-0.42537480921927456
COA-L,0.0526315789473679,-1.1054002149467848,-2.77249125603153,1.0003056805387645
HVT-L,0.0,-0.9607590863041277,-0.9665411413713196,-0.09631126316129368
SMDS-L,-0.0182370820668693,-0.6758997441297373,0.08354678412510272,-0.6660950324077696
ANTO-L,0.1971830985915492,-0.5051036971788478,-0.0261568861768645,1.5862241996078859
GRG-L,0.0795454545454545,-0.7331482732945164,-0.2767801786703874,0.4015038124679104
DLAR-L,-0.018978102189781,-0.1726975467718817,-0.725324574944932,-0.3480296056176726
GLEG-L,0.004225352112676,-0.7539761306022358,-0.6763368847042593,-0.17715859108117296
EDIN-L,-0.015151515151515,-0.6049035447202613,-0.7518712464233833,-0.3794082230947293
HBR-L,-0.025862068965517,-0.9232066869189216,1.9863016946551204,-1.6220744874171702
ALUG-L,0.098901098901099,-0.3265121996309239,0.35082447878544176,0.41252253707887926
SNXS-L,-0.1052631578947368,-1.1089920561237872,-1.701814194933913,-0.9968817099485361
BAG-L,0.0058309037900874,-0.34565384529267373,-0.0174434072049712,-0.4089909389191203
CDFF-L,0.0,-1.0178459794228454,-0.9653100659719362,-0.09617670073859516
PZC-L,0.0506329113924051,-0.6595888054716208,-0.19118018845220627,0.18881077632143578
GPEG-L,0.0279720279720281,-0.9120812935965085,0.5196365470853559,-0.2169507928369021
IPU-L,0.0139860139860139,-0.7460201873462111,0.11033915203216821,-0.3696635621693565
PSON-L,-0.0026041666666665,-0.6949600849477384,-1.0288432634396798,-0.20330137915541574
HRN-L,-0.0469798657718121,-0.8839452677250595,-1.920935607684559,-0.31482235751987725
OVB-L,0.0,-1.1171837925690897,-1.9278006571811888,0.5768611393340128
ATRAS-L,0.1031746031746032,-0.4299877355382667,0.5169393208086812,0.48259074834017845
CRDA-L,0.0493827160493831,-0.5365088588877399,-0.1841279138319967,0.15328736687614955
BOOT-L,0.0950413223140493,-0.07910671053269037,-0.09217918237728481,0.4991313549555123
CFYN-L,-0.0152439024390244,-0.8470517017385387,-0.7750436492195916,-0.4066384924801164
UBGU-L,0.0563380281690144,-0.7989933097128178,0.38872967089639215,0.05648310196092479
ECORE-L,0.1666666666666667,-0.9451582953727312,2.7815640483570063,0.659087262421524
SHEL-L,0.0344870110422741,-0.5825462747391903,-0.5432694958372258,0.16051211240257832
HID-L,0.0,67.68469400588978,-0.08447628450188768,0.023572419812978286
SBRY-L,-0.0879310344827585,-0.2646654875020234,-0.9181442527395549,-1.1362428444398727
RCH-L,-0.045045045045045,-0.4226943378191043,-0.5522518524497281,-0.8987289252333434
DSCV-L,0.0672645739910315,-0.643748157256274,-0.7190967016373438,0.5249848309668504
HILS-L,0.015873015873016,-0.7622238025498403,-0.3837192037944563,-0.44532080184298334
HDT-L,0.0947368421052632,-0.7322678298472145,0.7106757402920849,0.08542376862370682
C1Y-L,0.0255102040816326,-0.4725516551576713,0.23240958096249525,-0.3075399835849702
ATST-L,0.0390818858560795,-0.5364692857061549,-0.5594233240619861,0.15975762330789212
JET2-L,0.0869565217391303,-0.9196375374836239,2.040020498710554,0.12107303358581888
ADIG-L,-0.0048309178743961,-0.5551338539349294,-0.5099088957721858,-0.33441804366968153
BATS-L,-0.0143149284253577,-0.4479625656367198,-0.9997261609624241,-0.25069849384467047
CTID-L,0.0,-0.8979517226603871,-0.2176799772046204,-0.8300305041595901
BGFD-L,0.070663811563169,-0.7975420171240806,-0.42130480672971754,0.4463072723353534
BOY-L,0.0,-0.23860033099489458,-0.17969042097109308,-0.4269977368614231
CRGT-L,0.0769230769230768,-0.6656946280985189,-1.3799179380801239,0.7140697005498098
RIICi-L,0.0254237288135592,-0.6885482662410093,-0.6785797906047046,0.09320984941242431
MKS-L,0.0471698113207545,-0.5354919887229416,-1.1067205342496453,0.4819240356871797
BWY-L,0.1111654445537042,-0.36038651679438627,0.8574327909537659,0.25342543936419176
TPK-L,0.0337078651685394,-0.7844009248785164,-0.21092632158298938,-0.046822443363422464
LPA-L,-0.1132075471698113,-0.7610095919320209,-0.08080574491533277,-1.5302293810700167
BRSC-L,0.0566037735849056,-0.6434879660003385,0.004912318638948382,0.13515008648771368
TW-L,0.1812080536912754,-1.0519013067559935,0.3245115321599714,1.2568111972824059
CGT-L,0.064935064935065,-0.7215931392223416,-0.20848294975706427,0.25539216492974715
ABF-L,0.0483193277310922,-0.6562922737291861,-0.965581804106259,0.24993050404916828
ACRM-L,0.2931034482758621,-0.46215201251911575,2.748037288060182,1.9696415512306407
CKT-L,0.0888888888888888,-0.9175354284275583,-0.6692609324657065,0.7498165542763242
BIOM-L,0.5,-1.1054968989319196,-0.2775572408568518,5.3317447968181675
RNWH-L,0.3571428571428572,-1.115246659424001,1.5391709041550856,3.2983483698299874
VIP-L,-0.0057471264367816,-0.5321328419648248,0.16917047767081064,-0.489323450146436
