Momentum Index,0,1,2,3,4,5,6
ANEA-L,0.1896551724137931,-0.8022456097811143,4.378399925429559,-2.0885315732618372,2.214027653450014,-2.8196606273394065,-0.5894843425246264
CPI-L,-0.0259067357512953,0.04200912357649571,0.37110740724978647,-0.6096476184946517,-0.6787382839973849,-1.9329195719095977,-0.25717215601672355
LLOY-L,0.0999999999999998,-0.6257223507543964,-0.7363832567644241,0.3801834427474997,1.289217995028785,0.8971923421486372,0.13247239087028567
COA-L,0.1714285714285712,-1.2604202913803377,-5.8052757190400905,-1.3711108201818054,2.3518660349551457,-0.3466345764376952,0.6360141728493851
HVT-L,0.0,-0.9999646116353631,-2.248090495769546,-0.1966149717738442,-0.018836235731718845,0.6531910163760389,0.002236351687659404
SMDS-L,-0.0897435897435897,-0.6006808806041198,0.2024979414369032,-0.13103956574080147,-1.22991137592185,0.9236920745703725,-0.3442557137498878
ANTO-L,0.0249999999999999,-0.4502312550624165,-0.3756855630333496,-0.0163848698277388,0.1780976482529033,1.23926305709896,1.0032641382677676
GRG-L,-0.0103703703703704,-0.5568885358596491,0.5246288435637114,1.3018152501450957,-0.11701803791538254,1.2670800976977556,-0.8490472990895861
DLAR-L,-0.0128388017118401,-0.32030230960288353,-1.7634824639206896,-0.31124308625781305,-0.24912280066482023,0.3449376427011144,0.10000608093931293
GLEG-L,0.008743169398907,-0.7042515321182887,-0.1769903280608258,0.2779083132203968,0.11568729352630094,0.8005407101215644,-0.5025257921967848
EDIN-L,-0.0184563758389262,-0.6315499896083773,-0.6360951018952988,-0.5473167024559967,-0.3255398762843464,0.3368000650173465,-0.02939395964335642
HBR-L,-0.1326530612244898,-0.8891638592644725,-2.982717516729242,0.6661363725379581,-1.9247787078733034,0.47617895487324324,-0.12806483154591194
ALUG-L,0.0247787610619469,-0.27691425459187996,-0.7799743407048745,0.4068862988007161,0.15117232395821958,0.06564551250736575,0.10813871965040141
SNXS-L,-0.0333333333333332,-1.0550826540145026,5.560042560828856,-2.9407442054148367,-0.4523131688405579,1.3921711091344404,0.12626428591706587
BAG-L,-0.0149253731343284,-0.4685190425686424,-2.8274281592213333,0.5864085188096788,-0.2718508743722606,0.1429145479801292,-0.3005938244932959
CDFF-L,0.048780487804878,-0.9171905029642864,3.7019837550642682,-0.3369635359851011,0.6795543236223505,-0.18343772820039503,-1.544514027208647
PZC-L,0.0,-0.6617157960169513,-1.0193929513763869,0.09046920717039375,-0.0853233035493508,0.35926063052080637,-0.11303512038606185
GPEG-L,0.0536585365853661,-0.7966459912142319,1.7880111212095928,0.1848304390555963,0.49817984802937654,0.03174311531494546,-0.05792107576662925
IPU-L,0.0265957446808511,-0.6616566655002581,0.7826904139170009,-0.06241613700254221,0.28027575794577503,0.22715804412004606,-0.37979397741980114
PSON-L,0.0609037328094301,-0.6472762919026426,0.4769594478667419,-0.3052453350306115,0.6660337484236813,-0.40866996841407455,-0.30380466794372907
HRN-L,0.0451612903225806,-0.9493225936708911,-1.2815010341830495,-0.9830141390182553,0.436710782456861,0.15059537799058376,0.6153156696330161
OVB-L,0.0,-1.0267103431693971,12.177742533935943,-5.149513584494224,-0.0007536167290001556,2.9527696285609637,1.5603588913823083
ATRAS-L,0.0445859872611464,-0.3765029591665552,0.1929099940143474,-0.2263269664666005,0.47412746436730174,-0.3241431812498983,-0.15312534950904164
CRDA-L,0.0819672131147541,-0.4860990400092331,-0.24432839986463742,0.10305840473076057,0.9499853673221835,-0.14724459863542522,-0.021632401791624605
BOOT-L,-0.0181818181818181,-0.12502176493324826,-1.8735994973759382,0.5099511225732004,-0.33068898679859615,0.600157362958761,0.030184169259129433
CFYN-L,-0.0257731958762886,-0.8052705253119496,1.0507815515679202,-1.9579333080881827,-0.6233115599515783,-1.3437768522180296,0.17039568685916293
BAB-L,-0.244186046511628,-0.775591031613445,-0.04778860310021106,-0.8356799559643868,-3.3343844299958976,1.3295545357736427,-0.010609947142959536
UBGU-L,0.0,-0.7057535886362647,1.0968735107695355,-0.48339636729970925,-0.1425914554063392,-0.13719162293442982,-0.16489670107811083
ECORE-L,0.1666666666666667,-0.596696575460093,6.898761492070857,2.8119311243345613,2.129362649470999,1.3044627421545802,-0.8495307881526971
SHEL-L,0.018187012368434,-0.591008105528467,-0.3639184694594743,-0.3866855455266722,0.1643288616028812,0.34254857545969547,0.012137421804485845
HID-L,-0.1176470588235294,63.56965100649546,-0.38090937566005717,-0.5962597494449181,0.1315552036680245,0.04315966710713831,-0.09509312474419944
SBRY-L,-0.1794871794871795,-0.4850378564188759,-2.039699910600252,-1.0870231371254222,-2.3911579166388734,0.5184166086851012,-0.31300306643460113
RCH-L,0.0129533678756477,-0.44717182110228937,-0.6996500592622787,0.010605050158709883,0.0926194609637511,0.20606849876143313,-0.34888412423762905
DSCV-L,0.0,-0.687399239150014,-1.827843733578678,-0.1360332660217585,-0.11071591933470354,0.20169034330264782,0.13162430209680617
HILS-L,0.0062499999999998,-0.6452725214126261,0.8246134488821454,-0.05172949955706702,0.004502989257599771,0.24281013518236372,-0.5293894212583523
HDT-L,0.0817610062893079,-0.46425376723463774,3.9053786503629895,-0.2520222828323549,0.8585655223546642,-0.36461820975792075,-0.19760871496946855
C1Y-L,0.0162601626016261,-0.39480241402771477,0.13361857362737076,-0.0487755970708836,0.057336062273323656,0.6565479030199672,0.39674225175131544
ATST-L,-0.0212171970965939,-0.5772520857974036,-1.053116608666908,-0.41182360241501276,-0.353779483354331,0.37694998647384304,0.017009849380457378
JET2-L,-0.0636363636363636,-0.7093484803941709,3.070886124296036,-0.0649727184279819,-1.2936723449061238,-1.310942339504402,-0.028247077566702732
ADIG-L,-0.0093896713615023,-0.6287602975681897,-1.5799145654022186,-0.2597827859115176,-0.15880777812997807,0.8567059044259698,0.152636785897701
BATS-L,-0.0032362459546926,-0.6210596481280878,-1.9613748468168148,-0.7609144284926228,-0.13931383655202204,0.6964349328441594,0.6135788210239624
CTID-L,-0.0162337662337662,-0.9548726520113108,-3.7818491831383247,0.47104314607272774,-0.24055493776307108,1.5580573330314236,0.4214735420963597
BGFD-L,0.0161290322580645,-0.6317917623176774,1.4065542186052844,0.5605972047953685,0.004498803244213455,-0.030782993008579947,-0.31307219107493717
BOY-L,-0.0809061488673137,-0.1854877390593266,-0.532752327831193,-0.4776365333734725,-1.3221846645126496,-0.7310022199806918,-0.1163386489775565
CRGT-L,0.0053763440860215,-0.7289352326577642,-1.9219417268326817,-1.291797310283089,-0.1665005800963821,-0.39497514627111524,0.8798479218371267
RIICi-L,-0.013793103448276,-0.6503984874145396,0.2501426814746174,-0.8126065853408226,-0.29550417498691717,0.3748692716551294,0.20148957517126898
MKS-L,0.0065189048239895,-0.5580724227434491,-0.5144359310026531,-0.5778728999266006,-0.0274153286384246,0.043922607644896,0.08247023375549956
BWY-L,0.0344036697247707,-0.2565069841837344,-0.08932419052306481,0.13596186240001124,0.11126881991521967,-1.0642651159804837,0.22726212356252867
TPK-L,0.1422594142259414,-0.7473454403631419,0.1277748761758574,0.6919637635700946,1.8386332998170385,0.016404262074365086,-0.5463376914369683
LPA-L,-0.0181818181818181,-0.7680635283345743,0.3900778552790901,-1.896641057522015,-0.5936626278337972,-2.1087515280529603,0.06288057109837936
BRSC-L,0.0,-0.6524308828563027,-1.082212415129943,-0.11422303329409371,-0.025277574763988526,0.6622787279738939,-0.06026314226208363
TW-L,-0.024793388429752,-0.9134128924984388,1.5791091570692257,0.6485837027302013,-0.5348852497929092,0.37666565028185783,-0.15400453503888203
CGT-L,0.0,-0.6335587515578439,0.6311962778689338,-1.029865919564652,-0.2804359565296304,-1.0103862664324577,0.21118802696538272
ABF-L,-0.070450097847358,-0.6912054828353495,-1.4515667609804108,-0.5852134691511145,-1.0335628782559665,0.14911909634753884,-0.05516619941828586
ACRM-L,-0.0194552529182879,-0.15198033326065438,0.14320863673708628,1.7982951293456149,-0.47845666441828705,0.4103210132551432,0.08601447049532168
CKT-L,0.0,-0.8998763131743238,-1.951518934082337,0.3064933212702383,-0.02553307966583791,0.8755875823792141,-0.04578785564349204
BIOM-L,0.0,-1.0618344711571939,-5.366470702230384,1.5550384968424908,-0.08725671249540382,-0.25329151419260976,-0.2626694138734457
RNWH-L,0.0571428571428571,-1.0363090867949656,-2.4447686307562018,1.326127611163199,0.36145145986608973,-1.6845728036120318,0.22264763568796728
VIP-L,0.0516431924882629,-0.5129643352515207,-0.39018224899422393,0.5194911387347987,0.689183324492457,1.0426891567390837,-0.24265285521098368
GFRD-L,-0.0833333333333334,-0.918605085511273,-0.1612905096491296,-2.068309572639885,-1.3730632364665458,-1.245620966284902,0.15936969031873166
DLN-L,0.0330275229357797,-0.8333401300572831,3.3135796550554595,0.48804662136991267,0.09008338948205062,-1.2096362875746522,-0.6554445987628743
CML-L,-0.0073260073260074,-0.6073757551660512,-0.8072935565767356,-0.3865651711882141,-0.29209676972408755,-0.3669350756740357,0.08005417016553877
C3U-L,0.0869565217391303,-0.8528518034552183,1.4632023920028085,1.962107211677947,1.0130404032834417,0.1748583948144865,-1.0309468746555062
RFGR-L,0.14375,-0.7375600114886736,0.4573627555603274,0.6210277724186456,1.856354844417139,-0.11327070668881659,-0.6509272089039034
BAES-L,-0.0435779816513762,-0.7629064825751359,3.7730824507655423,2.1263747606581553,-0.9750814699767457,0.28729357960657004,-0.5164218415601174
NAIT-L,0.0505050505050506,-0.5813961601416775,-1.8210754348664402,0.05360219192595217,0.7096041853698737,1.5910356524059452,0.3908808165130814
ARBB-L,0.0414414414414414,-0.30174998371484385,-0.661788001796996,-0.05772072604486594,0.30028502657115613,-0.5655298251386244,0.2882794689131241
ABD-L,0.0151515151515151,-0.35773278546535975,0.7381577038350856,-0.15125763036360293,-0.04956617739664231,-0.770525425164848,-0.04263296997331605
AIEA-L,0.2980769230769231,-0.6658582450107559,0.6400675736974086,-0.17295308977140733,3.729808752440001,-0.21350157417903626,1.065200709663846
CNE-L,0.0333333333333334,-0.9416995212280385,0.7041155757974636,1.9274747164567594,0.12842113197746602,-0.27606421836539363,-0.31200213740193833
NICL-L,0.0,-0.3246526650183997,-1.39736529983731,0.042689017821011525,-0.061160219829411895,0.2544719192552046,-0.1032265964105814
DPLM-L,-0.0036297640653356,-0.15654037985639235,0.32188535306404575,0.08458615804121178,-0.1855690444766553,0.23661444704288398,-0.1716328007351158
MRCH-L,0.0170454545454545,-0.649113191044268,-0.9376414027870708,-0.3431654946115037,0.16098971946700114,0.7271540101052075,0.24138369550786717
CMH-L,0.125,-0.6105962333545595,0.7605054863180305,-0.6812218950631785,1.1928849472611214,-1.9869423356851112,0.5333646281034671
BARC-L,0.072289156626506,-0.6919918764825947,-0.48739592109301205,-0.024850574836558004,0.9343105582561146,0.37253731135210405,-0.23906485537381644
BWNG-L,0.0126582278481015,-0.3873376781003398,-1.0418684852732094,0.03848105107421008,0.029155190048379714,0.019768366998928952,-0.015457060772435888
IMI-L,-0.0302013422818792,-0.6598219165751412,-0.994669197448369,-0.2576641530110894,-0.5012184129529469,0.39198394351006666,-0.01988588755955013
LOOK-L,-0.069620253164557,-0.48141692120679236,2.293198611589236,-0.0006949473097368907,-0.9063009945485514,1.1984687710855586,-0.660971652741031
CEPS-L,0.08,-0.5909837670289944,-0.007471248406397006,-0.24047640228678396,0.8686778907608746,0.17286157419886533,0.8338231600719397
DGE-L,-0.1689587426326131,-0.6398937341131125,-1.3124895210422705,-1.0131040630897674,-2.3593755684608486,-0.22191068559246108,-0.4103080759294301
REDD-L,-0.0719999999999998,-0.6153128998839607,3.123663145270636,-1.3021062809470363,-1.457428765920627,-2.4617919454094412,-0.20225497911873072
LSC-L,0.0,-0.9426214735644562,-2.659204800240054,1.2081522469641814,0.086982601002915,0.2450740070720752,-1.4054492017382878
RTN-L,0.0284090909090908,-0.4105397391316248,-1.274809667872657,-0.6017262853489497,0.15544844463671204,-1.0032721701972287,0.03438243287006708
TET-L,0.0666666666666666,-0.49409306244121787,-2.633377897302032,1.3348570934034152,0.653111936016266,0.04101203402384233,0.36792125875859
BNZL-L,0.0139860139860139,-0.5227104656410014,-0.8177196695625892,-0.5127682027279067,-0.042836697552127406,-0.3116511663888133,0.39347905513379566
PAGPA-L,-0.0512820512820514,-0.7720529823156674,0.3715026439361735,2.5501364236315474,-1.5932350531602213,-2.1666209999030572,1.5416191257841108
MNKS-L,-0.0123203285420945,-0.5817489330750136,-0.06338376478169505,-0.678466891776363,-0.2608359392691213,0.09401545494063325,-0.011884368476956255
KMR-L,-0.0540540540540538,-0.7452715545743356,-0.9464484931123889,1.5575314646545697,-1.191150533183478,-1.0431222869080605,-0.48817229459615424
GHT-L,-0.029585798816568,2.8985176417574245,7.282068914837279,10.351510383239901,-1.7991545372508562,-0.3786524896546213,1.6079927468276949
CTY-L,-0.0165562913907284,-0.592342830202336,-0.7300168655735939,-0.42780545787045127,-0.3135616167411652,0.34898423874980894,0.033763083351258064
BUT-L,-0.0092165898617511,-0.6145383478160877,-0.15436059551023093,-0.6734509153334826,-0.26530598910734055,-0.1863661954935032,0.016229623015857664
KPCK-L,-0.0054744525547445,-0.6135736255670536,-0.08812320781690944,-0.47117417886787144,-0.1691628377579386,-0.07425373201904208,-0.270530081348982
N4P-L,0.0517241379310344,-0.6439986354738746,-1.3154921205705608,-0.9038044447515847,0.36292647533969874,-0.9935613969836302,0.9127241132994524
CFX-L,0.1590909090909091,-1.021336472451744,-2.288214805395626,2.1062273188005594,1.7524609210172457,-0.6035095569105786,0.2582642896996875
DIG-L,-0.0181268882175227,-0.6477271995162096,-0.7761947445641677,-0.8227757011010971,-0.3957988040118214,-0.07559540336490751,0.25001284622164804
RS1R-L,-0.0619658119658119,-0.3198082637761876,0.21102081588204688,-0.641144953300718,-0.9443463679357026,0.23915624345438238,-0.049749074892499474
BMT-L,0.0,-0.9254810393502964,-1.0577259510354582,0.5977303858831922,-0.053826264507186125,0.6195223004224786,-0.4072993751334913
BKGH-L,0.0160919540229886,-0.31995586240030066,0.10428470271065472,0.3509631405237418,-0.05858125680739384,-0.26756018848241164,0.1333168421557543
CHG-L,0.0559006211180124,-0.26928362758134855,0.7953682868128006,-0.5934363644272614,0.5036338191020548,-0.9376488885252905,-0.04444962713410138
CGS-L,0.024390243902439,-0.4309929600489283,0.19399295929431704,-0.16456096295569975,0.3213379347664538,0.3477586143516501,-0.5732602294168626
JGGI-L,-0.0104166666666666,-0.5654161260409991,0.3177612028157863,-0.6816246805391581,-0.2947960724536488,-0.19909592895020067,0.03445885993535235
