Momentum Index,0,1,2,3,4
ANEA-L,0.0,-0.913484125878802,-1.5832889410704292,-0.28498843825916614,0.42907361850611625
LLOY-L,0.0115606936416186,-0.5815025707894231,-0.25867577798359415,-0.18550790261744277,-0.2120143666938386
COA-L,-0.7,-1.1170189624655056,-4.075746117768018,4.773923875551996,-1.8033447356309293
HVT-L,-0.0442477876106194,-0.9775209459917118,-1.1782457261402597,0.17424232343800083,0.07681844862738202
SMDS-L,0.0123839009287924,-0.7015807636920688,-0.48404337010719567,-0.35071400884127785,-0.26678400556739157
ANTO-L,0.0152941176470589,-0.3945394788479501,1.1428189300182707,1.024055645435743,0.4857147441156756
GRG-L,0.1578947368421053,-0.714957852729785,0.5549811182306964,-0.6805619754664008,0.7895314048431578
DLAR-L,0.0297619047619046,-0.21804211005957178,-0.946706593833358,-0.41663053075863465,0.2566133363324802
GLEG-L,0.0561009817671809,-0.7716320444572362,-0.6346443013814845,-0.46527392053083144,0.366661874898945
EDIN-L,0.0153846153846153,-0.6365515898186129,-0.9545616643172602,-0.3405579110569913,0.1248931170952145
HBR-L,-0.008849557522124,-0.9347328536394548,0.604246667138557,-0.4299428328181717,-1.5530177926028619
ALUG-L,0.054,-0.26269790585110364,0.7860254621604125,0.11358045913478512,0.0864083738828684
SNXS-L,0.0,-1.1330493505053498,-2.2487462764112816,-0.8083498328593354,0.17356373545772347
BAG-L,0.0115942028985507,-0.3588767838524426,-0.3433535900645692,-0.20011247576748298,-0.18068617429833603
CDFF-L,0.0416666666666667,-1.0324804308543423,-0.8997334104412512,-0.38029495677923203,0.459343524613128
PZC-L,0.0096385542168675,-0.6507573783036732,-0.12659086366515496,0.14881383750110416,0.13207280667791227
GPEG-L,0.0680272108843536,-0.9135668264251497,0.32195894055873175,-0.36257846187679366,0.04287680513943653
IPU-L,-0.0137931034482757,-0.7533722022423632,-0.2772593446607338,0.011306149996896832,-0.3350952527544388
PSON-L,0.0757180156657963,-0.717671769774423,-0.8223141304354623,-0.6642861806935836,0.5155790843631682
HRN-L,0.0774647887323944,-0.921360827196599,-1.6981550104623881,-0.9187781795625005,0.8385580909621149
OVB-L,0.0,-1.1331808514765724,-1.7297676374235864,0.08897451275391881,1.146673594334461
ATRAS-L,-0.1007194244604317,-0.3723248878083257,0.41861361935521224,1.1740292714385183,-0.5807002882784152
CRDA-L,0.0156862745098038,-0.5212486132933876,-0.10245980148832673,0.08839719649563764,0.12340182905597377
BOOT-L,0.0490566037735848,-0.004123088950460404,0.4450437041002701,0.12076306084380428,0.25833199103308635
CFYN-L,-0.0619195046439629,-0.8676473932909604,-1.2074358930914615,0.13888389522861877,-0.2503312058702682
UBGU-L,-0.0266666666666671,-0.7891647529916401,0.18421669021749829,0.40374345664510275,-0.3055655864463848
ECORE-L,0.0,-0.897836580936796,2.8051432604983475,1.0272400626622966,-0.8288810888832073
SHEL-L,0.007549802821517,-0.5859647959504108,-0.4915830564713997,0.07657276089451089,0.26991004278370934
HID-L,0.0,66.905704521658,-0.23759721375429493,0.039772680968335965,0.011243023356724736
SBRY-L,-0.0812854442344044,-0.3787668885680711,-1.9234763283772207,-0.2121404199407031,-0.5299868617055141
RCH-L,0.0660377358490564,-0.48221091756912693,-0.8698082658596921,-0.9342831525001323,0.0016823598149413818
DSCV-L,0.0,-0.6267436686366702,-0.3748620045958755,0.3269925268566107,0.40108364713149847
HILS-L,0.0583333333333331,-0.7709864713971447,-0.27022844748870356,-0.5601927572458063,-0.07287349245498993
HDT-L,-0.0288461538461538,-0.696011149741593,0.7878933051747357,0.5137661102589707,-0.7002703856003587
C1Y-L,0.0597014925373133,-0.4706738359955159,0.13591535598194462,-0.3987351857137819,-0.05179036544594736
ATST-L,-0.0191044776119402,-0.5347260431922155,-0.5390829413716108,0.252397002441743,0.11088128207666832
JET2-L,0.0533333333333332,-0.9012804682346888,1.7167260648001748,0.20470923729795193,-0.33892545752941317
ADIG-L,-0.0097087378640776,-0.5779684592373355,-0.8104283801535908,-0.10847165538336453,-0.04735369893401245
BATS-L,0.0363070539419088,-0.4889580049455503,-1.0414125371287346,-0.4459696708405472,0.3810807244601584
CTID-L,0.0,-0.9096118519049663,-0.43511245444254965,-0.37330307773293275,-0.6516981940498764
BGFD-L,0.1540000000000001,-0.7872184943255824,0.35012230329689453,-0.6600375392977049,0.9284906346218792
BOY-L,0.0608365019011405,-0.25817306365300885,-0.3327091748353637,-0.5546036992714558,0.08716335248298869
CRGT-L,-0.0952380952380951,-0.6378085367141566,-1.0156669135455432,0.9521887257100345,0.18802391637906746
RIICi-L,0.0,-0.6958146637886122,-0.6663242365004375,0.059195004383882734,0.24853269755978474
MKS-L,0.033033033033033,-0.5345355373488312,-0.6835108633813737,0.013622531414401841,0.7174276667914491
BWY-L,0.0264550264550265,-0.2833428037377827,1.1825543960378966,0.2895864166618676,-0.4219007954824036
TPK-L,0.0,-0.783980049238835,-0.2852004594082855,0.06671676356490551,-0.037631446621896734
LPA-L,-0.0425531914893616,-0.8228753354570932,-1.5699471846325215,-0.5837475864403924,-0.6470497303958934
BRSC-L,-0.0803571428571429,-0.6271240283046553,-0.22548939366727194,0.7358809135096761,-0.41296690956722554
TW-L,0.0227272727272729,-1.032502725812853,1.3184331948555392,0.834505713875733,0.2003781205926353
CGT-L,-0.0243902439024392,-0.7048553953254767,-0.10660616257172956,0.41301255684826577,-0.07535872590297464
ABF-L,-0.0180360721442885,-0.6542127979927382,-0.6910941909995669,0.24311525829435376,0.18214995880564788
ACRM-L,-0.0666666666666666,-0.2459320445539053,3.6984895732336507,2.2786299868465365,-0.7882476665384122
CKT-L,0.0,-0.905648916859116,-0.1830195213714568,0.4733146647495116,0.4733739339668713
BIOM-L,0.0,-1.0507095771786752,2.6957722573950598,3.4806837572931904,2.7107364657024466
RNWH-L,0.0526315789473683,-1.0770472037884888,3.4976737678465555,2.1564949804456313,1.1437028071039632
VIP-L,0.0346820809248555,-0.5553607122947176,-0.27581820739836727,-0.37789477440708114,-0.08371235799392066
GFRD-L,-0.152173913043478,-0.9549168602691319,-1.6362281030360082,0.48497216513186514,-0.9184719801935095
DLN-L,0.2693498452012386,-0.9994341247324969,0.7892196650897122,-1.3640189810945134,1.5244023637854458
CML-L,0.0080321285140561,-0.5974401429064103,-0.18147777179457453,0.007343321111396109,-0.08755842795239836
C3U-L,0.1785714285714286,-0.9996544476229201,0.3114779833872477,-1.374966978451102,0.3201897583336033
RFGR-L,0.0175438596491228,-0.8159534591889294,-0.8819079891840345,-0.09697819575418042,0.4643510313018595
BAES-L,0.0842911877394636,-0.991231490479254,2.3148770445523468,-1.2133674638349745,-2.386154241768572
NAIT-L,-0.0080971659919029,-0.4609613881889739,-0.5486998279773643,0.11199473330574707,0.09623523941860737
ARBB-L,0.0341365461847389,-0.24726009705375968,0.5067252571701236,0.2884583286536835,0.23786655367952544
AIEA-L,-0.0549450549450549,-0.612041042841905,0.6900527441103792,0.8369367371596554,-0.5180830913000537
CNE-L,0.0217391304347824,-1.0524502468419834,2.506580462540326,0.7926797704197063,-0.7151885455816687
NICL-L,-0.0625,-0.2280141519874416,-0.03813976511275687,0.6666547069490919,-0.3322470441127051
DPLM-L,0.1267605633802817,-0.28406140287946524,0.20129280493413598,-0.6949058595313947,0.5172233696012503
MRCH-L,-0.0123456790123457,-0.6153849866460297,-0.6066936676883911,0.06861634946903589,0.002200569541889884
CMH-L,0.2083333333333332,-0.7043760432298186,-0.10662688891965394,-1.5039400036767383,0.9675969049592761
BARC-L,-0.028235294117647,-0.6744746254224088,-0.7751824931916439,-0.09570665351452168,-0.32338458288391053
BWNG-L,0.0476190476190476,-0.33887177373704563,0.03495952107959349,-0.24097089553603,0.04899112842175542
IMI-L,0.0305343511450382,-0.677070186832883,-0.8224142395376998,-0.3877758693802553,0.17327508809723371
LOOK-L,-0.0275229357798163,-0.7154792432385932,-0.049906726445221955,-0.030071483403367353,-0.7810693861785503
CEPS-L,-0.0833333333333333,-0.5734646666544349,1.526820868141075,1.910296550737181,0.048305314573157704
DGE-L,0.1042128603104213,-0.6458678989083257,-1.510240628156744,-0.8749478238378395,1.1940994352335308
REDD-L,0.036144578313253,-0.8292646895158606,-0.11468867904414391,-0.7380370314665686,-0.6200158777870037
LSC-L,0.0,-0.9915326945398016,-1.971426844824429,-0.617451914666537,0.2656614491758209
